,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,-,"3,985","5,689","3,914","4,672","5,438","4,126","5,274","4,308","4,418","5,891","6,794","9,393","10,786","13,752","17,221","18,860","19,155","19,893","15,893","23,814","19,893","18,312","15,540","15,491","15,900","15,732","21,985","23,044","27,652","26,363","44,172","42,773","28,897","34,350","37,081","51,432","49,960","56,941","73,267","81,430"
Market Cap Growth,-,-,-,-,-,36.45%,-27.48%,34.73%,-7.79%,-18.75%,42.79%,28.82%,118.02%,144.12%,133.44%,153.47%,100.80%,77.59%,44.65%,-7.71%,26.27%,3.85%,-7.95%,-2.22%,-34.95%,-20.07%,-14.09%,41.48%,48.76%,73.91%,67.58%,100.92%,85.62%,4.50%,30.30%,-16.05%,20.24%,72.89%,65.77%,97.59%,-
Enterprise Value,9,"3,623","5,315","3,508","4,230","4,928","3,599","4,628","3,587","3,635","5,131","5,966","8,389","9,700","12,447","15,723","17,159","17,331","18,267","13,972","21,757","17,725","15,952","12,898","12,932","13,193","12,961","19,184","20,084","24,435","23,038","40,820","39,407","26,047","31,417","34,058","48,156","46,271","52,534","68,259","76,422"
PE Ratio,-,119.63,116.90,56.82,53.24,55.97,39.57,44.28,33.12,30.45,35.12,37.13,40.70,36.61,36.46,40.77,38.95,84.55,76.08,48.46,61.96,27.30,23.81,18.08,19.44,21.13,22.09,34.65,34.06,37.95,33.60,52.53,45.86,27.92,29.49,27.42,33.91,29.23,29.96,35.10,39.78
PS Ratio,-,8.45,10.83,6.70,7.23,7.73,5.39,6.30,4.78,4.54,5.63,6.02,7.68,7.94,9.13,10.46,10.58,10.09,9.83,7.39,10.47,8.42,7.46,6.45,6.63,7.00,7.08,9.49,9.36,10.52,9.51,14.98,13.55,8.25,8.74,8.46,10.59,9.49,10.18,12.50,13.90
PB Ratio,-,8.64,11.54,7.05,7.65,8.17,5.71,6.69,5.07,4.82,5.83,6.13,7.65,7.94,9.02,10.36,10.22,11.14,10.22,7.42,9.92,7.88,6.90,5.37,5.44,5.24,5.10,6.62,6.68,7.48,6.82,11.10,10.30,7.21,7.83,7.59,9.65,8.53,8.75,10.15,11.28
P/FCF Ratio,-,54.47,73.76,32.97,39.00,42.49,40.90,24.22,15.92,15.64,24.55,44.44,38.72,42.10,27.70,27.94,29.14,27.49,53.73,33.16,52.35,37.96,20.08,16.40,15.90,17.33,18.18,30.55,29.64,30.71,28.83,46.44,47.33,39.20,54.17,82.74,83.66,52.87,37.73,36.64,40.72
P/OCF Ratio,-,44.36,61.34,29.68,34.62,38.49,35.20,22.18,14.65,14.42,22.44,38.98,36.12,39.31,26.78,27.26,28.39,26.77,50.88,31.59,49.85,36.60,19.65,16.14,15.68,17.10,17.97,29.91,28.99,30.05,26.97,43.48,43.72,35.41,50.70,75.24,79.11,50.82,36.78,36.02,40.03
Debt / Equity Ratio,1.48,0.09,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,-,0.01,0.01,0.01,-,-
Quick Ratio,1.01,4.84,4.92,3.78,4.03,3.33,3.24,3.54,4.19,3.68,2.85,2.44,2.35,2.28,2.74,3.36,4.25,2.57,3.68,3.77,4.46,4.95,5.28,5.22,5.22,4.94,4.73,4.25,4.33,4.24,4.23,3.54,2.97,2.73,2.89,3.05,2.65,2.73,2.86,3.16,3.16
Current Ratio,1.47,5.76,5.78,4.71,4.96,4.20,4.09,4.15,4.78,4.34,3.73,3.32,3.26,3.19,3.66,4.28,5.20,3.17,4.51,4.48,5.34,5.77,5.91,5.81,5.82,5.59,5.50,5.00,5.09,5.03,5.06,4.34,3.73,3.70,4.01,4.29,3.96,4.14,4.14,4.39,4.39
Interest Coverage,6.30,12.02,42.37,47.07,42.42,39.53,41.06,65.17,66.24,72.80,86.21,84.71,103.74,188.64,203.69,-,208.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Return on Capital (ROIC),Upgrade,17.14%,9.94%,11.71%,13.75%,14.88%,14.62%,14.39%,14.89%,15.00%,15.51%,16.21%,16.10%,18.30%,21.13%,24.07%,24.68%,25.35%,7.69%,8.25%,10.44%,11.08%,26.51%,26.44%,27.01%,25.39%,22.63%,21.16%,17.72%,18.53%,18.86%,19.74%,20.70%,21.40%,24.77%,25.50%,26.70%,27.60%,27.60%,27.35%,26.95%
Buyback Yield / Dilution,-20.58%,-50.61%,-129.31%,-68.07%,-109.14%,-61.64%,-3.08%,-31.80%,-2.11%,-2.25%,-2.18%,-3.48%,-7.34%,-8.16%,-7.99%,-7.88%,-4.13%,5.40%,-2.14%,-0.65%,-0.59%,-9.17%,0.33%,0.79%,1.55%,2.50%,1.78%,1.12%,0.40%,-0.52%,-0.75%,-0.89%,-0.36%,0.71%,1.64%,1.38%,1.27%,0.03%,-1.03%,-1.03%,-0.21%
