,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,133.56,397.2,408.6,240.03,275.19,342.96,418.5,687.33,710.66,531.06,500.48,567.92,746.57,823.48,854.48,859.19,886.16,711.16,524.69,649.95,809.49,944.41,"1,095","1,111",761.33,800.18,970.35,893.22,843.34,893.69,630.98,620.81,635.03,493.25,716.25,671.71,956.34,"1,262","1,749","1,939"
Short-Term Investments,0,8,8,209.43,209.15,208.81,150.12,0,51.59,292.76,299.67,299.91,296.68,301.36,488.64,676.36,851.88,"1,149","1,137","1,306","1,341","1,313","1,352","1,613","1,876","1,982","1,876","1,980","2,184","2,388","2,755","2,788","2,789","2,409","2,264","2,352","2,375","2,479","2,707","3,069"
Cash & Cash Equivalents,133.56,405.2,416.6,449.46,484.34,551.76,568.62,687.33,762.25,823.82,800.15,867.83,"1,043","1,125","1,343","1,536","1,738","1,860","1,662","1,956","2,151","2,258","2,447","2,724","2,637","2,782","2,846","2,873","3,028","3,282","3,386","3,408","3,424","2,902","2,980","3,024","3,331","3,741","4,456","5,008"
Cash Growth,-,-,-,281.98%,262.63%,36.17%,36.49%,52.92%,57.38%,49.31%,40.72%,26.26%,36.86%,36.54%,67.86%,76.94%,66.60%,65.39%,23.73%,27.39%,23.76%,21.36%,47.25%,39.27%,22.60%,23.21%,16.30%,5.45%,14.82%,17.97%,19.00%,18.64%,13.09%,-11.57%,-12.00%,-11.28%,-2.71%,28.92%,49.51%,65.62%
Receivables,67.01,67.95,84.06,96.98,113.06,122.34,160.23,144.26,135.12,146.66,210.24,253.12,209.06,269.62,212.61,247.35,207.34,260.92,322.05,331.78,271.25,343.08,447.25,391.99,352.16,383.23,300.22,389.54,380.47,364.21,395.59,516.51,648.61,585.79,651.51,923.1,862.88,779.73,833.37,"1,025"
Inventory,78.98,71.07,62.59,78.01,91.23,100.3,109.92,92.13,84.03,118.13,162.13,236.49,286.79,363.8,333.16,306.2,268.13,245.44,216.31,264.56,347.15,314.18,239.8,243.83,261.8,327,438.1,479.67,483.17,543.2,575.67,650.12,694.22,852.81,"1,101","1,290","1,683","1,864","1,894","1,945"
Other Current Assets,12.42,18.46,25.11,55.03,47.42,75.8,82.33,50.61,41.73,53.45,151.66,168.68,197.74,190.92,186.66,177.33,165.66,253.8,235.88,162.32,131.66,113.46,106.33,111.46,85.95,84.89,69.65,94.92,111.6,139.28,166.22,237.74,338.44,388.7,299.55,314.22,393.83,466.37,472.48,412.52
Total Current Assets,291.97,562.68,588.35,679.48,736.04,850.21,921.1,974.33,"1,023","1,142","1,324","1,526","1,737","1,949","2,076","2,266","2,379","2,621","2,436","2,715","2,901","3,029","3,240","3,472","3,337","3,577","3,654","3,837","4,003","4,328","4,524","4,813","5,105","4,729","5,032","5,551","6,271","6,852","7,655","8,390"
"Property, Plant & Equipment",67.63,68.8,66.99,71.56,72.79,73.18,75.25,79.71,79.94,79.68,78.15,76.96,76.32,75.84,73.06,74.28,73.83,73.74,75.4,75.36,140.08,135.23,132.09,127.04,121.18,114.55,112.6,109.52,105.42,102.86,144.75,143.82,154.06,153.69,154.65,95.01,161.16,163.04,161.48,101.58
Long-Term Investments,0,0,0,36.64,36.64,36.64,36.64,36.64,36.64,39.14,36.14,36.14,36.14,36.14,36.14,36.14,36.14,35.04,35.04,30.34,31.49,31.49,4.15,4.15,4.15,4.15,4.15,8.31,10.31,13.65,18.25,20.25,38.63,38.26,39.68,0,39.4,61.79,62.29,0
