,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"2,356","2,537","2,686","2,997","3,188","2,993","2,895","3,539","3,754","3,853"
Revenue Growth (YoY),9.39%,7.66%,5.89%,11.57%,6.38%,-6.12%,-3.25%,22.23%,6.08%,2.63%
Cost of Revenue,"1,497","1,527","1,572","1,764","1,882","1,812","1,787","2,228","2,424","2,368"
Gross Profit,859.3,"1,010","1,114","1,232","1,306","1,181","1,108","1,311","1,330","1,485"
"Selling, General & Admin",572.1,610.7,662.5,722.8,753.8,715.6,660.3,701.4,670.9,727.4
Other Operating Expenses,0,0,0,0,6.7,0,7.7,0,0,18.8
Operating Expenses,572.1,610.7,662.5,722.8,760.5,715.6,668,701.4,670.9,746.2
Operating Income,287.2,399.1,451.7,509.6,545,465.1,440.2,609.5,658.7,738.6
Interest Expense / Income,5.7,7.4,7.3,10.1,8.4,11,7.3,4.3,9.4,12
Other Expense / Income,-5.2,-10.8,-18.1,-21.3,-21.2,-18,-11,-20.4,425.6,-6.9
Pretax Income,286.7,402.5,462.5,520.8,557.8,472.1,443.9,625.6,223.7,733.5
Income Tax,78.9,119.6,136,224.3,113.6,102.1,99,138.5,-12,176.9
Net Income,207.8,282.9,326.5,296.5,444.2,370,344.9,487.1,235.7,556.6
Net Income Growth,22.45%,36.14%,15.41%,-9.19%,49.81%,-16.70%,-6.78%,41.23%,-51.61%,136.15%
Shares Outstanding (Basic),179,176,174,172,170,163,161,159,153,149
Shares Change,-1.84%,-1.70%,-1.21%,-1.14%,-1.15%,-4.02%,-1.01%,-1.43%,-4.01%,-2.65%
EPS (Basic),1.15,1.59,1.87,1.72,2.60,2.24,2.13,3.05,1.52,3.71
EPS (Diluted),1.14,1.58,1.85,1.70,2.58,2.22,2.12,3.02,1.51,3.69
EPS Growth,24.59%,38.60%,17.09%,-8.11%,51.76%,-13.95%,-4.50%,42.45%,-50.00%,144.37%
Free Cash Flow,177.9,279,365.9,232.2,363.7,391.8,505.3,566,321.1,597.7
Free Cash Flow Per Share,0.99,1.58,2.10,1.35,2.14,2.40,3.13,3.56,2.10,4.02
Dividend Per Share,0.300,0.380,0.480,0.560,0.760,0.900,0.980,1.060,1.140,1.520
Dividend Growth,30.43%,26.67%,26.32%,16.67%,35.71%,18.42%,8.89%,8.16%,7.55%,33.33%
Gross Margin,36.47%,39.81%,41.48%,41.13%,40.95%,39.45%,38.28%,37.04%,35.42%,38.54%
Operating Margin,12.19%,15.73%,16.82%,17.01%,17.10%,15.54%,15.20%,17.22%,17.55%,19.17%
Profit Margin,8.82%,11.15%,12.16%,9.89%,13.93%,12.36%,11.91%,13.76%,6.28%,14.45%
Free Cash Flow Margin,7.55%,11.00%,13.62%,7.75%,11.41%,13.09%,17.45%,15.99%,8.55%,15.51%
Effective Tax Rate,27.52%,29.71%,29.41%,43.07%,20.37%,21.63%,22.30%,22.14%,-5.36%,24.12%
EBITDA,352.2,472.9,534.9,601,638.1,561.4,531.2,707.8,310,823.8
EBITDA Margin,14.95%,18.64%,19.92%,20.06%,20.02%,18.76%,18.35%,20.00%,8.26%,21.38%
Depreciation & Amortization,59.8,63,65.1,70.1,71.9,78.3,80,77.9,76.9,78.3
EBIT,292.4,409.9,469.8,530.9,566.2,483.1,451.2,629.9,233.1,745.5
EBIT Margin,12.41%,16.16%,17.49%,17.72%,17.76%,16.14%,15.58%,17.80%,6.21%,19.35%
