,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"5,051","6,743","8,235","10,536","7,257","7,771","8,852","13,664","8,745","12,261","11,911"
Market Cap Growth,2.66%,33.50%,22.12%,27.94%,-31.12%,7.08%,13.91%,54.37%,-36.00%,40.20%,-
Enterprise Value,"4,733","6,347","7,804","10,126","6,833","7,542","8,310","13,252","8,630","12,052","11,703"
PE Ratio,24.31,23.84,25.22,35.53,16.34,21.00,25.66,28.05,37.10,22.03,21.70
PS Ratio,2.14,2.66,3.07,3.52,2.28,2.60,3.06,3.86,2.33,3.18,3.09
PB Ratio,3.66,4.68,5.43,6.41,4.23,4.66,4.79,7.46,5.00,6.65,6.46
P/FCF Ratio,28.39,24.17,22.51,45.37,19.95,19.83,17.52,24.14,27.23,20.51,19.93
P/OCF Ratio,19.13,19.17,18.44,32.28,16.17,17.03,15.75,21.31,22.34,18.29,17.77
EV/Sales Ratio,2.01,2.50,2.91,3.38,2.14,2.52,2.87,3.74,2.30,3.13,3.04
EV/EBITDA Ratio,13.44,13.42,14.59,16.85,10.71,13.43,15.64,18.72,27.84,14.63,14.21
EV/EBIT Ratio,16.19,15.48,16.61,19.07,12.07,15.61,18.42,21.04,37.02,16.17,15.70
EV/FCF Ratio,26.61,22.75,21.33,43.61,18.79,19.25,16.45,23.41,26.88,20.16,19.58
Debt / Equity Ratio,0.16,0.17,0.21,0.25,0.13,0.19,0.08,0.12,0.21,0.08,0.08
Debt / EBITDA Ratio,0.64,0.53,0.60,0.68,0.35,0.57,0.28,0.31,1.18,0.19,0.19
Debt / FCF Ratio,1.26,0.89,0.88,1.77,0.61,0.82,0.29,0.39,1.14,0.26,0.26
Quick Ratio,1.68,1.76,1.66,1.78,1.65,1.49,1.44,1.13,1.14,1.01,1.01
Current Ratio,2.18,2.15,2.04,2.23,2.09,1.96,1.83,1.57,1.75,1.59,1.59
Asset Turnover,0.96,0.98,0.97,0.98,1.04,0.96,0.96,1.09,1.13,1.19,1.19
Interest Coverage,51.30,55.39,64.36,52.56,67.40,43.92,61.81,146.49,24.80,62.13,62.13
Return on Equity (ROE),15.20%,19.80%,21.80%,18.30%,25.70%,21.80%,20.10%,26.40%,13.30%,30.10%,30.10%
Return on Assets (ROA),8.50%,10.90%,11.80%,9.70%,14.50%,11.90%,11.40%,15.00%,7.10%,17.10%,17.10%
Return on Capital (ROIC),12.97%,16.59%,17.34%,14.12%,22.39%,18.32%,17.14%,23.14%,32.82%,28.03%,28.03%
Earnings Yield,4.11%,4.20%,3.96%,2.81%,6.12%,4.76%,3.90%,3.56%,2.70%,4.54%,4.67%
FCF Yield,3.52%,4.14%,4.44%,2.20%,5.01%,5.04%,5.71%,4.14%,3.67%,4.88%,5.02%
Dividend Yield,1.10%,1.00%,1.00%,0.90%,1.80%,1.90%,1.80%,1.20%,2.00%,1.80%,1.60%
Payout Ratio,26.10%,23.90%,25.70%,32.60%,29.20%,40.20%,46.00%,34.80%,75.00%,41.00%,34.69%
Buyback Yield / Dilution,1.84%,1.70%,1.21%,1.14%,1.15%,4.02%,1.01%,1.43%,4.01%,2.65%,2.65%
Total Shareholder Return,2.94%,2.70%,2.21%,2.04%,2.95%,5.92%,2.81%,2.63%,6.01%,4.45%,4.25%
