,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,Current
Market Capitalization,"2,213","2,475","2,198","2,001","2,280","2,634","3,043","3,405","3,407","4,092","4,591","5,362","6,108","5,412","6,909","7,411","6,802","7,442","8,035","7,311","6,425","7,814","9,139","11,951","12,139","14,094","12,406","18,704","18,005","21,342","18,657","17,388","15,788","15,434","12,718","9,608","8,339","10,453","14,665","9,799","8,251"
Market Cap Growth,93.37%,92.10%,60.35%,12.98%,3.00%,6.41%,38.42%,70.14%,49.43%,55.38%,50.86%,57.49%,79.29%,32.25%,50.50%,38.22%,11.35%,37.51%,16.30%,-1.35%,-5.54%,5.00%,13.74%,63.47%,88.92%,80.37%,35.74%,56.51%,48.32%,51.43%,50.39%,-7.04%,-12.31%,-27.68%,-31.83%,-44.75%,-47.18%,-32.27%,15.31%,1.99%,-
Enterprise Value,"2,094","2,342","2,068","1,868","2,125","2,465","2,882","3,235","3,247","3,893","4,453","5,208","5,947","5,244","6,771","7,283","6,663","7,275","7,879","7,140","6,215","7,567","8,969","11,755","11,911","13,922","12,138","18,395","17,788","20,975","18,359","17,066","15,445","15,015","12,440","9,403","8,103","10,105","14,413","9,483","7,800"
PE Ratio,30.38,26.75,31.45,27.50,32.56,30.43,30.93,35.12,37.50,41.77,39.62,40.46,49.39,40.80,40.68,48.73,49.82,55.58,41.90,45.14,41.62,42.62,43.50,62.11,56.20,70.09,41.45,55.76,66.41,73.16,57.97,64.60,68.10,73.94,49.09,35.89,35.15,44.12,49.79,40.93,31.93
PS Ratio,8.83,9.90,8.69,7.62,8.26,9.19,10.26,11.23,10.82,12.18,13.04,14.49,15.86,14.02,17.61,18.65,16.61,17.70,18.90,16.69,14.38,16.84,18.50,23.37,21.84,22.91,19.16,27.14,25.16,30.18,26.46,24.88,22.90,22.19,18.03,13.38,11.34,14.26,20.00,13.02,10.96
PB Ratio,7.72,7.97,6.91,6.20,6.99,7.88,8.83,9.46,9.12,10.47,11.19,12.29,13.52,11.56,14.32,14.79,13.31,14.46,14.96,13.12,11.10,12.85,14.48,18.06,17.48,18.30,15.55,21.92,20.06,22.35,18.88,17.02,14.96,14.82,12.43,9.60,8.19,9.67,13.08,8.41,6.38
P/FCF Ratio,32.74,37.83,29.03,27.71,23.96,27.50,30.15,33.03,32.51,116.33,140.55,107.49,98.86,36.55,43.96,47.55,47.74,51.39,53.91,45.97,36.44,41.94,43.78,56.98,52.50,46.21,36.65,85.13,50.17,99.70,91.81,55.50,68.21,66.41,54.62,37.59,35.13,38.93,52.63,36.41,30.66
P/OCF Ratio,24.36,27.28,22.65,21.72,20.74,23.98,26.66,28.93,28.34,77.54,90.13,79.04,76.08,32.17,38.80,41.66,40.48,44.05,43.50,36.51,28.70,33.70,36.97,48.41,45.65,40.62,32.47,70.31,44.51,81.78,73.79,47.77,55.97,54.82,45.68,31.95,28.83,32.62,44.14,30.03,25.29
Debt / Equity Ratio,-0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.27,0.26,0.19,0.24,0.22,0.21,0.21,0.19,0.18,0.17,0.17,0.17,0.17,0.16,0.08,0.15,0.14,0.14
Quick Ratio,64.91,13.48,10.61,11.13,13.67,13.14,10.74,12.35,15.25,17.07,6.25,10.42,9.95,8.67,5.63,8.07,9.90,7.33,6.13,6.35,7.55,6.25,6.28,7.95,7.45,3.82,6.57,6.38,3.12,2.90,2.28,2.32,2.28,2.47,1.96,2.14,2.24,2.30,2.42,2.59,2.59
Current Ratio,66.84,13.48,10.61,11.13,13.67,13.14,10.74,12.35,15.25,17.07,6.25,10.42,9.95,8.67,5.63,8.07,9.90,7.33,6.13,6.35,7.55,6.25,6.61,6.21,6.02,4.18,5.87,5.98,3.34,3.18,2.41,2.50,2.43,2.64,2.08,2.31,2.43,2.49,2.60,2.95,2.95
Asset Turnover,Upgrade,0.18,0.17,0.18,0.18,0.18,0.18,0.20,0.19,0.18,0.17,0.20,0.20,0.18,0.18,0.20,0.18,0.17,0.17,0.20,0.18,0.16,0.16,0.16,0.15,0.15,0.14,0.17,0.18,0.13,0.13,0.13,0.11,0.10,0.11,0.11,0.12,0.11,0.11,0.12,0.11
Interest Coverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.95,955.18,541.75,509.81,235.68,437.23,509.27,251.60,552.98,1493.71,733.51,1428.81,1428.81
Return on Equity (ROE),Upgrade,24.56%,23.84%,23.38%,22.38%,23.77%,24.45%,24.95%,24.58%,24.46%,25.06%,26.01%,26.96%,28.96%,28.84%,28.93%,28.77%,28.59%,27.99%,27.74%,28.44%,28.11%,27.96%,28.86%,26.61%,28.47%,30.81%,30.83%,31.35%,30.86%,28.23%,26.40%,24.77%,23.66%,24.16%,23.87%,23.15%,23.10%,21.63%,20.79%,19.96%
Return on Assets (ROA),Upgrade,22.57%,21.59%,21.03%,19.69%,21.63%,22.05%,22.38%,21.87%,22.22%,22.91%,23.40%,23.89%,26.32%,26.43%,26.28%,25.48%,26.06%,25.26%,24.84%,24.85%,22.90%,22.79%,23.44%,21.46%,23.29%,25.30%,22.22%,22.49%,19.73%,18.76%,17.29%,16.85%,14.18%,15.43%,15.59%,15.56%,15.91%,15.56%,14.25%,12.81%
Return on Capital (ROIC),Upgrade,22.17%,21.49%,21.04%,22.38%,23.77%,24.45%,24.95%,24.58%,24.46%,25.06%,26.01%,26.96%,28.96%,28.84%,28.93%,28.77%,28.47%,27.71%,27.28%,27.71%,23.83%,23.82%,24.72%,23.01%,24.95%,27.45%,27.74%,28.58%,28.41%,26.20%,24.59%,23.05%,21.78%,21.81%,21.48%,20.77%,20.80%,19.62%,18.74%,18.88%
Earnings Yield,0.82%,0.93%,0.79%,0.91%,0.77%,0.82%,0.81%,0.71%,0.67%,0.60%,0.63%,0.62%,0.51%,0.61%,0.61%,0.51%,0.50%,0.45%,0.60%,0.55%,0.60%,0.59%,0.57%,0.40%,0.44%,0.36%,0.60%,0.45%,0.38%,0.34%,0.43%,0.39%,0.37%,0.34%,0.51%,0.70%,0.71%,0.57%,0.50%,0.61%,3.13%
FCF Yield,1.49%,0.61%,0.27%,1.09%,1.29%,1.44%,0.22%,0.79%,0.93%,0.97%,-1.37%,0.45%,0.80%,0.95%,0.34%,0.45%,0.70%,0.51%,0.32%,0.52%,0.90%,0.71%,0.39%,0.50%,0.48%,0.55%,0.88%,0.50%,-0.33%,1.01%,-0.19%,0.48%,0.32%,0.87%,-0.27%,0.87%,0.87%,1.11%,-0.02%,1.06%,3.26%
