,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,17.48,18.19,17.5,21.64,24.59,24.24,22.72,24.49,28.96,33.13,30.92,33.17,42.46,38.02,34.13,33.47,47.94,40.49,38.59,45.83,52.52,48.11,54,50.27,74.82,83.85,67.78,72.93,80.46,67.29,57.96,52.19,64.77,66.92,59.31,59.23,73.63,59.86,54.94,69.63
Depreciation & Amortization,3.75,4.12,4.35,4.48,4.43,4.61,4.6,4.64,4.69,4.68,4.54,4.33,4.29,4.69,4.79,4.58,5.21,5.27,5.79,6.17,5.85,7.37,7.89,8.17,9.22,9.71,9.99,10.85,12.29,13.44,14.8,15.65,16.35,16.77,16.64,16.54,17.21,17.83,18.35,19.05
Share-Based Compensation,2.46,2.32,2.34,2.53,2.59,3.04,2.98,3.25,3.24,3.49,3.44,3.7,3.88,3.94,3.53,3.52,3.43,3.95,3.65,3.95,4.3,5.2,5.93,7.94,6.23,6.68,5.79,6.45,6.69,7.42,6.13,6.75,7,8.1,6.5,7.35,7.91,7.49,6.89,7.48
Other Operating Activities,-0.13,-14.48,2.08,3.53,9.76,-21.86,0.26,3.36,6.97,-98.68,-10.19,11.45,5.69,-16.11,-3.88,10.89,-10.13,-18.27,6.35,12.04,7.44,-21.31,1.91,1.31,-1.12,20.13,21.3,-138.59,128.18,-111.31,17.83,-11.78,57.59,-115.52,11.18,1.99,35.48,-77.65,25.21,-17
Operating Cash Flow,23.55,10.15,26.27,32.18,41.36,10.03,30.56,35.74,43.86,-57.38,28.71,52.64,56.32,30.55,38.57,52.47,46.45,31.44,54.38,67.99,70.11,39.37,69.73,67.69,89.14,120.37,104.85,-48.35,227.62,-23.16,96.73,62.81,145.71,-23.73,93.64,85.1,134.23,7.53,105.39,79.16
Operating Cash Flow Growth,-16.82%,-1.28%,31.52%,-13.22%,75.64%,-1.11%,16.36%,11.08%,6.03%,-,-6.04%,47.28%,28.40%,-,34.32%,-0.34%,-17.51%,2.91%,40.99%,29.60%,50.92%,25.22%,28.24%,-0.44%,27.15%,205.75%,50.36%,-,155.35%,-,-7.75%,-,-35.98%,-,-3.19%,35.48%,-7.88%,-,12.56%,-6.98%
Capital Expenditures,-8.52,-4.19,-4.53,-2.69,-3.37,-3.47,-3.69,-4.09,-4.14,-5.69,-4.36,-3.77,-4.69,-7.32,-5.12,-4.9,-8.22,-5.87,-16.7,-10.42,-14.6,-3.83,-9.59,-9.12,-12.15,-11.07,-11.2,-11.88,-11.48,-12.33,-13.94,-12.95,-11.4,-10.82,-10.42,-12.51,-18.12,-10.91,-12.08,-16.07
Acquisitions,-37.83,0,0,0,-2.75,-2.65,-2.16,-2.7,-60.25,0,0,-2.92,-3.06,-3.17,-3.5,-3.43,-3.38,-3.59,-2.95,-2.64,-2.53,-3.18,-4.13,-6.55,-97.43,-0.53,6.23,0.01,-22.77,0,-17.08,0,0,0,0,0,0,32.54,11.03,10.09
Change in Investments,-13,-3.75,-1.66,-8.13,-16.28,-18.63,-15.8,-47.8,46.98,-12,-8,-46.46,-53.27,-114.65,-129.92,-98.54,-60.52,-108.84,-202.69,-205.09,-153.71,-120.8,-138.27,-47.32,-25.38,-54.15,-47.31,-93.94,203.52,-,-,-,-,-,-,-,-,-23.94,-4.78,-2.46
Other Investing Activities,50.8,7.49,-0.89,16.88,10.84,23.7,11.77,22,22.97,24.03,8.01,27.25,31.74,96.14,113.21,93.29,86.37,105.57,205.65,210.58,157.53,138.38,130.69,58.44,28.2,90.31,40.66,196,-203.52,-,-,-,-,-,-34.4,-,-,-30.44,-9.18,-7.41
Investing Cash Flow,-8.55,-0.45,-7.08,6.07,-11.56,-1.05,-9.89,-32.58,5.56,6.34,-4.35,-25.89,-29.28,-29.01,-25.33,-13.57,14.25,-12.73,-16.68,-7.57,-13.31,10.56,-21.3,-4.55,-106.76,24.56,-11.63,90.19,-34.25,-12.33,-31.01,-12.95,-11.4,-10.82,-44.82,-12.51,-18.12,-32.75,-15.01,-15.85
Dividends Paid,-4.81,-6.23,-5.93,-5.9,-5.88,-7.52,-7.35,-7.34,-7.33,-9.73,-9.59,-9.6,-9.58,-12.36,-12.18,-12.18,-12.17,-15.81,-15.54,-15.54,-15.54,-19.41,-18.91,-18.91,-19,-23.24,-22.42,-22.44,-22.46,-25.45,-24.78,-24.76,-24.79,-27.43,-26.1,-26.33,-26.09,-28.36,-26.89,-26.89
Common Stock Issued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.26,69.55,5.47,2.28,70.5,0,0,0,0,0,0,0
Share Repurchases,0,-3.39,-10.36,-11.69,-12.53,-8.94,-5.53,-5.56,-3.13,-1.2,-4.2,-8.47,-10.05,-12.21,-11.94,-12.21,-6.11,-6.27,-6.64,-6.08,-6.19,-5.18,-3.49,-2.77,-5.82,-5.42,-5.87,-4.17,-0.68,-0.52,-13.44,-4.24,-45,-38.8,-48.74,0,0,0,0,0
Other Financing Activities,3.12,-9.07,-20.02,-22.26,-22.92,-18.66,-9.76,-10.34,-5.91,-2.16,-3.52,-16.67,-18.93,-31.56,-23.51,-28.9,-26.67,-19.9,-13.54,-11.09,-10.89,-22,-6.88,-11.39,-18.86,-31.99,-17.62,-15.11,-109.22,-63.46,-68.03,-8.61,-160.86,-97.84,-123.22,-2.1,-0.81,-19.79,-12.64,3.78
Financing Cash Flow,-1.69,-11.92,-15.59,-16.46,-16.26,-17.24,-11.58,-12.12,-10.11,-10.69,-8.9,-17.79,-18.46,-31.71,-23.75,-28.88,-32.73,-29.45,-22.44,-20.55,-20.24,-36.23,-22.31,-27.53,-32.04,-49.82,-34.17,-33.38,-27.74,-18.85,-73.92,-26.85,-70.16,-86.47,-100.58,-28.43,-26.9,-48.14,-39.53,-23.11
Net Cash Flow,13.03,-2.65,3.11,21.95,13.82,-7.88,8.22,-8.89,39.35,-61.73,15.28,8.17,6.8,-30.59,-9.51,10.85,28.02,-10.85,14.52,39.4,37.37,14.65,25.21,34.33,-47.39,91.74,58.74,12.57,170.75,-55.37,-7.44,18.56,61.77,-125.37,-71.3,39.94,103.83,-70.02,54.69,31.57
Free Cash Flow,15.03,5.95,21.73,29.49,37.99,6.56,26.87,31.66,39.72,-63.07,24.36,48.88,51.62,23.23,33.45,47.57,38.23,25.57,37.68,57.57,55.5,35.54,60.14,58.57,76.99,109.3,93.66,-60.23,216.14,-35.49,82.79,49.86,134.31,-34.55,83.22,72.59,116.11,-3.38,93.31,63.09
Free Cash Flow Growth,-43.87%,-26.67%,90.14%,-10.69%,152.74%,10.23%,23.64%,7.36%,4.56%,-,-9.36%,54.40%,29.97%,-,37.33%,-2.67%,-25.94%,10.09%,12.65%,21.03%,45.17%,38.97%,59.63%,1.73%,38.71%,207.58%,55.72%,-,180.75%,-,-11.60%,-,-37.86%,-,0.51%,45.57%,-13.56%,-,12.13%,-13.08%
