,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"265,612","282,263","275,013","289,228","285,652","292,830","266,189","282,882","248,395","242,414","225,398","279,746","282,785","279,615","274,488","301,784","253,166","271,090","252,141","216,598","223,997","214,532","221,333","229,818","124,501","105,101","97,432","126,099","163,021","188,341","189,884","189,313","186,864","149,525","154,941","159,357","143,229","159,077","150,464","180,855","188,518"
Market Cap Growth,34.19%,26.86%,23.93%,18.71%,7.55%,3.74%,-3.21%,-2.19%,-13.04%,-17.22%,-15.32%,-1.11%,13.85%,15.35%,21.78%,7.88%,-10.47%,-3.05%,-8.14%,-28.23%,-11.52%,-20.86%,-12.22%,6.10%,-44.42%,-51.01%,-55.98%,-45.13%,30.94%,79.20%,94.89%,50.13%,14.63%,-20.61%,-18.40%,-15.82%,-23.35%,6.39%,-2.89%,13.49%,-
Enterprise Value,"456,364","491,355","504,494","517,118","526,848","535,857","522,137","560,835","564,902","586,192","585,614","610,875","614,426","593,592","587,986","325,429","375,280","431,421","419,392","378,142","417,965","406,925","427,161","421,271","303,323","134,004","121,597","133,436","118,520","139,459","98,714","150,181","171,907","181,751","194,280","226,215","235,266","258,631","215,933","67,373","75,036"
PE Ratio,11.84,13.01,12.71,13.43,13.08,13.65,12.23,13.59,12.21,11.72,10.75,14.35,13.51,12.83,16.61,13.14,13.37,14.14,11.56,9.48,10.17,9.17,13.71,22.57,102.39,-6.32,8.40,11.50,9.58,8.20,9.92,8.65,13.31,13.06,11.69,15.41,7.60,8.54,6.90,14.31,10.77
PS Ratio,3.28,3.51,3.40,3.53,3.44,3.52,3.18,3.37,2.93,2.82,2.58,3.20,3.25,3.21,3.17,3.51,2.96,3.18,2.95,2.53,2.60,2.49,2.57,2.70,1.54,1.36,1.31,1.75,2.24,2.51,2.53,2.43,2.41,2.01,2.07,2.16,1.86,1.98,1.84,2.19,2.28
PB Ratio,1.51,1.56,1.51,1.57,1.51,1.54,1.38,1.46,1.26,1.20,1.11,1.40,1.40,1.36,1.33,1.46,1.23,1.32,1.27,1.10,1.13,1.08,1.14,1.23,0.68,0.59,0.54,0.68,0.87,0.98,1.00,1.01,1.04,0.84,0.88,0.89,0.79,0.88,0.83,0.97,1.01
P/FCF Ratio,5.17,8.04,9.45,16.50,16.60,15.58,11.74,-17.97,-4.83,-3.78,-2.40,-8.77,-15.74,10.14,6.18,23.36,5.35,17.67,15.76,6.00,7.78,7.40,23.69,34.15,7.76,3.20,2.62,61.48,-8.72,-4.39,-4.86,-16.43,-23.79,19.18,6.29,5.89,4.18,6.14,5.12,-,8.51
P/OCF Ratio,5.17,8.04,9.45,16.50,16.60,15.58,11.74,19.15,14.15,20.48,-23.62,1655.30,35.05,24.97,11.85,16.12,12.19,11.23,11.85,6.00,7.78,7.40,23.69,34.15,7.76,3.20,2.62,61.48,-8.72,-4.39,-4.86,-16.43,-23.79,19.18,6.29,5.89,4.18,6.14,5.12,-,8.51
Debt / Equity Ratio,1.20,1.27,1.36,1.34,1.38,1.39,1.42,1.54,1.70,1.81,1.87,1.76,1.74,1.63,1.62,1.16,1.58,1.58,1.64,1.71,1.73,1.79,1.83,1.78,1.80,1.62,1.50,1.47,1.29,1.18,0.93,1.04,1.04,1.06,1.16,1.26,1.40,1.41,1.57,1.12,1.12
Quick Ratio,4.98,4.55,4.42,4.55,3.73,3.53,3.36,3.06,2.73,2.43,2.65,3.60,3.57,3.24,3.31,38.24,5.08,4.29,4.19,4.38,4.09,3.90,3.55,4.06,4.56,8.41,9.48,8.49,8.54,10.51,7.65,32.25,28.23,22.41,21.44,5.62,3.97,3.62,3.86,1.59,1.59
Current Ratio,4.98,4.55,4.42,4.55,3.73,3.53,3.36,3.06,2.73,2.43,2.65,0.48,3.57,3.24,3.31,6.21,5.08,4.29,4.19,1.87,0.19,0.18,0.18,1.68,0.25,0.41,0.46,5.63,0.48,0.55,0.61,20.88,18.17,15.87,12.18,5.62,3.97,3.62,3.86,1.59,1.59
Asset Turnover,Upgrade,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
