,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"4,787","5,898","7,734","8,893","10,443","13,462","11,792","11,536","14,248","15,727","17,188"
Market Cap Growth,24.00%,23.21%,31.13%,14.99%,17.43%,28.91%,-12.41%,-2.17%,23.51%,10.38%,-
Enterprise Value,"7,397","8,764","10,955","12,381","14,074","17,432","16,303","18,750","22,344","22,600","24,444"
PE Ratio,16.52,18.72,22.09,22.43,17.32,26.32,19.61,17.33,18.40,17.75,18.17
PS Ratio,0.97,2.02,3.15,3.22,3.35,4.64,4.18,3.39,3.39,3.68,4.35
PB Ratio,1.55,1.85,2.23,2.28,2.19,2.34,1.74,1.46,1.51,1.45,1.52
P/FCF Ratio,-52.24,-38.88,-26.49,-32.94,-30.45,-18.58,-13.14,-3.78,-9.71,24.06,23.35
P/OCF Ratio,6.53,7.26,9.73,10.26,9.29,13.90,11.36,-10.64,14.57,4.55,4.89
EV/Sales Ratio,1.50,2.99,4.46,4.49,4.52,6.01,5.78,5.50,5.32,5.29,6.19
EV/EBITDA Ratio,8.60,9.79,11.47,11.71,13.04,15.23,12.93,13.58,14.99,12.98,13.32
EV/EBIT Ratio,12.20,14.12,16.56,16.78,19.61,23.14,19.61,20.77,23.40,19.88,20.18
EV/FCF Ratio,-80.73,-57.77,-37.52,-45.86,-41.04,-24.05,-18.16,-6.14,-15.23,34.57,33.20
Debt / Equity Ratio,0.86,0.91,0.94,0.90,0.76,0.69,0.67,0.93,0.86,0.63,0.67
Debt / EBITDA Ratio,3.08,3.23,3.42,3.32,3.38,3.49,3.59,5.31,5.47,3.96,4.11
Debt / FCF Ratio,-28.95,-19.09,-11.20,-13.02,-10.63,-5.51,-5.05,-2.40,-5.55,10.54,10.24
Quick Ratio,0.42,0.28,0.15,0.25,0.14,0.21,0.32,0.13,0.12,0.26,0.80
Current Ratio,0.85,0.54,0.38,0.53,0.25,0.38,0.60,0.81,0.85,0.66,1.44
Asset Turnover,0.58,0.33,0.25,0.26,0.27,0.23,0.19,0.18,0.20,0.19,0.18
Interest Coverage,4.69,5.34,5.76,6.14,6.73,7.30,9.84,10.81,9.29,8.28,7.95
Return on Equity (ROE),9.70%,10.00%,10.30%,10.30%,12.80%,9.20%,9.40%,8.70%,8.60%,8.50%,8.60%
Return on Assets (ROA),3.40%,3.50%,3.60%,3.80%,5.20%,4.00%,4.10%,3.60%,3.60%,4.00%,4.10%
Return on Capital (ROIC),6.42%,6.27%,6.25%,6.37%,8.54%,6.02%,5.86%,4.82%,4.77%,5.32%,5.32%
Earnings Yield,6.05%,5.34%,4.53%,4.46%,5.77%,3.80%,5.10%,5.77%,5.44%,5.63%,5.38%
FCF Yield,-1.91%,-2.57%,-3.78%,-3.04%,-3.28%,-5.38%,-7.61%,-26.47%,-10.30%,4.16%,4.28%
Dividend Yield,3.10%,2.70%,2.30%,2.10%,2.10%,1.80%,2.40%,2.80%,2.70%,2.80%,2.83%
Payout Ratio,50.00%,50.50%,49.70%,48.30%,35.70%,48.20%,47.00%,48.80%,48.50%,48.50%,51.36%
Buyback Yield / Dilution,-6.43%,-4.39%,-1.60%,-2.49%,-4.63%,-5.81%,-4.61%,-5.67%,-6.36%,-5.12%,-5.54%
Total Shareholder Return,-3.33%,-1.69%,0.70%,-0.39%,-2.53%,-4.01%,-2.21%,-2.87%,-3.66%,-2.32%,-2.71%
