,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"5,552","5,583","5,608","5,589","5,913","6,784","6,583","4,621","7,605","5,501"
Depreciation & Amortization,520,501,481,470,468,467,502,527,497,560
Other Operating Activities,"5,090","-1,020","2,422","-1,022",-214,"3,001","-2,527","-1,770","1,410","14,734"
Operating Cash Flow,"11,446","5,332","8,782","5,336","6,472","10,564","4,889","3,716","9,870","21,119"
Operating Cash Flow Growth,43.83%,-53.42%,64.70%,-39.24%,21.29%,63.23%,-53.72%,-23.99%,165.61%,113.97%
Acquisitions,-58,"3,436",0,0,0,0,0,-556,-661,"12,257"
Change in Investments,"-20,663","-33,754","-19,624","-18,280","-11,722","-8,688","-20,265","-14,804","-57,490",635
Other Investing Activities,-303,506,"-1,526",322,-404,-289,"-1,295",-80,664,"-5,392"
Investing Cash Flow,"-21,024","-29,812","-21,150","-17,958","-12,126","-8,977","-21,560","-15,440","-57,487","7,500"
Dividends Paid,"-1,576","-1,726","-1,777","-1,810","-1,928","-2,092","-2,443","-2,552","-2,579","-2,776"
Share Issuance / Repurchase,"-1,758","-1,747","-1,895","-2,201","-2,472","-2,736","-4,437","-1,657","-1,512",-48
Debt Issued / Paid,464,"14,551","-2,260","-12,694","1,605","6,638","8,364","-11,932","-8,776","17,019"
Other Financing Activities,"12,673","15,579","18,793","33,885","12,249","-1,449","16,139","68,040","26,809","-18,177"
Financing Cash Flow,"9,803","26,657","12,861","17,180","9,454",361,"17,623","51,899","13,942","-3,982"
Net Cash Flow,225,"2,177",493,"4,558","3,800","1,948",952,"40,175","-33,675","24,637"
Free Cash Flow,"11,446","5,332","8,782","5,336","6,472","10,564","4,889","3,716","9,870","21,119"
Free Cash Flow Growth,43.83%,-53.42%,64.70%,-39.24%,21.29%,63.23%,-53.72%,-23.99%,165.61%,113.97%
Free Cash Flow Margin,63.45%,28.50%,46.32%,27.18%,31.87%,49.97%,22.87%,19.13%,41.31%,95.10%
Free Cash Flow Per Share,6.22,2.96,4.98,3.11,3.86,6.46,3.09,2.46,6.63,14.18
