,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,52.24,70.38,39.4,49.33,52.8,148.31,84.49,55.13,54,70.31,84.52,64.19,42.92,114.77,104.04,57.72,57.4,31.44,114.87,26.16,35.4,93.63,96.68,72.51,109.51,213.35,195.32,147.76,70.12,50.99,44.25,29.12,39.8,48.79,31.97,25.76,26.55,12.24,31.47,26.71
Cash & Cash Equivalents,52.24,70.38,39.4,49.33,52.8,148.31,84.49,55.13,54,70.31,84.52,64.19,42.92,114.77,104.04,57.72,57.4,31.44,114.87,26.16,35.4,93.63,96.68,72.51,109.51,213.35,195.32,147.76,70.12,50.99,44.25,29.12,39.8,48.79,31.97,25.76,26.55,12.24,31.47,26.71
Cash Growth,-71.30%,-44.98%,-78.33%,-68.28%,1.06%,110.74%,114.42%,11.74%,2.27%,-52.59%,0.04%,16.44%,-20.53%,63.23%,23.10%,-10.08%,33.75%,-72.60%,10.41%,-54.68%,-38.33%,197.80%,-15.84%,177.23%,209.38%,127.86%,102.03%,103.77%,-35.98%,-76.10%,-77.34%,-80.29%,-43.24%,-4.32%,-27.75%,-11.53%,-33.28%,-74.91%,-1.57%,3.67%
Receivables,140.01,224.04,159.11,147.89,137.42,245.39,147.65,147.09,137.41,253.92,148.43,146.26,139.5,276.92,172.52,166.83,168.93,297.27,198.56,184.74,190.77,310.08,234.36,204.7,212.06,300.95,223.01,212.93,207.74,306.56,253.16,236.1,222.7,348.07,247.54,246.38,238.36,361.25,288.73,270.55
Other Current Assets,86.73,96.09,103.61,109.56,104.32,99.8,113.29,117.8,118.56,107.7,109.95,113.29,116.74,128.34,127.32,145.05,135.69,142.03,144.4,151.75,162.39,165.74,153.08,150.52,158.08,154.81,156.21,157.79,164.82,186.18,193.55,201.82,208.41,216.67,205.59,197.09,223.28,254.47,243.3,257.01
Total Current Assets,278.99,390.51,302.12,306.78,294.53,493.5,345.43,320.02,309.97,431.93,342.9,323.74,299.15,520.03,403.87,369.6,362.03,470.74,457.84,362.64,388.56,569.45,484.12,427.73,479.65,669.1,574.54,518.48,442.67,543.74,490.96,467.03,470.9,613.52,485.1,469.23,488.19,627.96,563.5,554.27
"Property, Plant & Equipment",299.15,291.68,301.13,295.48,290.72,296.33,295.94,302.09,298.02,298.56,293.24,289.27,285.02,282.93,273.83,272.09,261.22,285.55,286.5,283.45,279.95,272.47,274.53,278.7,277.09,273.43,263.71,257.88,248.04,252.48,241.16,241.41,215.33,211.71,208.31,203.36,199.79,205.66,202.85,204.85
Goodwill and Intangibles,868.19,875.41,881.04,883.46,890.77,898.15,918.25,928.12,936.97,914.76,918.45,924.16,926.75,926.61,940.15,"1,090","1,088","1,092","1,092","1,114","1,116","1,118","1,158","1,161","1,153","1,152","1,155","1,154","1,161","1,164","1,169","1,179","1,186","1,193","1,436","1,444","1,451","1,456","1,463","1,467"
Other Long-Term Assets,68.14,123.12,73.76,135.25,142.12,148.86,154.58,158.64,157.66,170.26,177.67,180.93,176.06,179.37,178.49,185.08,193.63,185.16,197.04,211.89,218.84,224.83,309.07,319.87,319.5,334.12,342.15,355.88,359.87,376.42,379.91,393.41,400.36,437.28,449.37,462.17,468.7,484.16,505.17,528.07
Total Long-Term Assets,"1,235","1,290","1,256","1,314","1,324","1,343","1,369","1,389","1,393","1,384","1,389","1,394","1,388","1,389","1,392","1,547","1,543","1,562","1,575","1,609","1,614","1,615","1,742","1,760","1,750","1,759","1,761","1,768","1,769","1,792","1,790","1,814","1,801","1,842","2,093","2,109","2,119","2,146","2,171","2,200"
