,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"10,859","11,615","10,076","9,537","10,206","11,051","17,092","26,204","25,047","23,459","25,568"
Market Cap Growth,0.40%,6.97%,-13.26%,-5.34%,7.01%,8.28%,54.67%,53.31%,-4.41%,-6.34%,-
Enterprise Value,"10,813","11,719","10,323","9,890","10,560","13,676","19,292","29,245","29,115",-,"30,207"
PE Ratio,29.28,28.30,23.05,22.57,19.17,19.65,22.82,26.28,23.01,21.19,23.44
PS Ratio,1.90,1.87,1.49,1.31,1.29,1.32,1.61,2.06,1.76,1.61,1.76
PB Ratio,8.39,8.34,6.93,6.72,6.53,7.05,8.88,13.08,12.26,0,11.89
P/FCF Ratio,43.69,60.28,24.39,25.03,24.54,18.60,15.53,51.35,42.92,40.44,62.18
P/OCF Ratio,26.54,27.06,15.77,15.10,14.70,13.61,12.26,23.01,18.46,17.58,27.26
EV/Sales Ratio,1.89,1.88,1.52,1.36,1.33,1.64,1.82,2.30,2.05,-,2.08
EV/EBITDA Ratio,15.36,15.14,12.33,11.61,12.01,14.56,15.04,18.55,16.38,-,16.14
EV/EBIT Ratio,18.34,18.02,14.87,14.41,15.05,18.40,18.10,22.38,20.29,-,19.09
EV/FCF Ratio,43.50,60.82,24.99,25.96,25.39,23.01,17.53,57.31,49.89,-,73.46
Debt / Equity Ratio,0.00,0.12,0.21,0.33,0.28,1.73,1.84,1.96,2.09,0,2.34
Debt / EBITDA Ratio,0.00,0.01,0.20,0.35,0.53,0.47,2.11,2.25,2.20,2.28,2.69
Debt / FCF Ratio,0.00,0.03,0.41,0.79,1.11,0.74,2.46,6.94,6.72,7.36,12.25
Quick Ratio,0.15,0.08,0.07,0.13,0.10,0.07,0.77,0.43,0.09,0,0.18
Current Ratio,2.11,1.81,1.95,1.95,1.91,1.43,1.87,1.57,1.33,0,1.50
Asset Turnover,2.81,2.63,2.53,2.53,2.56,1.58,1.51,1.64,1.67,0,1.61
Interest Coverage,312.72,225.01,119.46,49.53,38.24,37.46,34.64,49.11,46.84,31.80,27.97
Return on Equity (ROE),29.74%,31.73%,31.37%,29.08%,37.52%,36.01%,47.79%,51.83%,54.36%,54.21%,51.50%
Return on Assets (ROA),19.49%,20.17%,18.44%,15.80%,18.56%,18.23%,14.16%,14.15%,14.02%,13.04%,12.09%
Return on Capital (ROIC),29.81%,31.74%,28.24%,24.59%,29.06%,28.86%,18.03%,18.62%,18.79%,18.11%,15.91%
Earnings Yield,3.42%,3.53%,4.34%,4.43%,5.22%,5.09%,4.38%,3.81%,4.35%,4.72%,4.33%
FCF Yield,2.29%,1.66%,4.10%,4.00%,4.07%,5.38%,6.44%,1.95%,2.33%,2.47%,1.61%
Dividend Yield,0.77%,0.89%,1.21%,1.40%,1.44%,1.47%,1.02%,0.91%,1.64%,1.92%,1.86%
Payout Ratio,22.66%,25.12%,27.97%,31.67%,27.63%,28.93%,23.32%,23.97%,37.62%,40.61%,43.61%
Buyback Yield / Dilution,1.61%,1.86%,2.22%,4.19%,3.69%,2.21%,2.74%,1.37%,3.17%,2.14%,2.21%
Total Shareholder Return,2.39%,2.75%,3.43%,5.59%,5.13%,3.68%,3.76%,2.28%,4.81%,4.06%,4.07%
