,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"4,614","6,272","9,119","14,092","13,903","10,811","17,478","17,691","27,488","21,056","33,368"
Market Cap Growth,6.78%,35.95%,45.40%,54.52%,-1.33%,-22.24%,61.67%,1.22%,55.38%,-23.40%,-
Enterprise Value,"5,602","7,749","10,534","15,728","15,484","13,886","20,230","20,110","32,331","25,738","36,042"
PE Ratio,38.03,40.31,31.58,33.13,19.49,23.00,28.56,24.54,39.13,24.29,28.53
PS Ratio,1.56,1.77,2.39,3.55,3.28,2.28,3.70,3.27,4.46,3.11,4.92
PB Ratio,2.93,1.44,2.14,3.40,2.97,2.18,3.26,3.00,4.20,2.94,4.15
P/FCF Ratio,30.86,24.60,30.20,56.91,42.23,18.88,25.32,24.76,53.96,23.98,41.91
P/OCF Ratio,12.09,10.94,13.23,21.42,19.72,11.19,16.64,15.55,27.73,13.78,26.48
EV/Sales Ratio,1.89,2.19,2.76,3.97,3.65,2.93,4.28,3.71,5.25,3.80,5.32
EV/EBITDA Ratio,9.64,10.17,10.81,15.48,14.46,11.11,14.43,13.34,18.21,-906.25,21.83
EV/EBIT Ratio,13.56,15.99,15.28,21.30,20.22,15.76,18.70,18.66,25.47,-47.52,28.41
EV/FCF Ratio,37.47,30.39,34.89,63.52,47.04,24.25,29.30,28.14,63.47,29.31,45.27
Debt / Equity Ratio,0.65,0.36,0.37,0.41,0.65,0.63,0.52,0.45,0.79,0.70,0.56
Debt / EBITDA Ratio,1.77,2.08,1.62,1.66,2.83,2.50,1.98,1.74,2.87,-177.46,2.39
Debt / FCF Ratio,6.90,6.22,5.24,6.81,9.20,5.45,4.02,3.67,10.01,5.74,4.96
Quick Ratio,1.37,1.34,1.01,0.93,2.79,0.72,0.71,1.57,1.37,0.79,1.49
Current Ratio,3.59,3.25,1.88,1.99,3.79,1.74,1.70,3.34,2.69,1.99,2.47
Asset Turnover,0.66,0.40,0.51,0.52,0.44,0.44,0.47,0.45,0.38,0.41,0.44
Interest Coverage,4.07,4.76,6.28,8.29,7.65,5.04,6.84,8.51,6.82,7.14,13.89
Return on Equity (ROE),9.88%,6.63%,10.00%,17.23%,10.04%,12.36%,13.47%,11.92%,13.26%,16.73%,14.61%
Return on Assets (ROA),4.77%,3.87%,6.11%,9.77%,5.23%,6.41%,7.12%,6.64%,6.02%,8.01%,7.76%
Return on Capital (ROIC),7.48%,5.64%,8.13%,13.86%,7.32%,8.97%,10.03%,9.38%,8.14%,-0.19%,8.14%
Earnings Yield,2.63%,2.48%,3.17%,3.02%,5.13%,4.35%,3.50%,4.08%,2.56%,4.12%,3.52%
FCF Yield,3.33%,2.38%,2.80%,2.14%,1.78%,3.05%,3.28%,3.90%,2.60%,2.42%,2.39%
Dividend Yield,1.61%,1.46%,1.18%,0.75%,0.78%,1.08%,0.74%,0.79%,0.54%,0.76%,0.55%
Payout Ratio,61.17%,58.68%,37.22%,24.69%,15.27%,24.77%,21.21%,19.46%,21.04%,18.35%,15.64%
Buyback Yield / Dilution,-23.34%,-17.40%,4.71%,1.04%,0.16%,0.63%,0.48%,-0.32%,0.16%,0.64%,0.48%
Total Shareholder Return,-21.73%,-15.94%,5.89%,1.78%,0.94%,1.71%,1.22%,0.47%,0.70%,1.40%,1.03%
