,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"96,266","68,454","67,802","86,201","81,428","101,867","97,357","126,717","110,404","136,523","154,902"
Market Cap Growth,-0.96%,-28.89%,-0.95%,27.14%,-5.54%,25.10%,-4.43%,30.16%,-12.87%,23.66%,-
Enterprise Value,"135,413","98,565","95,165","112,356","115,506","141,698","109,222","145,607","120,411","139,086","157,465"
PE Ratio,16.36,13.26,12.61,31.37,11.77,15.07,31.06,15.72,14.69,16.30,18.96
PS Ratio,3.00,2.22,2.03,2.53,2.20,2.55,3.11,2.89,2.18,2.46,2.79
PB Ratio,4.66,3.31,3.31,4.72,3.65,4.42,4.24,5.71,4.47,4.87,5.52
P/FCF Ratio,9.83,7.31,9.80,6.91,10.69,8.50,23.67,9.68,5.74,8.03,9.11
P/OCF Ratio,8.76,6.39,8.18,6.37,9.12,7.47,17.41,8.65,5.24,7.36,8.35
EV/Sales Ratio,4.21,3.20,2.85,3.29,3.12,3.54,3.48,3.32,2.38,2.50,2.83
EV/EBITDA Ratio,13.54,10.97,10.42,12.85,12.27,14.73,18.71,11.76,10.74,11.43,12.95
EV/EBIT Ratio,15.06,12.42,11.83,15.13,14.22,16.81,25.42,13.62,12.56,13.23,14.98
EV/FCF Ratio,13.82,10.52,13.76,9.00,15.16,11.82,26.56,11.12,6.26,8.18,9.26
Debt / Equity Ratio,2.97,2.56,2.56,3.24,2.76,2.79,1.95,1.85,1.78,1.75,1.75
Debt / EBITDA Ratio,6.14,5.89,5.75,6.76,6.53,6.68,7.68,3.30,3.92,4.04,4.04
Debt / FCF Ratio,6.27,5.65,7.60,4.73,8.07,5.36,10.90,3.12,2.28,2.89,2.89
Asset Turnover,0.21,0.20,0.21,0.20,0.20,0.20,0.17,0.23,0.24,0.22,0.22
Return on Equity (ROE),29.00%,24.10%,25.90%,13.50%,32.90%,29.60%,14.40%,33.40%,31.90%,31.00%,31.00%
Return on Assets (ROA),3.80%,3.30%,3.40%,1.60%,3.70%,3.40%,1.70%,4.30%,3.60%,3.40%,3.40%
Return on Capital (ROIC),7.17%,7.02%,7.36%,3.55%,8.26%,7.74%,4.62%,12.77%,10.95%,10.84%,10.84%
Earnings Yield,6.11%,7.54%,7.93%,3.19%,8.50%,6.64%,3.22%,6.36%,6.81%,6.13%,5.41%
FCF Yield,10.17%,13.68%,10.20%,14.48%,9.36%,11.77%,4.22%,10.33%,17.41%,12.45%,10.97%
Dividend Yield,1.10%,1.60%,1.60%,1.30%,1.50%,1.30%,1.40%,1.10%,1.30%,1.20%,1.13%
Payout Ratio,17.60%,21.70%,21.10%,43.70%,18.20%,20.00%,45.60%,17.10%,20.20%,20.70%,21.41%
Buyback Yield / Dilution,3.49%,4.57%,6.78%,5.24%,3.05%,3.38%,2.89%,1.99%,4.81%,2.13%,2.13%
Total Shareholder Return,4.59%,6.17%,8.38%,6.54%,4.55%,4.68%,4.29%,3.09%,6.11%,3.33%,3.26%
