,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"5,885","5,163","5,375","2,748","6,921","6,759","3,135","8,060","7,514","8,374"
Depreciation & Amortization,"1,012","1,043","1,095","1,321","1,293","1,188","1,543","1,695","1,626","1,651"
Share-Based Compensation,290,234,254,282,283,283,249,330,375,450
Other Operating Activities,"3,803","4,266","1,567","9,189",433,"5,402",664,"4,560","11,564","8,084"
Operating Cash Flow,"10,990","10,706","8,291","13,540","8,930","13,632","5,591","14,645","21,079","18,559"
Operating Cash Flow Growth,28.58%,-2.58%,-22.56%,63.31%,-34.05%,52.65%,-58.99%,161.94%,43.93%,-11.96%
Capital Expenditures,"-1,195","-1,341","-1,375","-1,062","-1,310","-1,645","-1,478","-1,550","-1,855","-1,563"
Acquisitions,-229,-155,-487,-211,-520,-352,-597,1,-15,-64
Change in Investments,"-6,615","-6,577","3,585","-16,969","-17,785","-14,862","13,572","-8,980","-31,819","-22,806"
Other Investing Activities,72,-120,-,-,-,152,135,-,-,-
Investing Cash Flow,"-7,967","-8,193","1,723","-18,242","-19,615","-16,707","11,632","-10,529","-33,689","-24,433"
Dividends Paid,"-1,041","-1,172","-1,207","-1,251","-1,324","-1,422","-1,474","-1,448","-1,565","-1,780"
Share Issuance / Repurchase,"-4,027","-4,382","-4,321","-4,271","-1,598","-4,599",-985,"-7,588","-3,446","-3,622"
Debt Issued / Paid,"1,878","-7,928",-136,"6,382","2,481","2,172","-20,151","-3,413","3,618","4,866"
Other Financing Activities,"3,201","11,719","-1,935","11,385","5,542","3,330","13,542","-2,484","25,902","18,915"
Financing Cash Flow,11,"-1,763","-7,599","12,245","5,101",-519,"-9,068","-14,933","24,509","18,379"
Exchange Rate Effect,-232,-276,-160,226,129,232,364,-120,-13,177
Net Cash Flow,"2,802",474,"2,255","7,769","-5,455","-3,362","8,519","-10,937","11,886","12,682"
Free Cash Flow,"9,795","9,365","6,916","12,478","7,620","11,987","4,113","13,095","19,224","16,996"
Free Cash Flow Growth,29.89%,-4.39%,-26.15%,80.42%,-38.93%,57.31%,-65.69%,218.38%,46.80%,-11.59%
Free Cash Flow Margin,30.47%,30.38%,20.70%,36.57%,20.60%,29.98%,13.12%,29.90%,37.93%,30.57%
Free Cash Flow Per Share,9.37,9.37,7.41,14.13,8.90,14.48,5.11,16.60,25.60,23.12
