,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"34,507","35,239","35,653","37,399","39,407","39,815","41,541","41,909","50,588","51,412"
Revenue Growth (YoY),3.58%,2.12%,1.17%,4.90%,5.37%,1.04%,4.34%,0.89%,20.71%,1.63%
Cost of Revenue,"21,106","22,112","23,598","24,804","24,460","25,405","24,611","22,550","30,367","38,325"
Gross Profit,"13,401","13,127","12,055","12,595","14,947","14,410","16,930","19,359","20,221","13,087"
"Selling, General & Admin","4,002","4,135","4,364","4,550","4,784","5,222","5,353","5,477","6,252","6,644"
Other Operating Expenses,70,18,39,62,103,640,385,"1,268",-69,520
Operating Expenses,"4,072","4,153","4,403","4,612","4,887","5,862","5,738","6,745","6,183","7,164"
Operating Income,"9,329","8,974","7,652","7,983","10,060","8,548","11,192","12,614","14,038","5,923"
Interest Expense / Income,367,322,292,295,335,332,327,318,330,335
Other Expense / Income,"5,566","4,416","4,078","4,934","5,176","5,588","4,902","5,347","10,820","7,393"
Pretax Income,"3,396","4,236","3,282","2,754","4,549","2,628","5,963","6,949","2,888","-1,805"
Income Tax,"1,116","1,386","1,111",877,995,468,"1,116","1,373","1,289",-494
Net Income,"2,280","2,850","2,171","1,877","3,554","2,160","4,847","5,576","1,599","-1,311"
Preferred Dividends,17,104,116,116,116,148,169,115,114,105
Net Income Common,"2,263","2,746","2,055","1,761","3,438","2,012","4,678","5,461","1,485","-1,416"
Net Income Growth,-1.86%,21.34%,-25.16%,-14.31%,95.23%,-41.48%,132.50%,16.74%,-72.81%,-
Shares Outstanding (Basic),464,431,401,373,362,348,328,312,295,271
Shares Outstanding (Diluted),470,438,407,377,368,353,334,316,299,271
Shares Change,-4.60%,-6.83%,-7.17%,-7.25%,-2.52%,-3.97%,-5.58%,-5.40%,-5.20%,-9.33%
EPS (Basic),4.87,6.37,5.12,4.72,9.50,5.78,14.25,17.53,5.04,-5.22
EPS (Diluted),4.81,6.27,5.05,4.67,9.35,5.70,14.03,17.31,4.96,-5.22
EPS Growth,2.78%,30.35%,-19.46%,-7.52%,100.21%,-39.04%,146.14%,23.38%,-71.35%,-
Free Cash Flow,"4,035","2,948","3,313","3,680","4,015","4,898","4,696","5,183","4,771","4,910"
Free Cash Flow Per Share,8.69,6.83,8.26,9.87,11.09,14.08,14.31,16.63,16.18,18.11
Dividend Per Share,1.000,1.120,1.200,1.320,1.480,1.840,2.000,2.160,3.240,3.400
Dividend Growth,13.64%,12.00%,7.14%,10.00%,12.12%,24.32%,8.70%,8.00%,50.00%,4.94%
Gross Margin,38.84%,37.25%,33.81%,33.68%,37.93%,36.19%,40.75%,46.19%,39.97%,25.46%
Operating Margin,27.04%,25.47%,21.46%,21.35%,25.53%,21.47%,26.94%,30.10%,27.75%,11.52%
Profit Margin,6.56%,7.79%,5.76%,4.71%,8.72%,5.05%,11.26%,13.03%,2.94%,-2.75%
Free Cash Flow Margin,11.69%,8.37%,9.29%,9.84%,10.19%,12.30%,11.30%,12.37%,9.43%,9.55%
Effective Tax Rate,32.86%,32.72%,33.85%,31.84%,21.87%,17.81%,18.72%,19.76%,44.63%,-
EBITDA,"4,131","4,924","3,945","3,431","5,367","3,471","6,937","7,953","4,304",-623
EBITDA Margin,11.97%,13.97%,11.06%,9.17%,13.62%,8.72%,16.70%,18.98%,8.51%,-1.21%
Depreciation & Amortization,368,366,371,382,483,511,647,686,"1,086",847
EBIT,"3,763","4,558","3,574","3,049","4,884","2,960","6,290","7,267","3,218","-1,470"
EBIT Margin,10.91%,12.93%,10.02%,8.15%,12.39%,7.43%,15.14%,17.34%,6.36%,-2.86%
