,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,675,657,495,436,617,499,338,311,763,736
Cash & Cash Equivalents,675,657,495,436,617,499,338,311,763,736
Cash Growth,-16.25%,-2.67%,-24.66%,-11.92%,41.51%,-19.12%,-32.26%,-7.99%,145.34%,-3.54%
Receivables,"12,858","13,955","14,062","14,342","14,707","15,719","15,683","13,678","18,388","18,784"
"Property, Plant & Equipment","1,024","1,031","1,024","1,065","1,072","1,045","1,145","1,057",939,987
Goodwill and Intangibles,"1,243","1,219","1,219","1,219","2,181","2,530","2,545","2,369","3,502","3,502"
Total Assets,"123,520","108,479","104,656","108,610","112,422","112,249","119,950","125,987","99,440","97,989"
Deferred Revenue,"10,932","11,655","12,202","12,583","13,473","14,510","15,343","15,946","19,844","22,299"
Total Liabilities,"102,040","86,175","84,631","88,037","89,871","90,937","93,952","95,770","74,313","80,626"
Total Debt,"6,201","5,140","5,124","6,347","6,350","6,451","6,631","7,825","7,976","7,964"
Debt Growth,2.38%,-17.11%,-0.31%,23.87%,0.05%,1.59%,2.79%,18.01%,1.93%,-0.15%
Common Stock,"-15,146","-16,099","-18,633","-19,689","-20,917","-22,839","-24,026","-25,854","-28,770","-31,090"
Retained Earnings,"35,580","37,842","39,413","40,678","43,162","44,033","48,074","52,767","53,294","50,970"
Comprehensive Income,"1,046",561,-755,-416,306,118,"1,950","3,304",655,"-2,392"
Shareholders' Equity,"21,480","22,304","20,025","20,573","22,551","21,312","25,998","30,217","25,179","17,488"
Net Cash / Debt,"-5,526","-4,483","-4,629","-5,911","-5,733","-5,952","-6,293","-7,514","-7,213","-7,228"
Net Cash Per Share,-11.75,-10.23,-11.38,-15.67,-15.59,-16.85,-18.87,-23.82,-24.12,-26.65
Book Value Per Share,46.25,51.70,49.92,55.19,62.30,61.28,79.21,96.97,85.41,64.48
