,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"2,263","2,746","2,055","1,761","3,438","2,012","4,678","5,461","1,485","-1,416"
Depreciation & Amortization,368,366,371,382,483,511,647,686,"1,086",847
Other Operating Activities,"1,594",20,"1,074","1,734",277,"2,504",-365,-771,"2,431","5,585"
Operating Cash Flow,"4,242","3,236","3,616","3,993","4,314","5,175","5,129","5,491","5,116","5,121"
Operating Cash Flow Growth,38.90%,-23.72%,11.74%,10.43%,8.04%,19.96%,-0.89%,7.06%,-6.83%,0.10%
Capital Expenditures,-207,-288,-303,-313,-299,-277,-433,-308,-345,-211
Acquisitions,-24,378,0,0,"-1,356",-558,-18,1,"-1,535",0
Change in Investments,"1,811","1,531","1,045","-2,213",445,-884,"-2,356","-3,134","2,390","-1,517"
Investing Cash Flow,"1,580","1,621",742,"-2,526","-1,210","-1,719","-2,807","-3,441",510,"-1,728"
Dividends Paid,-352,-477,-483,-486,-525,-614,-653,-668,-885,-926
Share Issuance / Repurchase,"-1,664","-2,035","-2,678","-1,173","-1,360","-2,230","-1,615","-1,674","-3,006","-2,438"
Debt Issued / Paid,-356,"-1,006",-20,"1,219",0,98,174,"1,189",-436,0
Other Financing Activities,"-3,581","-1,357","-1,339","-1,086","-1,038",-828,-389,-858,-913,-56
Financing Cash Flow,"-5,953","-4,875","-4,520","-1,526","-2,923","-3,574","-2,483","-2,011","-5,240","-3,420"
Net Cash Flow,-131,-18,-162,-59,181,-118,-161,39,386,-27
Free Cash Flow,"4,035","2,948","3,313","3,680","4,015","4,898","4,696","5,183","4,771","4,910"
Free Cash Flow Growth,45.72%,-26.94%,12.38%,11.08%,9.10%,21.99%,-4.12%,10.37%,-7.95%,2.91%
Free Cash Flow Margin,11.69%,8.37%,9.29%,9.84%,10.19%,12.30%,11.30%,12.37%,9.43%,9.55%
Free Cash Flow Per Share,8.69,6.83,8.26,9.87,11.09,14.08,14.31,16.63,16.18,18.11
