,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"24,807","29,465","24,048","27,294","37,573","28,461","36,429","33,426","33,727","35,962","42,386"
Market Cap Growth,27.86%,18.78%,-18.39%,13.50%,37.66%,-24.25%,27.99%,-8.24%,0.90%,6.63%,-
Enterprise Value,"30,333","33,948","28,677","33,205","43,306","34,413","42,722","40,940","40,940","43,190","49,472"
PE Ratio,10.96,10.73,11.70,15.50,10.93,14.15,7.79,6.12,22.71,-25.40,-13.97
PS Ratio,0.72,0.84,0.67,0.73,0.95,0.72,0.88,0.80,0.67,0.70,0.76
PB Ratio,1.16,1.32,1.20,1.33,1.67,1.34,1.40,1.11,1.34,2.06,2.90
P/FCF Ratio,6.15,9.99,7.26,7.42,9.36,5.81,7.76,6.45,7.07,7.32,10.77
P/OCF Ratio,5.85,9.11,6.65,6.84,8.71,5.50,7.10,6.09,6.59,7.02,10.67
EV/Sales Ratio,0.88,0.96,0.80,0.89,1.10,0.86,1.03,0.98,0.81,0.84,0.88
EV/EBITDA Ratio,7.34,6.89,7.27,9.68,8.07,9.91,6.16,5.15,9.51,-69.33,-24.86
EV/EBIT Ratio,8.06,7.45,8.02,10.89,8.87,11.63,6.79,5.63,12.72,-29.38,-16.49
EV/FCF Ratio,7.52,11.52,8.66,9.02,10.79,7.03,9.10,7.90,8.58,8.80,12.57
Debt / Equity Ratio,0.29,0.23,0.26,0.31,0.28,0.30,0.26,0.26,0.32,0.46,0.54
Debt / EBITDA Ratio,1.50,1.04,1.30,1.85,1.18,1.86,0.96,0.98,1.85,-12.78,-5.45
Debt / FCF Ratio,1.54,1.74,1.55,1.72,1.58,1.32,1.41,1.51,1.67,1.62,2.02
Asset Turnover,0.28,0.31,0.34,0.35,0.35,0.35,0.35,0.35,0.41,0.53,0.56
Interest Coverage,10.25,14.16,12.24,10.34,14.58,8.92,19.24,22.85,9.75,-4.39,-6.17
Return on Equity (ROE),10.90%,12.30%,9.80%,8.50%,15.70%,8.80%,18.70%,20.10%,5.60%,-7.20%,-12.80%
Return on Assets (ROA),1.80%,2.40%,1.90%,1.60%,3.10%,1.80%,3.90%,4.50%,1.20%,-1.50%,-2.10%
Return on Capital (ROIC),22.63%,22.00%,20.13%,20.21%,27.19%,25.31%,27.88%,26.61%,23.44%,23.27%,21.68%
Earnings Yield,9.12%,9.32%,8.55%,6.45%,9.15%,7.07%,12.84%,16.34%,4.40%,-3.94%,-4.92%
FCF Yield,16.27%,10.01%,13.78%,13.48%,10.69%,17.21%,12.89%,15.51%,14.15%,13.65%,9.29%
Dividend Yield,1.80%,1.60%,1.90%,1.80%,1.40%,2.20%,1.80%,2.00%,2.80%,2.50%,2.20%
Payout Ratio,20.50%,17.60%,23.40%,28.00%,15.60%,31.80%,14.00%,12.30%,64.30%,-65.10%,-44.30%
Buyback Yield / Dilution,4.60%,6.83%,7.17%,7.25%,2.52%,3.97%,5.58%,5.40%,5.20%,9.33%,2.57%
Total Shareholder Return,6.40%,8.43%,9.07%,9.05%,3.92%,6.17%,7.38%,7.40%,8.00%,11.83%,4.77%
