,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,374,380,307,344,373,494,721,761,799,650
Cash & Cash Equivalents,374,380,307,344,373,494,721,761,799,650
Cash Growth,27.21%,1.60%,-19.21%,12.05%,8.43%,32.44%,45.95%,5.55%,4.99%,-18.65%
Receivables,"19,920","19,721","19,618","20,228","20,661","20,743","20,421","20,427","20,564","21,674"
Goodwill and Intangibles,"3,915","3,852","3,848","4,293","4,282","4,291","4,293","4,314","4,239","4,253"
Total Assets,"103,078","100,184","100,245","103,483","104,233","110,122","116,764","120,466","115,717","125,978"
Accounts Payable,"4,698","4,670","4,882","5,049","5,074","4,982","4,617","4,295","4,015","3,787"
Total Liabilities,"78,242","76,586","77,024","79,752","81,339","84,179","87,563","91,579","94,157","101,057"
Total Debt,"6,349","6,344","6,437","6,571","6,564","6,558","6,550","7,290","7,292","8,031"
Debt Growth,0.05%,-0.08%,1.47%,2.08%,-0.11%,-0.09%,-0.12%,11.30%,0.03%,10.13%
Common Stock,"-3,295","-6,190","-8,220","-9,388","-10,451","-11,674","-12,072","-13,861","-15,511","-16,199"
Retained Earnings,"27,251","29,945","32,196","33,462","35,204","36,977","38,771","41,555","43,516","45,591"
Comprehensive Income,880,-157,-755,-343,"-1,859",640,"2,502","1,193","-6,445","-4,471"
Shareholders' Equity,"24,836","23,598","23,221","23,731","22,894","25,943","29,201","28,887","21,560","24,921"
Net Cash / Debt,"-5,975","-5,964","-6,130","-6,227","-6,191","-6,064","-5,829","-6,529","-6,493","-7,381"
Net Cash Per Share,-17.45,-19.00,-21.07,-22.35,-22.95,-23.12,-22.89,-26.03,-27.09,-31.79
Book Value Per Share,73.31,75.98,80.60,85.98,85.62,99.78,115.19,116.25,90.97,108.49
