,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"27,174","26,815","27,625","28,902","30,282","31,581","31,981","34,816","36,884","41,364"
Revenue Growth (YoY),3.75%,-1.32%,3.02%,4.62%,4.77%,4.29%,1.27%,8.86%,5.94%,12.15%
Cost of Revenue,"13,870","13,723","15,070","17,467","18,291","19,133","19,123","20,298","22,854","26,215"
Gross Profit,"13,304","13,092","12,555","11,435","11,991","12,448","12,858","14,518","14,030","15,149"
"Selling, General & Admin","3,964","4,094","4,154","4,170","4,297","4,365","4,509","4,677","4,810","5,176"
Other Operating Expenses,"3,882","3,885","3,985","4,166","4,381","4,601","4,773","5,043","5,515","6,226"
Operating Expenses,"7,846","7,979","8,139","8,336","8,678","8,966","9,282","9,720","10,325","11,402"
Operating Income,"5,458","5,113","4,416","3,099","3,313","3,482","3,576","4,798","3,705","3,747"
Interest Expense / Income,369,373,363,369,352,344,339,340,351,376
Pretax Income,"5,089","4,740","4,053","2,730","2,961","3,138","3,237","4,458","3,354","3,371"
Income Tax,"1,397","1,301","1,039",674,438,516,540,796,512,380
Net Income,"3,692","3,439","3,014","2,056","2,523","2,622","2,697","3,662","2,842","2,991"
Net Income Growth,0.52%,-6.85%,-12.36%,-31.79%,22.71%,3.92%,2.86%,35.78%,-22.39%,5.24%
Shares Outstanding (Basic),339,311,288,276,267,260,254,249,237,230
Shares Outstanding (Diluted),343,314,291,279,270,262,255,251,240,232
Shares Change,-8.50%,-8.35%,-7.30%,-4.26%,-3.16%,-2.78%,-2.94%,-1.49%,-4.43%,-3.13%
EPS (Basic),10.82,10.99,10.39,7.39,9.37,10.01,10.56,14.63,11.91,12.93
EPS (Diluted),10.70,10.88,10.28,7.33,9.28,9.92,10.52,14.49,11.77,12.79
EPS Growth,9.86%,1.68%,-5.51%,-28.70%,26.60%,6.90%,6.05%,37.74%,-18.77%,8.67%
Free Cash Flow,"3,693","3,434","4,469","4,148","4,380","5,205","6,519","7,274","6,465","7,711"
Free Cash Flow Per Share,10.90,11.06,15.51,15.03,16.38,20.02,25.72,29.27,27.28,33.57
Dividend Per Share,2.150,2.380,2.620,2.830,3.030,3.230,3.370,3.490,3.670,3.930
Dividend Growth,9.69%,10.70%,10.08%,8.02%,7.07%,6.60%,4.33%,3.56%,5.16%,7.08%
Gross Margin,48.96%,48.82%,45.45%,39.56%,39.60%,39.42%,40.21%,41.70%,38.04%,36.62%
Operating Margin,20.09%,19.07%,15.99%,10.72%,10.94%,11.03%,11.18%,13.78%,10.05%,9.06%
Profit Margin,13.59%,12.82%,10.91%,7.11%,8.33%,8.30%,8.43%,10.52%,7.71%,7.23%
Free Cash Flow Margin,13.59%,12.81%,16.18%,14.35%,14.46%,16.48%,20.38%,20.89%,17.53%,18.64%
Effective Tax Rate,27.45%,27.45%,25.64%,24.69%,14.79%,16.44%,16.68%,17.86%,15.27%,11.27%
EBITDA,"5,458","5,113","4,416","3,099","3,313","3,482","3,576","4,798","3,705","3,747"
EBITDA Margin,20.09%,19.07%,15.99%,10.72%,10.94%,11.03%,11.18%,13.78%,10.05%,9.06%
EBIT,"5,458","5,113","4,416","3,099","3,313","3,482","3,576","4,798","3,705","3,747"
EBIT Margin,20.09%,19.07%,15.99%,10.72%,10.94%,11.03%,11.18%,13.78%,10.05%,9.06%
