,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"7,348","8,051","8,701","8,770","7,050","5,919","5,582","5,082","4,198","3,835","3,833","4,021","4,279","4,957","5,444","5,940","5,740","6,147","6,172","5,936","5,737","5,930","5,550","5,191","5,037","3,196","2,975","3,237","3,451","3,707","3,860","4,277","4,284","5,074","5,357","5,582","5,677","5,798","5,804","5,739"
Revenue Growth (YoY),5.36%,10.03%,16.45%,14.81%,-4.06%,-26.48%,-35.85%,-42.05%,-40.45%,-35.21%,-31.33%,-20.88%,1.93%,29.26%,42.03%,47.72%,34.14%,24.01%,13.37%,-0.07%,-0.05%,-3.53%,-10.08%,-12.55%,-12.20%,-46.10%,-46.40%,-37.64%,-31.49%,15.99%,29.75%,32.13%,24.14%,36.88%,38.78%,30.51%,32.52%,14.27%,8.34%,2.81%
Cost of Revenue,"6,303","6,768","6,993","7,270","6,285","5,233","5,039","4,556","3,925","3,732","3,662","3,698","4,021","4,474","4,747","5,101","5,063","5,293","5,384","5,269","5,252","5,324","4,961","4,586","4,481","2,917","2,659","2,843","3,033","3,222","3,356","3,668","3,699","4,289","4,452","4,544","4,646","4,720","4,686","4,606"
Gross Profit,"1,045","1,283","1,708","1,500",765,686,543,526,273,103,171,323,258,483,697,839,677,854,788,667,485,606,589,605,556,279,316,394,418,485,504,609,585,785,905,"1,038","1,031","1,078","1,118","1,133"
"Selling, General & Admin",75,89,74,55,66,43,37,53,48,41,43,94,55,75,55,71,58,65,72,59,59,56,53,59,54,43,41,44,48,51,46,59,52,67,59,62,54,54,58,60
Other Operating Expenses,0,0,0,146,"1,247",389,463,387,"3,304","3,942",0,168,0,262,0,385,265,0,0,0,61,247,0,"2,198","1,073","2,147",133,446,0,0,12,0,22,344,0,0,0,13,23,15
Operating Expenses,75,89,74,201,"1,313",432,500,440,"3,352","3,983",43,262,55,337,55,456,323,65,72,59,120,303,53,"2,257","1,127","2,190",174,490,48,51,58,59,74,411,59,62,54,67,81,75
Operating Income,970,"1,194","1,634","1,299",-548,254,43,86,"-3,079","-3,880",128,61,203,146,642,383,354,789,716,608,365,303,536,"-1,652",-571,"-1,911",142,-96,370,434,446,550,511,374,846,976,977,"1,011","1,037","1,058"
Interest Expense / Income,93,94,96,100,106,106,99,136,165,196,141,137,242,121,115,115,140,137,140,137,143,144,141,141,134,124,122,125,125,120,116,159,107,101,93,162,79,92,93,131
Other Expense / Income,26,27,-76,-38,230,23,35,45,43,34,40,95,18,26,27,42,26,16,41,17,30,10,24,43,193,43,19,27,23,22,18,-24,73,50,53,-19,73,142,36,98
