,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31,Current
Market Capitalization,"16,324","16,976","15,911","16,148","13,545","12,131","14,144","12,086","13,269","11,526","12,718","13,757","14,204","14,179","13,804","14,635","16,986","18,868","21,117","18,812","23,011","27,475","28,176","27,609","23,040","23,602","26,147","28,829","31,838","37,500","39,674","45,889","40,057","35,146","37,377","43,090","47,855","49,188","45,469","51,963","53,191"
Market Cap Growth,-7.63%,8.25%,0.16%,-7.53%,-17.02%,-28.54%,-11.11%,-25.16%,-2.04%,-4.99%,-10.08%,13.83%,7.05%,23.02%,8.54%,6.38%,19.58%,33.07%,52.98%,28.54%,35.47%,45.62%,33.43%,46.76%,0.13%,-14.10%,-7.20%,4.42%,38.19%,58.89%,51.73%,59.18%,25.82%,-6.28%,-5.79%,-6.10%,19.47%,39.95%,21.65%,20.59%,-
Enterprise Value,"15,649","16,550","16,471","15,594","13,588","12,416","16,334","14,455","16,356","15,014","16,080","17,123","17,833","17,841","17,557","17,838","21,924","23,572","25,698","22,875","27,982","32,358","33,264","32,234","27,751","28,274","30,915","33,152","36,049","41,614","44,035","50,021","45,192","40,750","42,870","48,198","53,246","54,884","50,944","56,683","57,911"
PE Ratio,15.79,10.61,11.05,12.43,10.87,21.51,26.59,19.81,23.99,22.25,21.38,24.57,22.95,22.05,20.82,-94.42,-147.70,-285.87,-681.21,19.47,23.01,26.75,26.91,31.81,25.21,28.03,33.52,30.38,31.97,32.50,31.59,36.86,31.59,29.22,31.81,31.61,34.83,32.42,26.72,30.41,32.27
PS Ratio,2.69,2.85,2.71,2.75,2.31,2.07,2.42,2.12,2.34,2.01,2.18,2.28,2.32,2.29,2.19,2.29,2.59,2.76,3.00,2.56,3.06,3.60,3.63,3.50,2.92,3.09,3.48,3.89,4.23,4.76,4.88,5.62,4.83,4.16,4.28,4.73,5.10,5.10,4.62,5.21,5.33
PB Ratio,4.39,4.10,4.96,5.90,6.49,6.68,-46.07,-114.02,-90.26,-16.73,-19.30,-14.27,-13.53,-14.35,-16.63,-8.40,-10.93,-12.52,-14.97,-14.55,-20.77,-28.32,-25.59,-39.44,-24.30,-28.44,-34.59,-51.66,-64.19,-104.75,-150.85,-1147.24,-126.76,-79.34,-91.61,371.47,204.51,145.96,125.61,71.77,73.47
P/FCF Ratio,17.24,16.74,22.38,-23.40,-22.76,-19.41,-74.44,14.24,19.31,13.89,14.45,14.23,13.16,14.86,16.49,13.08,33.70,24.57,24.13,21.43,14.35,19.51,17.81,17.45,13.45,14.05,16.79,19.85,21.90,22.99,24.75,28.68,29.03,35.18,37.30,27.50,34.01,32.88,24.89,29.01,29.70
P/OCF Ratio,15.99,15.28,19.43,-29.79,-31.35,-26.66,-1087.97,11.84,15.11,11.31,11.93,11.81,10.98,12.06,12.57,10.87,24.13,19.74,20.62,17.50,12.60,16.63,15.31,15.14,12.26,12.84,15.34,17.87,19.01,20.23,21.59,24.98,24.74,28.32,29.83,23.64,28.78,28.17,21.94,25.42,26.02
Debt / Equity Ratio,0.66,0.59,1.06,1.24,1.63,1.87,-14.30,-41.03,-34.20,-7.30,-7.66,-4.56,-4.25,-4.52,-5.39,-2.57,-3.73,-3.75,-3.85,-4.11,-5.30,-6.03,-5.66,-8.04,-6.73,-7.24,-7.64,-9.99,-11.15,-16.86,-22.87,-150.15,-19.03,-14.27,-15.48,55.46,27.41,19.01,17.64,8.87,8.87
Quick Ratio,1.61,1.39,1.33,2.38,2.24,2.16,1.69,1.52,1.52,1.29,1.32,0.91,0.80,0.84,0.82,0.95,0.66,0.72,0.66,0.82,0.69,0.75,0.67,0.70,0.72,0.71,0.65,0.76,0.78,0.97,0.83,0.80,0.52,0.53,0.58,0.62,0.60,0.59,0.49,0.60,0.60
