,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31
Net Income,127,824,147,201,74,142,115,279,17,107,192,243,77,131,212,-575,117,180,247,422,151,207,267,243,197,135,205,412,244,293,307,401,267,228,279,589,278,371,464,596
Depreciation & Amortization,40,46,45,42,41,40,32,37,62,82,76,75,80,86,88,89,82,96,89,93,95,96,99,104,99,98,103,109,110,110,105,113,111,112,108,109,98,87,86,85
Share-Based Compensation,28,26,20,20,21,19,18,20,17,18,17,16,17,16,16,17,17,17,19,20,27,30,30,31,38,31,31,29,29,31,34,35,37,44,45,46,55,53,52,52
Other Operating Activities,-149,-723,-353,-883,20,-51,136,78,-83,84,63,179,-32,-60,-46,"1,230",-716,132,-17,277,-22,-82,130,417,-26,-55,53,154,-13,-46,-70,154,-263,-374,-44,529,-439,-418,112,512
Operating Cash Flow,46,173,-141,-620,156,150,301,414,13,291,348,513,142,173,270,761,-500,425,338,812,251,251,526,795,308,209,392,704,370,388,376,703,152,10,388,"1,273",-8,93,714,"1,245"
Operating Cash Flow Growth,-,108.43%,-,-,239.13%,-13.29%,-,-,-91.67%,94.00%,15.61%,23.91%,992.31%,-40.55%,-22.41%,48.34%,-,145.66%,25.19%,6.70%,-,-40.94%,55.62%,-2.09%,22.71%,-16.73%,-25.48%,-11.45%,20.13%,85.65%,-4.08%,-0.14%,-58.92%,-97.42%,3.19%,81.08%,-,830.00%,84.02%,-2.20%
Capital Expenditures,-17,-41,-42,-48,-32,-48,-49,-43,-51,-46,-46,-55,-68,-53,-85,-21,-41,-41,-46,-69,-66,-63,-60,-52,8,-54,-49,-66,-52,-56,-61,-68,-54,-59,-70,-73,-54,-53,-65,-81
Acquisitions,-4,-7,-10,-26,-74,-19,-57,-436,"-1,053",-67,-95,-259,-106,-34,-243,-21,"-1,125",-28,-5,-6,-368,-3,-252,-86,-36,-66,-180,-5,-2,-7,-351,-161,-512,-59,-19,-587,-4,-6,-2,-168
Change in Investments,11,10,2,"3,380",88,23,39,80,481,72,84,33,53,19,102,9,77,2,11,5,2,8,0,6,2,5,1,3,2,1,1,12,9,2,27,8,5,1,6,7
Other Investing Activities,-8,19,-6,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
