,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,-2.5,-6.14,-29.11,-10.85,-5.4,-11.83,-15.43,-18.93,-27.33,-12.48,-4.2,-3.08,-9.12,-9.98,-7.77,-2.23,-6.83,-6.57,-1.69,1.66,9.9,4.4,1.4,0.8,5,-2.1,14.4,11.6,-17.1,0,-25,12.6,29.2,27.8,-35,-5.2,17,23.8,27.3,51.9
Depreciation & Amortization,2.95,3.07,3.03,3.07,3.06,3.43,3.68,4.29,4.43,3.42,3.42,3.63,3.36,3.32,3.38,3.83,3.37,3.52,3.61,4.12,4.35,5.1,5.9,7.8,9.1,8.9,9.9,10.9,25.7,12.8,15.2,14.5,14.9,15.3,15.8,15.9,16.2,17.2,18.1,18.7
Share-Based Compensation,2.88,4.36,4.22,9.67,4.27,5.31,4.33,4.22,5.33,5.27,5.51,6.07,6.77,7.12,7.53,8.9,8.35,8.18,6.94,16.09,6.3,5.8,8.3,6.6,8,7.9,5.8,6.6,15.6,8.6,9,8.2,8.6,9.5,11.2,9,11.2,12.1,13.1,10.5
Other Operating Activities,-6.85,-2.3,22.37,2.93,2.68,-0.39,8.21,19.16,-1.03,-6.73,-1.06,-3.94,19.06,-22.31,14.82,12.78,17.01,-9.4,-14.98,-6.02,9.9,-8.8,-1.7,15.9,24.8,-18.3,-3.7,15.1,-7.2,-56.5,19.1,-61.1,-78.2,-66.3,33.3,37,6.3,-52.6,-14.5,-25.1
Operating Cash Flow,-3.52,-1.02,0.51,4.82,4.61,-3.49,0.79,8.75,-18.6,-10.52,3.68,2.68,20.07,-21.84,17.96,23.28,21.89,-4.27,-6.13,15.86,30.44,6.5,13.9,31.1,46.9,-3.6,26.4,44.2,17,-35.1,18.3,-25.8,-25.5,-13.7,25.3,56.7,50.7,0.5,44,56
Operating Cash Flow Growth,-,-,-88.38%,30.54%,-,-,54.53%,81.38%,-,-,368.92%,-69.39%,-,-,388.02%,769.56%,9.08%,-,-,-31.89%,39.04%,-,-,96.15%,54.07%,-,89.93%,42.12%,-63.75%,-,-30.68%,-,-,-,38.25%,-,-,-,73.91%,-1.23%
Capital Expenditures,-2.79,-2.16,-3.59,-3.11,-2.63,-4.35,-0.26,-2.53,-3.48,-3.16,-2.75,-13.3,-2.91,-25.68,-13.39,-8.75,-25.99,-35.37,-52.36,-37.13,-32.55,-44.4,-47.5,-22.7,-49.1,-26.9,-24.8,-26.5,-88.3,-32.9,-19.9,-27.3,-42.6,-15.9,-19.1,-33.9,-77.3,-12,-18.1,-22.4
Acquisitions,0,0,0,0,0,0,0,-4.72,0,4.61,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,-3,0,0
Change in Investments,0,0,0,0,0,0,0,0,0,0,-35.6,-31.74,-94.27,-16.61,-8.59,11.53,-119.93,-20.61,-6.55,11.01,-5.94,52.9,12.2,36.3,-4.1,40.8,92,29.3,18.4,10.7,11.8,17,0.5,-5,-2.8,0,0,-2,-5,-0.2
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.4,-,-2.21,-0.5,-2.3,-0.9,-4.1,-1.4,-0.8,-0.5,-,-0.1,0.6,-0.5,-3.3,-1.9,5.7,-,-,-,-11.1,-25.1,-,-
