,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"2,023","2,611","2,198","2,059","2,583","1,883","1,759","1,474","2,152","1,891","1,729","2,345","2,164","2,484","2,972","3,198","4,015","5,061","5,034","6,251","4,686","5,637","7,124","9,941","10,584","10,415","12,255","15,532","16,853","17,242","18,192","19,576","18,350","18,439","15,112","15,921","20,445","22,181","20,096","11,136","13,338"
Market Cap Growth,97.97%,90.13%,30.98%,4.42%,27.66%,-27.90%,-20.00%,-28.41%,-16.67%,0.43%,-1.72%,59.04%,0.53%,31.39%,71.92%,36.40%,85.55%,103.74%,69.41%,95.46%,16.71%,11.37%,41.51%,59.03%,125.86%,84.77%,72.02%,56.25%,59.23%,65.54%,48.45%,26.03%,8.88%,6.94%,-16.93%,-18.67%,11.42%,20.30%,32.98%,-30.06%,-
Enterprise Value,"1,995","2,589","2,224","2,087","2,602","1,917","1,794","1,510","2,207","1,957","1,795","2,392","2,198","2,567","3,054","3,267","4,141","5,279","5,312","6,545","4,989","5,920","7,422","10,321","11,096","10,993","12,321","15,557","16,965","17,459","18,576","20,005","18,832","19,145","15,815","16,606","21,172","22,957","20,834","11,871","14,073"
PE Ratio,-44.99,-64.54,-37.23,-42.37,-50.16,-32.92,-40.42,-28.57,-29.28,-25.49,-27.47,-49.79,-74.93,-94.19,-99.24,-109.93,-149.81,-216.37,-290.74,-465.43,1420.00,395.04,410.37,602.42,912.40,2042.20,677.06,537.45,2478.40,1937.27,-596.46,-663.59,1092.27,413.43,436.76,947.69,4444.57,36968.66,319.49,92.80,111.05
PS Ratio,8.19,10.09,8.12,7.23,11.17,8.95,8.85,7.55,8.16,6.37,5.34,6.75,5.90,6.41,7.25,7.32,8.66,10.42,10.07,11.81,8.31,9.40,10.92,14.33,14.34,13.41,14.84,17.90,18.64,17.98,18.27,18.87,16.70,16.15,12.83,12.81,15.66,16.21,13.72,7.15,8.57
PB Ratio,16.24,21.32,28.23,25.63,30.81,23.32,25.03,26.74,63.21,71.63,62.98,36.02,34.27,39.07,45.91,43.07,25.33,29.67,28.10,31.58,22.09,25.21,28.52,66.02,139.45,176.53,21.76,26.11,27.92,29.46,39.63,39.32,32.99,41.28,35.78,37.20,42.92,44.12,36.28,18.33,21.96
P/FCF Ratio,-511.09,-536.81,-205.64,-189.83,-1006.67,-260.52,-486.37,1654.49,-92.94,-65.19,-60.44,-51.60,-348.78,-62.04,-81.64,-284.36,-123.54,-205.53,-57.41,-50.62,-38.57,-47.07,-75.09,-152.45,-162.08,-179.88,-539.86,-1159.12,-204.28,-143.68,-147.66,-100.91,-96.17,-120.99,-104.51,-231.75,-751.65,-2437.49,1895.86,520.36,623.26
P/OCF Ratio,604.36,739.46,-6601.49,2590.24,289.59,291.91,261.48,138.42,-171.48,-96.55,-103.60,-103.04,135.99,540.86,157.43,81.01,97.21,85.98,144.77,228.52,130.53,120.79,106.82,121.32,107.56,117.95,121.58,136.37,200.63,328.41,409.73,-764.69,-269.46,-394.84,-380.65,371.99,171.81,166.53,132.30,73.65,88.21
Debt / Equity Ratio,0.98,1.01,2.59,2.17,2.02,2.24,2.57,3.28,5.21,6.75,6.49,5.07,5.27,5.30,5.27,4.65,3.57,3.34,3.22,2.95,2.79,2.68,2.43,6.55,11.70,15.24,1.62,1.55,1.75,1.82,2.74,2.58,2.29,3.17,3.34,3.29,2.94,2.78,2.52,2.34,2.34
Quick Ratio,4.31,4.23,3.05,4.05,4.31,3.84,3.36,2.98,2.54,3.06,2.72,5.92,5.88,7.48,6.17,4.31,5.74,4.95,4.78,3.80,3.16,3.46,3.67,6.03,2.82,3.08,6.86,5.61,5.02,5.11,4.56,4.25,4.16,4.18,3.28,2.76,2.41,2.19,2.14,2.12,2.12
Current Ratio,4.68,4.64,3.26,4.33,4.70,4.34,3.87,3.27,2.93,3.45,3.29,6.67,6.64,8.56,7.06,4.88,6.24,5.48,5.54,4.58,3.99,4.36,4.72,7.01,3.75,4.15,8.08,6.62,6.01,6.43,5.87,5.72,5.81,5.98,4.69,3.98,3.60,3.47,3.35,3.26,3.26
Interest Coverage,0.07,-0.45,-0.22,-0.36,-,-2.75,-3.83,-5.00,-7.60,-3.24,-0.38,0.44,-0.85,-1.16,-0.78,0.49,0.15,0,0.82,1.27,-,1.98,1.33,1.14,1.72,0.74,2.57,2.18,-0.48,1.02,-0.73,1.93,3.21,4.29,-3.35,0.38,9.26,9.48,12.88,6.16,8.02
Return on Capital (ROIC),Upgrade,-11.83%,-10.08%,-8.69%,-3.86%,-3.50%,-5.46%,-9.18%,-14.80%,-23.04%,-24.04%,-17.72%,-4.86%,-2.70%,-2.08%,-2.56%,-2.57%,-1.02%,-,0.57%,0.79%,1.84%,3.90%,3.89%,3.48%,3.95%,4.05%,3.80%,4.23%,2.62%,-,1.53%,1.57%,2.37%,7.17%,4.40%,3.03%,1.60%,1.10%,3.97%,6.29%
Buyback Yield / Dilution,-13.40%,-3.84%,-2.96%,-2.50%,-2.72%,-2.56%,-2.49%,-1.93%,-1.36%,-0.94%,-0.68%,-0.78%,-0.88%,-1.16%,-1.37%,-1.32%,-1.39%,-1.37%,-1.48%,-5.24%,-16.23%,-4.56%,-4.51%,-1.94%,5.41%,-2.84%,-6.66%,-7.21%,-4.62%,-5.13%,-1.70%,-4.18%,-8.39%,-5.66%,-3.99%,0.29%,1.37%,-0.34%,-1.13%,-6.06%,-6.06%
Total Shareholder Return,-13.40%,-3.84%,-2.96%,-2.50%,-2.72%,-2.56%,-2.49%,-1.93%,-1.36%,-0.94%,-0.68%,-0.78%,-0.88%,-1.16%,-1.37%,-1.32%,-1.39%,-1.37%,-1.48%,-5.24%,-16.23%,-4.56%,-4.51%,-1.94%,5.41%,-2.84%,-6.66%,-7.21%,-4.62%,-5.13%,-1.70%,-4.18%,-8.39%,-5.66%,-3.99%,0.29%,1.37%,-0.34%,-1.13%,-6.06%,-6.06%
