,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"40,454","43,582","47,700","57,257","64,049","97,283","139,072","208,435","170,616","170,382","184,800"
Market Cap Growth,12.01%,7.73%,9.45%,20.04%,11.86%,51.89%,42.96%,49.88%,-18.14%,-0.14%,-
Enterprise Value,"40,922","55,662","59,005","67,149","73,001","99,100","154,241","228,025","184,298",-,"197,338"
PE Ratio,15.57,12.98,18.68,22.98,24.16,32.34,38.14,32.40,23.67,35.92,39.12
PS Ratio,2.03,2.12,2.83,3.12,3.22,5.43,6.24,7.08,5.42,12.14,7.40
PB Ratio,1.73,1.84,2.07,2.17,2.27,3.21,3.50,4.61,3.41,0,3.46
P/FCF Ratio,12.28,13.25,16.27,19.70,18.63,29.34,25.67,29.51,23.16,33.36,32.30
P/OCF Ratio,10.76,11.46,13.54,16.46,15.92,24.62,22.40,24.94,20.03,26.25,25.90
EV/Sales Ratio,2.05,2.71,3.50,3.66,3.67,5.53,6.92,7.74,5.86,-,7.90
EV/EBITDA Ratio,9.01,12.27,14.38,15.47,15.34,21.50,25.22,22.58,17.18,-,27.15
EV/EBIT Ratio,11.35,15.96,19.84,21.65,21.16,28.97,35.53,28.75,21.67,-,35.26
EV/FCF Ratio,12.43,16.92,20.12,23.10,21.23,29.88,28.47,32.28,25.02,-,34.49
Debt / Equity Ratio,0.15,0.54,0.53,0.40,0.35,0.72,0.53,0.49,0.39,0,0.34
Debt / EBITDA Ratio,0.77,0.77,3.14,2.83,2.21,2.11,3.55,2.10,2.07,3.78,2.53
Debt / FCF Ratio,1.06,1.06,4.39,4.22,3.06,2.94,4.01,3.00,3.01,3.85,3.22
Quick Ratio,1.23,0.77,0.60,0.87,0.88,4.68,1.36,0.89,1.30,0,1.18
Current Ratio,1.75,1.27,0.97,1.43,1.47,5.19,1.86,1.43,1.89,0,1.68
Asset Turnover,0.54,0.43,0.37,0.39,0.42,0.29,0.29,0.35,0.37,0,0.29
Interest Coverage,27.96,21.31,14.92,18.57,21.63,30.10,15.39,31.37,41.18,-18.19,-15.73
Return on Equity (ROE),11.61%,14.36%,10.78%,10.83%,10.06%,10.66%,12.04%,16.18%,15.96%,9.47%,8.91%
Return on Assets (ROA),7.49%,9.08%,5.30%,5.50%,5.68%,6.29%,5.87%,8.45%,8.67%,5.62%,5.64%
Return on Capital (ROIC),9.89%,10.10%,6.20%,7.20%,7.43%,6.34%,6.60%,10.23%,11.22%,7.01%,6.22%
Earnings Yield,6.42%,7.70%,5.35%,4.35%,4.14%,3.09%,2.62%,3.09%,4.23%,2.78%,2.58%
FCF Yield,8.14%,7.55%,6.15%,5.08%,5.37%,3.41%,3.90%,3.39%,4.32%,3.00%,3.10%
Dividend Yield,0.56%,0.81%,0.84%,0.66%,0.68%,0.77%,0.44%,0.36%,0.48%,0.48%,0.38%
Payout Ratio,8.76%,10.55%,15.66%,15.18%,16.33%,24.96%,16.87%,11.53%,11.35%,17.31%,15.02%
Buyback Yield / Dilution,-0.72%,1.06%,1.23%,-0.90%,-0.58%,-2.15%,0.94%,-2.52%,-0.04%,-0.81%,-0.05%
Total Shareholder Return,-0.15%,1.87%,2.07%,-0.24%,0.10%,-1.38%,1.38%,-2.16%,0.44%,-0.33%,0.33%
