,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"7,913","7,407","8,581","11,761","12,693","14,426","17,018","20,556","13,491","15,439","18,483"
Market Cap Growth,25.12%,-6.40%,15.85%,37.06%,7.93%,13.65%,17.97%,20.79%,-34.37%,14.44%,-
Enterprise Value,"9,271","8,740","9,813","12,844","14,638","16,163","18,966","21,941","16,116","17,888","20,932"
PE Ratio,29.33,36.40,31.33,31.54,90.73,30.91,71.39,6.98,34.97,52.48,62.95
PS Ratio,4.61,4.12,4.36,5.50,5.01,5.44,7.00,7.03,4.08,4.30,5.14
PB Ratio,3.08,2.78,3.18,3.70,3.84,3.98,4.45,2.96,1.88,2.05,2.45
P/FCF Ratio,36.51,50.08,24.04,25.22,26.71,34.26,96.58,39.21,29.95,71.81,85.97
P/OCF Ratio,17.40,18.95,16.84,19.81,18.98,20.23,34.97,27.83,19.48,25.41,30.43
EV/Sales Ratio,5.40,4.86,4.99,6.00,5.78,6.09,7.80,7.51,4.87,4.98,5.83
EV/EBITDA Ratio,21.03,20.64,18.90,20.86,21.22,19.56,30.45,25.64,17.69,19.32,22.61
EV/EBIT Ratio,30.64,37.67,30.59,30.05,35.31,29.64,62.53,42.64,30.26,34.52,40.39
EV/FCF Ratio,42.77,59.09,27.49,27.54,30.80,38.38,107.64,41.86,35.78,83.20,97.36
Debt / Equity Ratio,0.54,0.51,0.49,0.37,0.61,0.50,0.54,0.21,0.39,0.34,0.34
Debt / EBITDA Ratio,3.14,3.19,2.57,1.90,2.93,2.21,3.31,1.73,3.03,2.77,2.77
Debt / FCF Ratio,6.38,9.12,3.74,2.51,4.26,4.34,11.71,2.83,6.14,11.95,11.95
Quick Ratio,0.68,0.53,0.72,1.02,0.84,0.47,0.55,0.83,0.54,0.75,0.75
Current Ratio,1.79,1.48,1.73,2.41,2.03,1.05,1.27,2.00,1.20,1.76,1.76
Asset Turnover,0.49,0.41,0.44,0.45,0.40,0.43,0.37,0.32,0.28,0.31,0.31
Interest Coverage,37.98,12.82,12.24,12.80,5.01,8.02,8.24,22.28,9.29,4.92,4.92
Return on Equity (ROE),10.60%,7.80%,10.20%,12.40%,4.30%,13.10%,6.40%,45.50%,5.50%,4.00%,4.00%
Return on Assets (ROA),7.60%,4.60%,6.10%,7.80%,2.20%,7.50%,3.60%,31.70%,3.30%,2.50%,2.50%
Return on Capital (ROIC),7.10%,5.61%,7.48%,9.34%,3.19%,9.80%,4.74%,35.98%,4.15%,3.75%,3.75%
Earnings Yield,3.41%,2.75%,3.19%,3.17%,1.10%,3.24%,1.40%,14.33%,2.86%,1.91%,1.59%
FCF Yield,2.74%,2.00%,4.16%,3.97%,3.74%,2.92%,1.04%,2.55%,3.34%,1.39%,1.16%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%
Payout Ratio,1.10%,1.40%,1.10%,0.80%,2.10%,0.60%,1.20%,0.10%,0.80%,1.00%,1.02%
Buyback Yield / Dilution,1.46%,-0.49%,0.41%,-1.22%,-0.20%,-0.60%,0.80%,-0.40%,0.20%,-0.20%,-0.20%
Total Shareholder Return,1.46%,-0.49%,0.41%,-1.22%,-0.20%,-0.60%,0.80%,-0.40%,0.20%,-0.20%,-0.19%
