,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"13,727","13,955","9,603","7,338","9,933","10,120","10,512","8,319","15,218","17,321","14,845"
Market Cap Growth,5.74%,1.66%,-31.19%,-23.58%,35.37%,1.89%,3.87%,-20.87%,82.93%,13.82%,-
Enterprise Value,"15,114","16,550","14,909","11,952","13,790","14,136","14,465","11,859","17,306","18,223","16,045"
PE Ratio,9.37,10.04,13.72,-26.49,27.75,34.90,21.32,19.26,12.08,5.18,9.91
PS Ratio,2.89,3.24,2.61,1.78,2.24,2.20,2.55,1.27,1.36,2.61,2.24
PB Ratio,2.70,3.31,2.38,2.19,2.78,3.42,3.63,2.85,4.75,3.43,1.77
P/FCF Ratio,-34.33,-11.03,-6.02,6.34,9.24,9.19,11.40,3.54,4.49,7.67,6.57
P/OCF Ratio,9.74,11.59,15.56,4.50,6.64,6.72,8.54,2.90,3.95,6.28,5.38
EV/Sales Ratio,3.19,3.84,4.05,2.89,3.11,3.08,3.51,1.81,1.55,2.75,2.42
EV/EBITDA Ratio,7.48,9.58,14.94,10.61,8.23,7.42,9.43,3.76,2.64,-2277.89,6.16
EV/EBIT Ratio,9.29,13.26,46.59,49.19,17.50,13.72,22.53,5.23,3.03,-20.78,9.24
EV/FCF Ratio,-37.79,-13.08,-9.35,10.32,12.83,12.84,15.69,5.05,5.10,8.07,7.11
Debt / Equity Ratio,0.62,1.22,1.39,1.73,1.31,1.59,1.46,1.45,1.16,0.64,0.57
Debt / EBITDA Ratio,1.53,2.66,5.60,5.13,2.80,2.47,2.76,1.34,0.57,-403.12,1.24
Debt / FCF Ratio,-7.75,-3.63,-3.51,4.99,4.36,4.27,4.60,1.80,1.10,1.43,1.43
Quick Ratio,2.34,2.23,0.46,2.04,1.97,1.30,0.80,1.05,1.48,2.92,3.96
Current Ratio,3.18,2.67,0.93,3.87,2.53,1.81,1.46,1.51,1.81,3.69,4.52
Asset Turnover,0.51,0.42,0.34,0.24,0.31,0.35,0.38,0.34,0.53,0.84,0.57
Interest Coverage,15.85,14.12,8.96,0.67,0.73,3.18,4.23,3.48,9.40,15.69,6.26
Return on Equity (ROE),27.39%,16.63%,-6.86%,10.69%,8.10%,16.67%,14.91%,43.12%,104.37%,30.19%,18.21%
Return on Assets (ROA),13.02%,6.17%,-2.17%,2.37%,2.15%,3.89%,3.55%,10.48%,27.04%,11.45%,10.61%
Return on Capital (ROIC),18.72%,8.48%,1.39%,2.51%,7.25%,10.96%,8.14%,19.76%,60.25%,-0.08%,12.74%
Earnings Yield,10.67%,9.96%,7.29%,-3.77%,3.60%,2.87%,4.69%,5.19%,8.28%,19.32%,10.27%
FCF Yield,4.68%,-2.87%,-13.18%,-21.72%,11.66%,10.62%,10.47%,11.08%,15.44%,19.59%,15.21%
Dividend Yield,0.94%,1.83%,2.94%,3.82%,2.82%,2.77%,2.52%,3.10%,1.71%,1.77%,2.57%
Payout Ratio,8.81%,18.39%,40.33%,-101.08%,78.21%,96.55%,53.75%,59.72%,20.63%,9.15%,25.51%
Buyback Yield / Dilution,13.34%,7.95%,1.27%,-0.34%,0.04%,5.22%,2.89%,-0.46%,5.55%,5.09%,3.44%
Total Shareholder Return,14.29%,9.79%,4.21%,3.47%,2.86%,7.98%,5.41%,2.64%,7.26%,6.86%,6.02%
