,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"18,647","33,926","37,829","31,296","25,859","22,393","21,504","26,266","31,962","32,248","34,273"
Market Cap Growth,28.96%,81.94%,11.50%,-17.27%,-17.37%,-13.41%,-3.97%,22.15%,21.68%,0.90%,-
Enterprise Value,"29,556","45,255","49,631","45,051","41,101","37,193","42,283","45,166","50,581","51,645","52,387"
PE Ratio,12.28,19.63,18.55,15.85,13.56,7.20,12.96,10.16,19.31,14.37,18.54
PS Ratio,0.19,0.31,0.34,0.27,0.21,0.18,0.18,0.20,0.23,0.22,0.23
PB Ratio,3.46,6.27,5.55,4.67,3.73,2.84,2.50,2.74,3.38,3.21,3.06
P/FCF Ratio,14.72,23.87,23.45,44.39,34.85,17.47,11.89,6.38,8.57,21.53,14.25
P/OCF Ratio,5.22,8.05,7.69,7.33,7.58,5.38,4.61,3.85,5.16,7.17,5.69
EV/Sales Ratio,0.30,0.42,0.45,0.39,0.33,0.31,0.35,0.34,0.37,0.35,0.35
EV/EBITDA Ratio,6.69,8.93,8.78,7.78,9.06,5.24,7.02,6.20,8.37,7.37,7.83
EV/EBIT Ratio,10.89,14.51,13.92,13.04,19.54,8.03,15.48,11.55,19.37,15.05,17.60
EV/FCF Ratio,23.33,31.85,30.77,63.90,55.39,29.01,23.37,10.98,13.56,34.48,21.78
Debt / Equity Ratio,2.10,2.14,1.77,2.10,2.25,1.93,2.46,2.15,2.16,2.03,1.77
Debt / EBITDA Ratio,2.56,2.29,2.14,2.43,3.43,2.15,3.52,2.83,3.38,2.91,2.96
Debt / FCF Ratio,8.93,8.16,7.49,19.97,21.01,11.88,11.71,5.00,5.48,13.63,8.25
Quick Ratio,0.14,0.13,0.16,0.15,0.14,0.14,0.15,0.23,0.22,0.19,0.22
Current Ratio,0.83,0.78,0.76,0.80,0.78,0.76,0.77,0.81,0.75,0.74,0.80
Asset Turnover,3.80,3.66,3.46,3.26,3.36,3.25,2.73,2.77,2.81,3.00,2.94
Interest Coverage,6.12,6.39,7.40,6.62,3.50,7.47,4.53,7.19,4.57,6.41,6.57
Return on Equity (ROE),30.70%,33.80%,33.20%,30.00%,29.90%,41.60%,19.10%,26.60%,17.70%,23.00%,17.60%
Return on Assets (ROA),5.90%,5.80%,6.40%,5.60%,5.20%,8.30%,3.70%,5.40%,3.40%,4.50%,3.70%
Return on Capital (ROIC),10.92%,12.12%,12.51%,11.19%,14.73%,8.77%,5.89%,7.08%,9.44%,10.49%,6.55%
Earnings Yield,8.15%,5.09%,5.39%,6.31%,7.37%,13.89%,7.71%,9.84%,5.18%,6.96%,5.48%
FCF Yield,6.79%,4.19%,4.26%,2.25%,2.87%,5.73%,8.41%,15.67%,11.67%,4.65%,7.02%
Dividend Yield,1.70%,1.00%,1.30%,1.30%,1.70%,3.50%,2.20%,2.00%,1.80%,2.10%,2.44%
Payout Ratio,20.90%,19.50%,23.90%,21.60%,23.20%,25.90%,29.30%,20.50%,35.50%,30.30%,45.14%
Buyback Yield / Dilution,3.17%,4.52%,1.31%,2.24%,5.64%,9.51%,1.59%,2.98%,3.46%,3.58%,-0.14%
Total Shareholder Return,4.87%,5.52%,2.61%,3.54%,7.34%,13.01%,3.79%,4.98%,5.26%,5.68%,2.30%
