,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"11,534","11,689","13,177","14,307","14,299","15,127","14,883","13,359","13,255","12,547","13,549","13,977","12,812","14,562","16,364","17,338","19,202","19,914","19,020","18,447","18,346","22,480","25,463","27,275","27,136","30,218","33,255","35,650","31,349","30,343","34,848","36,215","42,318","37,135","34,511","30,708","30,264","28,206","25,109","21,695","22,311"
Market Cap Growth,28.54%,27.88%,39.33%,39.15%,23.97%,29.41%,12.95%,-6.62%,-7.30%,-17.05%,-8.97%,4.62%,-3.34%,16.06%,20.77%,24.04%,49.88%,36.75%,16.23%,6.40%,-4.46%,12.89%,33.88%,47.85%,47.91%,34.42%,30.60%,30.70%,15.53%,0.42%,4.79%,1.58%,34.99%,22.38%,-0.97%,-15.21%,-28.48%,-24.05%,-27.24%,-29.35%,-
Enterprise Value,"17,236","18,196","19,886","21,355","22,062","22,981","23,022","21,726","21,563","20,890","21,872","22,290","21,404","23,065","24,848","26,126","28,411","29,159","28,560","28,021","28,108","34,573","37,499","39,369","39,858","42,949","45,703","48,344","44,435","44,415","48,752","50,062","56,408","51,738","49,047","45,064","45,249","43,142","39,746","36,234","36,850"
PE Ratio,-206.31,-363.88,-2315.39,-326.30,-588.55,-144.43,-222.28,-64.76,-75.46,-291.89,-351.20,137.03,168.05,241.89,445.59,171.23,185.25,204.03,614.03,-9034.01,386.62,536.57,193.99,199.39,184.61,-4990.52,-2185.69,-2488.50,1300.56,217.64,129.42,122.97,178.09,84.79,97.26,75.44,65.59,75.41,49.41,43.78,45.45
PS Ratio,8.84,8.74,9.44,9.82,9.36,9.50,9.19,8.16,8.09,7.71,8.35,8.61,7.85,8.79,9.75,10.19,11.11,11.30,10.62,10.11,9.83,11.83,13.10,13.74,13.47,14.82,16.26,17.30,15.05,14.35,15.96,16.10,18.33,15.61,14.05,12.08,11.49,10.49,9.25,7.97,8.19
PB Ratio,32.31,29.50,82.72,-48.07,-21.64,-14.59,-13.13,-7.87,-7.77,-7.69,-8.43,-8.37,-6.42,-7.60,-8.24,-7.68,-7.39,-7.69,-6.25,-5.86,-5.43,-6.81,-7.62,-7.66,-7.40,-7.00,-7.72,-7.95,-6.50,-6.01,-7.20,-7.30,-8.01,-6.84,-6.34,-5.72,-5.74,-5.35,-4.93,-4.20,-4.20
P/FCF Ratio,35.09,29.31,30.39,32.30,30.88,33.96,32.54,27.74,25.77,24.48,25.03,24.75,21.26,23.10,25.05,26.08,28.60,29.18,27.44,26.15,26.18,30.39,34.52,35.18,33.26,34.81,35.08,35.31,31.43,29.75,33.03,35.83,40.07,35.38,32.96,27.81,28.25,26.15,21.22,18.70,19.23
P/OCF Ratio,23.18,20.74,21.80,22.36,21.20,21.84,20.82,18.46,18.33,18.20,19.29,19.53,17.25,18.91,20.66,21.49,23.46,24.15,22.66,21.67,21.57,25.13,28.56,29.28,27.97,29.48,30.33,31.06,27.84,26.76,29.74,31.92,35.56,31.03,28.38,23.70,23.54,21.62,17.69,15.49,15.93
Debt / Equity Ratio,16.46,17.34,43.06,-25.37,-11.90,-7.68,-7.29,-5.00,-4.95,-5.20,-5.28,-5.41,-4.40,-4.52,-4.37,-3.97,-3.58,-3.63,-3.19,-3.10,-2.94,-3.70,-3.64,-3.44,-3.51,-3.00,-3.00,-2.90,-2.78,-2.84,-2.94,-2.84,-2.75,-2.75,-2.72,-2.73,-2.88,-2.87,-2.92,-2.86,-2.86
Quick Ratio,0.37,0.60,0.19,0.45,0.70,0.80,0.75,0.76,0.89,0.98,0.29,1.09,0.31,1.09,0.27,0.26,0.75,1.00,0.94,1.01,0.26,0.20,0.19,0.60,0.28,0.35,1.06,0.78,0.73,0.65,0.73,0.62,0.95,0.39,0.32,0.35,0.65,0.68,0.61,0.62,0.62
Current Ratio,0.46,0.68,0.23,0.50,0.99,1.14,1.10,1.16,1.08,1.21,0.36,1.16,0.37,1.32,0.32,0.32,0.93,1.21,1.18,1.23,0.31,0.21,0.22,0.65,0.32,0.39,1.13,0.83,0.77,0.70,0.77,0.68,1.00,0.42,0.38,0.40,0.69,0.74,0.70,0.69,0.69
Interest Coverage,0.70,1.04,0.91,0.82,1.06,0.02,1.39,-0.87,1.39,1.66,1.41,0.84,1.13,1.52,1.16,1.64,1.12,1.45,0.20,1.15,1.74,1.36,1.49,1.19,1.85,-0.97,1.23,1.13,2.42,0.68,2.95,1.37,1.51,3.44,1.69,2.04,2.16,2.25,2.60,1.89,2.23
Return on Capital (ROIC),Upgrade,3.80%,2.82%,3.37%,3.62%,2.95%,3.91%,3.91%,3.42%,4.45%,4.46%,4.13%,4.74%,4.80%,4.90%,5.15%,5.16%,5.62%,5.60%,6.35%,7.14%,7.67%,5.61%,5.29%,5.61%,5.37%,6.30%,7.09%,8.29%,8.25%,7.90%,7.73%,7.93%,8.65%,8.46%,9.58%,9.26%,8.54%,8.36%,8.80%,8.89%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.30%,0.40%,0.60%,0.60%,0.70%,0.70%,0.70%,0.70%,0.60%,0.70%,0.80%,1.00%,1.00%,1.10%,1.30%,1.60%,1.64%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,194.70%,61.70%,-40.80%,232.50%,232.50%,48.90%,-527.30%,41.40%,131.80%,128.90%,40.60%,110.90%,76.30%,74.70%,90.40%,45.20%,104.90%,74.73%
Buyback Yield / Dilution,-1.40%,-8.89%,-0.97%,5.75%,-0.55%,6.59%,-0.77%,1.45%,2.42%,2.41%,3.21%,2.02%,2.14%,3.48%,2.66%,2.87%,3.56%,2.83%,6.02%,4.06%,-0.86%,3.34%,0.11%,0.80%,4.69%,2.13%,1.14%,1.29%,-3.62%,2.18%,2.05%,1.88%,6.51%,-0.07%,1.76%,1.98%,1.29%,0.25%,0.42%,0.43%,0.43%
Total Shareholder Return,-1.40%,-8.89%,-0.97%,5.75%,-0.55%,6.59%,-0.77%,1.45%,2.42%,2.41%,3.21%,2.02%,2.14%,3.48%,2.66%,2.87%,3.56%,2.83%,6.02%,4.06%,-0.86%,3.34%,0.11%,1.00%,4.99%,2.53%,1.74%,1.89%,-2.92%,2.88%,2.75%,2.58%,7.11%,0.63%,2.56%,2.98%,2.29%,1.35%,1.72%,2.03%,2.07%
