,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"11,355","11,562","12,683","11,496","9,427","10,830","11,676","8,502","9,519","14,065","20,754","20,847","18,083","17,507","17,271","20,003","20,011","20,843","20,118","16,109","18,457","19,054","31,531","31,090","35,622","36,567","49,552","50,955","48,113","48,235","50,778","43,393","49,457","62,964","47,357","33,358","37,464","38,912","33,902","29,365","38,528"
Market Cap Growth,-50.26%,-43.88%,-13.99%,-16.98%,-16.98%,-6.33%,-7.93%,-26.05%,0.97%,29.87%,77.75%,145.20%,89.97%,24.47%,-16.78%,-4.05%,10.66%,19.06%,16.48%,-19.47%,-7.77%,-8.58%,56.73%,93.00%,93.00%,91.92%,57.15%,63.89%,35.07%,31.91%,2.47%,-14.84%,2.79%,30.54%,-6.74%,-23.12%,-24.25%,-38.20%,-28.41%,-11.97%,-
Enterprise Value,"16,462","16,765","17,731","16,409","13,597","14,645","14,718","11,864","13,000","17,281","23,377","23,784","19,886","19,158","18,728","21,008","20,755","21,768","21,056","17,173","19,273","19,826","36,452","35,683","39,976","39,422","52,112","52,491","48,985","49,191","52,130","44,738","50,685","64,830","49,172","35,672","39,839","41,527","36,775","32,238","41,401"
PE Ratio,-4.48,-4.21,-24.92,-16.57,18.56,18.33,24.18,17.39,43.27,158.04,518.86,-38.82,-28.75,-27.61,-35.83,243.94,-175.53,672.35,135.93,-79.35,54.13,80.74,-389.27,13.87,12.70,10.33,12.68,19.83,17.01,18.80,17.68,21.31,42.42,59.68,59.79,33.29,-87.33,-73.98,-44.73,-36.12,-36.12
PS Ratio,1.35,1.45,1.64,1.54,1.38,1.54,1.63,1.22,1.56,2.20,3.38,3.27,2.71,2.53,2.43,2.78,2.71,2.78,2.76,2.26,2.55,2.63,4.03,3.53,3.66,3.48,4.66,4.60,4.18,4.09,4.07,3.55,4.05,5.09,3.83,2.76,3.14,3.36,3.03,2.66,3.49
PB Ratio,1.14,1.15,1.24,1.11,0.92,1.03,1.04,0.74,0.84,1.24,1.82,1.88,1.69,1.63,1.58,1.80,1.90,1.97,1.86,1.52,1.76,1.82,1.63,1.45,1.66,1.68,2.25,2.25,2.09,2.09,2.19,1.91,2.25,2.94,2.21,1.57,1.94,2.01,1.76,1.54,2.02
P/FCF Ratio,-31.81,-34.51,117.43,93.47,23.69,13.64,14.80,6.70,11.41,19.03,18.58,17.71,10.94,10.96,11.97,17.42,15.91,18.97,22.33,21.20,22.54,16.79,33.54,26.99,24.86,12.99,15.17,12.12,10.16,13.99,13.98,14.11,18.25,24.94,19.18,20.01,33.90,48.46,104.00,37.60,49.33
P/OCF Ratio,7.36,8.96,9.21,9.12,6.56,5.75,6.00,3.50,4.44,6.87,8.70,8.58,6.49,6.65,7.27,9.97,9.42,10.34,10.63,8.79,10.10,8.92,15.49,12.95,12.43,11.32,13.78,11.58,9.86,10.08,9.92,9.30,11.56,15.24,11.33,9.51,11.63,12.94,12.91,9.30,12.20
Debt / Equity Ratio,0.67,0.67,0.66,0.65,0.65,0.62,0.57,0.55,0.52,0.50,0.49,0.46,0.43,0.43,0.42,0.36,0.39,0.39,0.38,0.40,0.41,0.42,0.35,0.35,0.32,0.31,0.30,0.29,0.29,0.29,0.26,0.27,0.29,0.29,0.29,0.29,0.32,0.32,0.32,0.32,0.32
Quick Ratio,0.77,0.72,0.97,0.90,1.34,1.08,1.65,1.97,1.83,2.05,2.54,0.97,1.80,2.08,2.23,2.86,2.55,2.96,3.16,3.23,2.07,2.14,0.86,1.25,1.20,2.10,1.84,2.02,1.86,1.73,1.85,1.83,2.04,1.97,1.93,1.77,1.41,1.40,1.27,1.17,1.17
