,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"4,777","4,612","4,616","4,769","4,617","4,617","4,685","4,562","2,133","4,410","4,696","4,715","2,470","4,169","4,214","4,192","4,587","4,691","4,789","4,842","4,633","4,940","5,092","5,347","5,361","4,956","5,068","5,171","5,328","5,299","5,589","5,686","5,816","5,393","5,373","5,580","6,016","5,910","6,049","6,168"
Revenue Growth (YoY),30.38%,-48.89%,-2.49%,-1.91%,-3.35%,0.11%,1.49%,-4.34%,-53.80%,-4.48%,0.23%,3.35%,15.80%,-5.46%,-10.26%,-11.09%,85.71%,12.52%,13.64%,15.51%,1.00%,5.31%,6.33%,10.43%,15.71%,0.32%,-0.47%,-3.29%,-0.62%,6.92%,10.28%,9.96%,9.16%,1.77%,-3.86%,-1.86%,3.44%,9.59%,12.58%,10.54%
Cost of Revenue,"2,703","2,576","3,023","2,624","2,582","2,563","2,812","2,710","1,240","2,641","3,142","2,780","1,398","2,424","2,420","2,638","2,692","2,695","2,738","2,786","2,946","2,685","2,934","2,914","2,939","2,916","2,847","2,962","3,080","3,350","2,786","3,420","3,173","3,120","3,074","3,407","3,540","3,482","3,580","3,543"
Gross Profit,"2,074","2,036","1,593","2,145","2,035","2,054","1,873","1,852",893,"1,769","1,554","1,935","1,072","1,745","1,794","1,554","1,895","1,996","2,051","2,056","1,687","2,255","2,158","2,433","2,422","2,040","2,221","2,209","2,248","1,949","2,803","2,266","2,643","2,273","2,299","2,173","2,476","2,428","2,469","2,625"
"Selling, General & Admin",-298,"1,332",977,976,"1,139",948,910,971,630,928,931,918,748,919,"1,650",952,"1,042","1,037","1,067","1,091","1,086","1,048","1,141","1,167","1,224","1,176","1,125","1,093","1,086","1,144","1,202","1,200","1,233","1,210","1,225","1,206","1,198","1,216","1,225","1,226"
Other Operating Expenses,220,0,372,580,358,387,391,434,156,374,368,403,886,345,346,342,353,360,362,366,364,368,498,456,457,456,447,526,453,445,434,425,448,460,469,485,496,509,522,536
Operating Expenses,-78,"1,332","1,349","1,556","1,497","1,335","1,301","1,405",786,"1,302","1,299","1,321","1,634","1,264","1,996","1,294","1,395","1,397","1,429","1,457","1,450","1,416","1,639","1,623","1,681","1,632","1,572","1,619","1,539","1,589","1,636","1,625","1,681","1,670","1,694","1,691","1,694","1,725","1,747","1,762"
Operating Income,"2,152",704,244,589,538,719,572,447,107,467,255,614,-562,481,-202,260,500,599,622,599,237,839,519,810,741,408,649,590,709,360,"1,167",641,962,603,605,482,782,703,722,863
Interest Expense / Income,96,95,94,93,94,94,89,88,75,86,85,86,70,80,79,79,78,80,79,69,70,64,63,67,65,64,57,58,57,57,57,58,62,62,51,50,50,50,50,50
Other Expense / Income,"1,644",-29,617,-,-37,-,13,-29,-456,-,-,-,-283,-75,-112,-89,"3,145",-169,-142,-5,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
