,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,423,476,468,426,567,621,709,"1,263",820,944
Depreciation & Amortization,424,440,470,492,545,582,604,636,649,704
Other Operating Activities,250,279,351,531,274,180,113,-458,-361,226
Operating Cash Flow,"1,097","1,195","1,289","1,449","1,386","1,383","1,426","1,441","1,108","1,874"
Operating Cash Flow Growth,22.43%,8.93%,7.87%,12.41%,-4.35%,-0.22%,3.11%,1.05%,-23.11%,69.13%
Capital Expenditures,"-1,034","-1,267","-1,386","-1,495","-1,638","-1,758","-1,928","-1,873","-2,420","-2,734"
Acquisitions,-9,-197,-204,-177,-398,-187,-133,337,293,-81
Change in Investments,29,5,0,0,0,0,0,0,0,0
Investing Cash Flow,"-1,014","-1,459","-1,590","-1,672","-2,036","-1,945","-2,061","-1,536","-2,127","-2,815"
Dividends Paid,-216,-239,-261,-289,-319,-353,-389,-428,-467,-532
Share Issuance / Repurchase,21,-87,-52,-39,154,-21,0,0,0,"1,688"
Debt Issued / Paid,76,606,625,507,870,842,"1,472",22,"1,391",-30
Other Financing Activities,32,10,16,28,21,26,37,61,76,62
Financing Cash Flow,-87,290,328,207,726,494,"1,120",-345,"1,000","1,188"
Net Cash Flow,-4,26,27,-16,76,-68,485,-440,-19,247
Free Cash Flow,63,-72,-97,-46,-252,-375,-502,-432,"-1,312",-860
Free Cash Flow Margin,2.09%,-2.28%,-2.94%,-1.37%,-7.33%,-10.39%,-13.29%,-10.99%,-34.60%,-20.31%
Free Cash Flow Per Share,0.35,-0.40,-0.55,-0.26,-1.40,-2.07,-2.77,-2.37,-7.21,-4.46
