,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"9,557","10,723","12,880","16,320","16,393","22,208","27,820","34,285","27,714","25,699","23,914"
Market Cap Growth,26.86%,12.20%,20.12%,26.70%,0.45%,35.47%,25.27%,23.24%,-19.17%,-7.27%,-
Enterprise Value,"15,458","17,213","19,967","23,963","24,846","31,664","38,269","45,214","40,052","37,780","35,995"
PE Ratio,22.59,22.53,27.52,38.31,28.91,35.76,39.24,27.15,33.80,27.22,25.07
PS Ratio,3.17,3.40,3.90,4.86,4.76,6.15,7.37,8.72,7.31,6.07,5.65
PB Ratio,1.94,2.12,2.47,3.03,2.80,3.63,4.31,4.70,3.60,2.62,2.44
P/FCF Ratio,151.70,-148.93,-132.79,-354.77,-65.05,-59.22,-55.42,-79.36,-21.12,-29.88,-29.88
P/OCF Ratio,8.71,8.97,9.99,11.26,11.83,16.06,19.51,23.79,25.01,13.71,12.76
EV/Sales Ratio,5.13,5.45,6.05,7.14,7.22,8.77,10.13,11.50,10.56,8.92,8.50
EV/EBITDA Ratio,9.30,9.71,10.95,11.95,12.67,15.22,17.18,15.07,16.89,14.17,13.50
EV/EBIT Ratio,12.49,12.91,14.76,15.84,17.55,21.12,23.56,19.13,23.26,19.25,18.34
EV/FCF Ratio,245.37,-239.07,-205.85,-520.93,-98.60,-84.44,-76.23,-104.66,-30.53,-43.93,-43.93
Debt / Equity Ratio,1.21,1.30,1.38,1.43,1.47,1.56,1.71,1.52,1.62,1.27,1.27
Debt / EBITDA Ratio,3.57,3.70,3.94,3.85,4.39,4.59,4.95,3.69,5.25,4.67,4.67
Debt / FCF Ratio,94.25,-91.06,-74.04,-167.93,-34.17,-25.46,-21.96,-25.61,-9.49,-14.47,-14.47
Quick Ratio,0.39,0.38,0.26,0.24,0.31,0.27,0.38,0.31,0.26,0.47,0.47
Current Ratio,0.46,0.43,0.33,0.31,0.37,0.63,0.66,0.73,0.45,0.65,0.65
Asset Turnover,0.19,0.19,0.19,0.18,0.17,0.16,0.16,0.16,0.14,0.14,0.14
Interest Coverage,4.14,4.33,4.16,4.42,4.05,3.88,4.09,5.87,3.98,4.27,4.27
Return on Equity (ROE),8.70%,9.40%,9.00%,7.90%,9.90%,10.20%,11.10%,18.40%,10.80%,9.70%,9.70%
Return on Assets (ROA),2.70%,2.80%,2.60%,2.20%,2.80%,2.80%,2.90%,5.00%,3.10%,3.20%,3.20%
Return on Capital (ROIC),5.14%,5.27%,4.93%,4.20%,5.07%,5.32%,5.13%,5.32%,4.91%,5.11%,5.11%
Earnings Yield,4.43%,4.44%,3.63%,2.61%,3.46%,2.80%,2.55%,3.68%,2.96%,3.67%,3.95%
FCF Yield,0.66%,-0.67%,-0.75%,-0.28%,-1.54%,-1.69%,-1.80%,-1.26%,-4.73%,-3.35%,-3.60%
Dividend Yield,2.30%,2.20%,2.00%,1.80%,2.00%,1.60%,1.40%,1.20%,1.70%,2.10%,2.30%
Payout Ratio,51.30%,50.00%,55.70%,67.80%,56.30%,56.80%,55.00%,33.90%,56.90%,56.70%,57.76%
Buyback Yield / Dilution,-0.56%,-,0.56%,-,-0.56%,-0.56%,-0.55%,-0.55%,-,-6.04%,-6.04%
Total Shareholder Return,1.74%,2.20%,2.56%,1.80%,1.44%,1.04%,0.85%,0.65%,1.70%,-3.94%,-3.74%
