,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"8,444","11,206","9,365","11,556","11,002","9,948","13,959","17,092","19,017","13,256","16,469"
Market Cap Growth,16.31%,32.71%,-16.43%,23.39%,-4.79%,-9.58%,40.32%,22.44%,11.26%,-30.30%,-
Enterprise Value,"7,770","11,053","9,233","11,359","10,953","9,616","15,094","18,771","20,797","15,325","20,032"
PE Ratio,28.77,33.56,29.14,36.03,49.39,33.34,29.20,30.68,29.18,25.31,30.25
PS Ratio,5.35,5.71,4.26,4.92,4.42,3.67,4.82,5.34,5.49,3.67,4.40
PB Ratio,3.21,3.81,3.00,3.58,3.27,3.12,3.82,4.02,4.20,3.04,3.81
P/FCF Ratio,27.79,33.01,26.87,20.80,28.49,16.51,28.13,35.38,22.13,16.24,27.74
P/OCF Ratio,14.97,17.03,11.80,13.25,13.74,9.87,13.19,14.07,13.54,10.40,12.66
EV/Sales Ratio,4.92,5.63,4.20,4.84,4.40,3.54,5.22,5.87,6.01,4.24,5.35
EV/EBITDA Ratio,12.86,14.88,11.92,13.86,15.53,11.72,14.78,16.32,15.55,12.22,16.54
EV/EBIT Ratio,18.52,22.32,19.43,23.42,32.89,24.89,25.99,27.93,26.44,23.17,31.32
EV/FCF Ratio,25.57,32.56,26.50,20.45,28.36,15.96,30.42,38.85,24.20,18.77,33.74
Debt / Equity Ratio,-,0.21,0.20,0.20,0.20,0.49,0.73,0.65,0.63,0.73,1.04
Debt / EBITDA Ratio,-,0.81,0.80,0.78,0.94,1.90,2.62,2.41,2.14,2.53,3.72
Debt / FCF Ratio,-,1.78,1.77,1.15,1.72,2.59,5.38,5.75,3.33,3.89,7.58
Quick Ratio,3.59,3.26,3.40,3.22,2.57,1.96,3.01,2.32,2.22,2.18,2.04
Current Ratio,3.91,3.78,3.77,3.50,2.95,2.09,3.22,2.55,2.43,2.40,2.30
Asset Turnover,0.56,0.51,0.53,0.55,0.55,0.51,0.48,0.43,0.43,0.44,0.44
Interest Coverage,-,32.03,25.65,26.02,17.68,8.94,11.76,9.72,10.87,59.61,47.35
Return on Equity (ROE),11.70%,11.80%,10.50%,10.10%,6.80%,9.10%,13.80%,14.00%,14.60%,12.20%,13.10%
Return on Assets (ROA),10.50%,8.70%,7.80%,7.50%,4.90%,5.70%,8.00%,7.60%,8.10%,6.40%,6.50%
Return on Capital (ROIC),11.01%,9.60%,8.78%,8.30%,5.54%,6.63%,7.80%,8.66%,9.67%,7.23%,6.32%
Earnings Yield,3.48%,2.98%,3.43%,2.78%,2.02%,3.00%,3.42%,3.26%,3.43%,3.95%,3.42%
FCF Yield,3.60%,3.03%,3.72%,4.81%,3.51%,6.06%,3.55%,2.83%,4.52%,6.16%,3.61%
Buyback Yield / Dilution,-0.02%,0.33%,0.43%,2.33%,1.99%,2.04%,2.73%,-0.39%,-0.36%,3.22%,2.57%
Total Shareholder Return,-0.02%,0.33%,0.43%,2.33%,1.99%,2.04%,2.73%,-0.39%,-0.36%,3.22%,2.57%
