,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"12,574","15,042","15,980","17,282","26,022","17,950","25,219","28,609","30,751","11,113","13,545"
Market Cap Growth,3.38%,19.62%,6.24%,8.15%,50.57%,-31.02%,40.49%,13.45%,7.49%,-63.86%,-
Enterprise Value,"16,280","18,392","19,315","19,978","29,196","21,860","28,438","31,614","37,205","18,175","20,798"
PE Ratio,25.65,19.77,18.08,17.85,21.20,29.75,26.39,23.19,18.20,10.46,-250.63
PS Ratio,1.16,1.33,1.43,1.49,2.01,1.28,1.95,2.24,2.01,0.66,0.84
PB Ratio,1.85,2.34,2.75,2.71,3.13,2.29,2.76,2.59,2.65,1.14,1.45
P/FCF Ratio,23.65,14.74,17.76,20.61,115.09,23.35,23.33,17.09,213.55,-5.58,19.37
P/OCF Ratio,14.49,11.61,13.52,14.58,38.93,14.24,16.75,14.15,46.38,-7.61,12.62
EV/Sales Ratio,1.50,1.62,1.73,1.72,2.25,1.56,2.20,2.48,2.43,1.07,1.30
EV/EBITDA Ratio,14.03,11.39,11.19,10.90,13.20,12.10,14.77,15.25,14.84,9.87,27.23
EV/EBIT Ratio,22.64,15.78,14.71,14.03,16.68,16.82,20.84,21.15,19.28,14.33,148.56
EV/FCF Ratio,30.62,18.03,21.46,23.83,129.13,28.43,26.31,18.89,258.37,-9.13,29.74
Debt / Equity Ratio,0.62,0.60,0.65,0.60,0.46,0.54,0.38,0.38,0.57,0.77,0.81
Debt / EBITDA Ratio,3.62,2.38,2.20,2.09,1.72,2.32,1.83,2.05,2.63,4.05,9.95
Debt / FCF Ratio,7.90,3.77,4.22,4.56,16.86,5.46,3.25,2.54,45.81,-3.75,10.87
Quick Ratio,0.64,0.67,0.64,0.87,0.52,0.47,0.40,0.53,0.19,0.25,0.35
Current Ratio,1.24,1.39,1.31,1.71,1.04,1.14,1.01,1.32,0.97,1.21,1.30
Asset Turnover,0.65,0.68,0.71,0.74,0.68,0.70,0.61,0.55,0.61,0.62,0.65
Interest Coverage,4.49,6.58,7.28,7.32,7.87,4.68,4.84,6.71,10.41,3.75,0.26
Return on Equity (ROE),7.30%,11.10%,15.50%,16.20%,15.90%,7.40%,11.40%,12.20%,14.90%,11.30%,-0.50%
Return on Assets (ROA),2.90%,4.60%,5.60%,6.20%,6.40%,3.00%,4.50%,5.30%,6.70%,3.90%,-0.20%
Return on Capital (ROIC),8.29%,11.15%,12.49%,12.25%,13.12%,7.48%,10.65%,10.55%,10.04%,4.02%,1.28%
Earnings Yield,3.90%,5.06%,5.53%,5.60%,4.72%,3.36%,3.79%,4.31%,5.49%,9.56%,-0.38%
FCF Yield,4.23%,6.78%,5.63%,4.85%,0.87%,4.28%,4.29%,5.85%,0.47%,-17.91%,5.16%
Dividend Yield,2.40%,2.10%,2.00%,2.00%,1.40%,2.20%,1.60%,1.60%,1.60%,4.20%,3.67%
Payout Ratio,62.70%,41.90%,35.90%,34.10%,29.50%,63.70%,42.00%,35.40%,28.20%,44.60%,-844.70%
Buyback Yield / Dilution,8.04%,-0.92%,4.42%,-0.64%,-1.77%,1.49%,-0.63%,-5.40%,-1.75%,9.26%,-3.66%
Total Shareholder Return,10.44%,1.18%,6.42%,1.36%,-0.37%,3.69%,0.97%,-3.80%,-0.15%,13.46%,0.00%
