,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"3,017","3,734","3,606","5,184","5,373","7,420","12,521","18,631","11,086","12,127","12,566"
Market Cap Growth,17.55%,23.77%,-3.42%,43.75%,3.66%,38.09%,68.74%,48.81%,-40.50%,9.38%,-
Enterprise Value,"3,629","4,479","4,723","6,165","6,846","9,187","14,428","21,307","13,950","14,916","15,355"
PE Ratio,23.81,25.01,23.30,42.02,23.74,29.44,34.37,47.65,22.80,25.55,26.57
PS Ratio,2.33,2.74,2.15,2.79,2.37,2.83,4.28,5.26,2.79,2.94,3.04
PB Ratio,4.49,5.09,4.31,4.96,4.08,4.54,5.92,7.35,3.73,3.37,3.49
P/FCF Ratio,15.45,15.33,13.78,22.00,17.85,21.80,32.95,35.02,37.59,33.19,34.39
P/OCF Ratio,11.96,12.17,11.38,16.30,12.18,15.43,22.91,24.49,17.89,17.73,18.37
EV/Sales Ratio,2.80,3.29,2.81,3.32,3.02,3.50,4.93,6.02,3.51,3.61,3.72
EV/EBITDA Ratio,12.83,14.80,12.56,13.53,13.52,16.37,18.80,26.23,14.24,14.53,14.96
EV/EBIT Ratio,19.48,21.56,18.95,19.00,19.87,25.31,27.09,38.97,20.64,20.94,21.56
EV/FCF Ratio,18.59,18.39,18.05,26.16,22.74,26.99,37.97,40.05,47.30,40.82,42.03
Debt / Equity Ratio,1.15,1.18,1.48,1.10,1.27,1.23,1.01,1.15,1.04,0.85,0.85
Debt / EBITDA Ratio,2.73,2.85,3.28,2.51,3.29,3.57,2.78,3.59,3.16,2.99,2.99
Debt / FCF Ratio,3.96,3.54,4.72,4.86,5.54,5.89,5.62,5.48,10.50,8.39,8.39
Quick Ratio,1.42,1.24,1.12,1.28,1.20,1.06,1.01,0.86,0.90,1.00,1.00
Current Ratio,1.97,1.79,1.53,1.78,1.61,1.44,1.43,1.23,1.32,1.53,1.53
Asset Turnover,0.72,0.70,0.66,0.66,0.62,0.59,0.55,0.53,0.54,0.53,0.53
Interest Coverage,15.59,13.79,9.00,10.90,5.40,5.96,6.16,7.40,11.40,5.21,5.21
Return on Equity (ROE),18.70%,21.30%,18.70%,12.60%,18.50%,16.70%,19.60%,16.50%,17.90%,14.30%,14.30%
Return on Assets (ROA),7.00%,7.60%,6.00%,4.40%,6.20%,5.70%,6.90%,5.90%,6.60%,6.10%,6.10%
Return on Capital (ROIC),8.94%,10.02%,8.01%,5.51%,8.95%,8.05%,8.31%,8.95%,8.45%,7.64%,7.64%
Earnings Yield,4.20%,4.00%,4.29%,2.38%,4.21%,3.40%,2.91%,2.10%,4.39%,3.91%,3.78%
FCF Yield,6.47%,6.52%,7.25%,4.55%,5.60%,4.59%,3.04%,2.86%,2.66%,3.01%,2.91%
Buyback Yield / Dilution,2.49%,0.64%,-0.84%,-1.26%,-0.93%,-1.38%,-1.85%,-1.61%,0.24%,-0.29%,-0.29%
Total Shareholder Return,2.49%,0.64%,-0.84%,-1.26%,-0.93%,-1.38%,-1.85%,-1.61%,0.24%,-0.29%,-0.29%
