,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,126.7,149.31,154.77,123.36,226.37,252.02,364.3,390.98,486.23,474.62
Depreciation & Amortization,96.45,94.88,126.66,131.16,161.78,198.1,234.92,265.54,303.87,314.12
Share-Based Compensation,31.04,40.12,43.64,44,47.35,57.27,56.34,71.47,73.62,72.05
Other Operating Activities,-2.05,22.52,-8.17,19.56,5.64,-26.45,-108.99,32.8,-244.07,-176.9
Operating Cash Flow,252.13,306.83,316.9,318.07,441.14,480.94,546.58,760.8,619.64,683.9
Operating Cash Flow Growth,20.61%,21.70%,3.28%,0.37%,38.69%,9.02%,13.65%,39.19%,-18.55%,10.37%
Capital Expenditures,-56.93,-63.25,-55.29,-82.43,-140.05,-140.51,-166.56,-228.77,-324.73,-318.53
Acquisitions,-234.27,-281.89,-688.73,1.23,-849.99,-538.04,-445.32,"-1,215.96",-278.39,-249
Change in Investments,-5.65,19.74,47.65,9.13,35.85,0.94,11.4,6.53,4.55,6.67
Other Investing Activities,-1.15,-2.22,3.69,-0.52,-0.81,-3.89,-1.07,0.26,-9.35,-2.29
Investing Cash Flow,-297.99,-327.62,-692.67,-72.59,-955,-681.5,-601.54,"-1,437.93",-607.92,-563.16
Share Issuance / Repurchase,-48.33,-78.11,10.93,-68.04,23.81,16.46,22.61,4.95,-13.54,1.44
Debt Issued / Paid,104.38,75.18,384.37,-135.58,535.69,227.28,30.59,669.98,19.79,-75.32
Other Financing Activities,5.36,-4.33,-14.55,-4.86,-1.44,-11.8,-5.95,-2.33,-48.65,-11.64
Financing Cash Flow,61.41,-7.26,380.76,-208.48,558.06,231.94,47.25,672.6,-42.4,-85.52
Exchange Rate Effect,-10.38,-12.7,-3,11.23,-9.47,11.36,0.79,17.73,25.58,8.04
Net Cash Flow,4.1,-42.61,-0.07,46.44,30.99,42.73,-6.93,13.2,-5.1,43.27
Free Cash Flow,195.21,243.58,261.61,235.64,301.09,340.42,380.02,532.03,294.91,365.37
Free Cash Flow Growth,14.90%,24.78%,7.40%,-9.93%,27.77%,13.06%,11.63%,40.00%,-44.57%,23.89%
Free Cash Flow Margin,15.04%,17.87%,15.56%,12.69%,13.29%,12.99%,13.00%,15.03%,7.42%,8.85%
Free Cash Flow Per Share,4.16,5.22,5.57,4.96,6.28,6.99,7.67,10.58,5.80,7.13
