,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"22,023","26,459","30,421","35,439","39,301","48,537","54,296","59,622","64,843","56,361","45,172"
Market Cap Growth,36.85%,20.14%,14.97%,16.50%,10.90%,23.50%,11.87%,9.81%,8.76%,-13.08%,-
Enterprise Value,"16,649","21,015","23,253","26,901","33,172","39,402","44,049","55,856","57,325","47,050","35,861"
PE Ratio,19.20,20.74,49.55,14.48,23.35,17.93,16.13,20.33,23.11,22.64,18.35
PS Ratio,0.45,0.49,0.56,0.66,0.69,0.75,0.70,0.72,0.70,0.53,0.42
PB Ratio,2.28,2.56,2.85,3.60,3.87,4.03,3.96,3.71,4.24,3.47,2.78
P/FCF Ratio,20.21,76.47,21.59,10.05,25.18,10.67,11.61,63.03,18.70,17.68,14.17
P/OCF Ratio,13.61,30.48,15.71,8.75,18.09,9.19,9.63,26.36,14.14,14.16,11.35
EV/Sales Ratio,0.34,0.39,0.43,0.50,0.58,0.61,0.57,0.67,0.62,0.44,0.34
EV/EBITDA Ratio,5.92,6.86,10.54,5.67,11.74,9.19,7.90,12.53,11.91,9.94,7.57
EV/EBIT Ratio,7.05,8.03,13.36,6.31,14.47,10.61,8.89,14.92,14.44,12.32,9.39
EV/FCF Ratio,15.27,60.74,16.50,7.63,21.25,8.66,9.42,59.04,16.53,14.76,11.25
Debt / Equity Ratio,0.43,0.42,0.40,0.51,0.61,0.49,0.51,0.80,0.75,0.74,0.74
Debt / EBITDA Ratio,1.48,1.43,1.95,1.07,2.21,1.37,1.25,2.88,2.37,2.54,2.54
Debt / FCF Ratio,3.82,12.70,3.05,1.43,4.00,1.30,1.49,13.55,3.30,3.77,3.77
Quick Ratio,1.42,1.35,1.63,1.54,1.33,1.47,1.37,1.20,1.20,1.24,1.24
Current Ratio,2.08,1.93,2.07,1.85,1.68,1.82,1.77,1.62,1.52,1.59,1.59
Asset Turnover,2.07,2.17,2.00,1.73,1.89,2.25,2.11,2.01,1.99,1.99,1.99
Interest Coverage,12.30,14.07,9.21,17.61,10.51,15.34,17.52,11.48,9.90,7.74,7.74
Return on Equity (ROE),11.60%,12.50%,5.70%,23.20%,16.40%,23.40%,23.90%,19.10%,18.00%,14.90%,14.90%
Return on Assets (ROA),4.90%,5.10%,2.30%,7.90%,5.60%,9.40%,9.20%,7.10%,6.00%,4.60%,4.60%
Return on Capital (ROIC),9.04%,8.36%,4.60%,17.42%,15.34%,13.89%,17.34%,9.35%,11.18%,10.63%,10.63%
Earnings Yield,5.21%,4.82%,2.02%,6.91%,4.28%,5.58%,6.20%,4.92%,4.33%,4.42%,5.51%
FCF Yield,4.95%,1.31%,4.63%,9.95%,3.97%,9.37%,8.61%,1.59%,5.35%,5.65%,7.06%
Dividend Yield,0.80%,0.60%,0.40%,0.80%,0.70%,0.60%,0.60%,0.60%,0.60%,0.80%,0.96%
Payout Ratio,14.90%,13.50%,21.20%,11.20%,16.30%,10.90%,9.80%,12.30%,14.20%,17.60%,17.70%
Buyback Yield / Dilution,1.65%,3.33%,-0.59%,4.19%,3.97%,3.47%,0.06%,2.88%,1.50%,2.76%,2.76%
Total Shareholder Return,2.45%,3.93%,-0.19%,4.99%,4.67%,4.07%,0.66%,3.48%,2.10%,3.56%,3.72%
