,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29,2017-07-29,2017-10-28,2018-02-03,2018-05-05,2018-08-04,2018-11-03,2019-02-02,2019-05-04,2019-08-03,2019-11-02,2020-02-01,2020-05-02,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-29,2023-07-29,2023-10-28,Current
Market Capitalization,"40,794","41,081","37,614","43,877","45,426","44,802","47,504","49,357","47,697","50,238","54,024","48,250","48,410","50,769","44,772","44,883","49,617","51,940","61,014","67,968","60,301","65,624","63,495","70,130","71,036","57,789","62,278","60,912","76,888","85,624","83,018","78,754","85,148","72,018","71,657","84,176","94,624","90,845","99,811","99,752","111,734"
Market Cap Growth,23.49%,14.53%,-3.10%,0.77%,11.35%,9.06%,26.30%,12.49%,5.00%,12.13%,13.72%,-2.24%,1.49%,1.06%,-17.13%,-6.98%,2.49%,2.31%,36.28%,51.43%,21.53%,26.35%,4.07%,3.18%,17.80%,-11.94%,-1.92%,-13.14%,8.24%,48.17%,33.30%,29.29%,10.74%,-15.89%,-13.69%,6.88%,11.13%,26.14%,39.29%,18.50%,-
Enterprise Value,"39,624","40,036","36,769","43,070","44,274","43,826","46,880","48,849","46,864","49,505","53,415","47,651","47,165","49,871","44,049","44,237","48,583","51,055","60,373","67,489","59,504","74,588","72,641","79,540","79,284","70,008","71,318","65,973","81,922","91,687","88,784","84,784","91,429","80,432","80,761","93,434","101,891","98,656","107,829","107,981","119,963"
PE Ratio,19.09,19.21,17.28,20.42,20.51,20.04,20.95,21.85,20.94,21.74,23.24,21.10,21.06,21.83,19.32,18.63,19.02,18.63,20.51,21.96,19.71,21.56,20.73,22.41,21.71,34.31,87.55,81.25,854.32,56.65,33.06,29.52,25.94,21.59,21.32,24.76,27.05,23.89,25.07,24.27,27.77
PS Ratio,1.49,1.48,1.33,1.54,1.56,1.52,1.59,1.63,1.54,1.59,1.68,1.48,1.46,1.52,1.32,1.31,1.38,1.41,1.62,1.75,1.55,1.66,1.59,1.73,1.70,1.57,1.85,1.82,2.39,2.26,1.92,1.73,1.75,1.44,1.44,1.71,1.90,1.81,1.95,1.91,2.14
PB Ratio,9.64,9.59,8.80,10.03,10.65,10.44,11.11,11.35,11.07,11.08,12.14,11.14,10.73,11.15,9.86,9.66,9.64,9.87,11.67,12.93,11.94,12.79,11.97,12.65,11.94,12.19,13.36,10.94,13.18,13.95,12.96,12.22,14.18,12.87,13.28,14.86,14.87,14.15,15.11,14.60,16.35
P/FCF Ratio,24.67,21.61,18.78,23.10,21.66,21.82,24.27,24.89,23.07,25.12,24.35,20.05,18.60,19.43,17.74,19.03,25.21,23.21,25.87,27.51,20.35,28.10,27.63,31.32,24.98,-160.56,25.85,10.49,19.25,12.77,18.01,56.98,42.32,41.82,87.06,113.81,36.03,22.95,21.80,21.48,24.06
P/OCF Ratio,15.69,14.66,13.07,15.71,15.10,15.07,16.68,17.38,16.13,17.00,16.82,14.14,13.35,13.99,12.62,13.03,16.40,15.73,17.52,19.02,14.75,18.68,18.53,20.13,17.47,76.36,18.51,9.41,16.85,11.75,15.63,35.28,27.85,25.22,33.86,38.81,23.17,16.63,16.19,15.88,17.79
Debt / Equity Ratio,0.30,0.30,0.38,0.37,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.51,0.49,0.49,0.49,0.48,0.43,0.42,0.43,0.42,0.44,2.18,2.14,2.07,1.93,3.48,3.36,2.81,2.66,2.42,2.01,1.99,2.08,2.27,2.34,2.23,2.00,2.00,1.90,1.83,1.83
Quick Ratio,0.75,0.69,0.71,0.61,0.76,0.69,0.60,0.51,0.61,0.61,0.58,0.64,0.78,0.75,0.70,0.59,0.70,0.70,0.63,0.52,0.61,0.40,0.39,0.33,0.50,0.96,0.92,0.93,1.01,0.95,0.77,0.65,0.64,0.49,0.40,0.35,0.59,0.53,0.49,0.42,0.42
