,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,078","2,098","2,108","2,258","2,041","2,117","2,014","2,161","1,891","2,226","1,965","2,116","1,978","2,080","2,058","2,180","2,093","2,693","2,524","2,627","2,457","2,466","2,340","2,479","2,266","1,923","2,117","2,414","2,335","2,492","2,502","2,717","2,492","2,674","2,478","2,521","2,447","2,433","2,499","2,586"
Revenue Growth (YoY),-4.68%,-7.04%,1.74%,0.89%,-1.78%,0.91%,-4.46%,-4.30%,-7.35%,5.15%,-2.43%,-2.08%,4.60%,-6.56%,4.73%,3.02%,5.81%,29.47%,22.64%,20.50%,17.39%,-8.43%,-7.29%,-5.63%,-7.77%,-22.02%,-9.53%,-2.62%,3.05%,29.59%,18.19%,12.55%,6.72%,7.30%,-0.96%,-7.21%,-1.81%,-9.01%,0.85%,2.58%
Cost of Revenue,"1,259","1,246","1,282","1,251","1,204","1,215","1,199","1,193","1,084","1,252","1,157","1,126","1,101","1,145","1,149","1,139","1,151","1,465","1,340","1,484","1,400","1,415","1,338","1,351","1,283","1,028","1,164","1,198","1,186","1,283","1,244","1,279","1,246","1,355","1,273","1,294","1,286","1,271","1,273","1,281"
Gross Profit,819,852,826,"1,007",837,902,815,968,807,974,808,990,877,935,909,"1,041",942,"1,228","1,184","1,143","1,057","1,051","1,002","1,128",983,895,953,"1,216","1,149","1,209","1,258","1,438","1,246","1,319","1,205","1,227","1,161","1,162","1,226","1,305"
"Selling, General & Admin",644,532,632,655,653,687,650,688,649,735,678,665,662,723,661,713,761,914,826,773,810,782,781,773,741,700,685,719,851,999,848,852,888,"1,004",855,818,841,821,862,832
Other Operating Expenses,152,152,128,144,134,176,138,145,430,-119,140,476,142,618,112,112,346,253,181,182,202,282,459,191,"1,285",539,204,190,203,251,187,191,209,210,200,193,208,263,209,192
Operating Expenses,796,684,760,799,787,863,788,833,"1,079",616,818,"1,141",804,"1,341",773,825,"1,107","1,167","1,007",955,"1,012","1,064","1,240",964,"2,026","1,239",889,909,"1,054","1,250","1,035","1,043","1,097","1,214","1,055","1,011","1,049","1,084","1,071","1,024"
Operating Income,23,168,66,208,50,39,27,135,-272,358,-10,-151,73,-406,136,216,-165,61,177,188,45,-13,-238,164,"-1,043",-344,64,307,95,-41,223,395,149,105,150,216,112,78,155,281
Interest Expense / Income,17,18,17,13,12,14,12,11,11,9,7,15,8,-69,-6,-1,-2,16,16,15,14,14,-4,8,9,12,8,12,12,21,22,21,25,31,27,26,25,22,23,25
Other Expense / Income,-43,65,-63,-13,-10,355,-69,12,-36,173,-1,155,25,76,20,65,962,353,10,23,14,10,14,19,-312,41,-3,-21,-39,44,-66,40,13,111,48,62,5,49,65,6
Pretax Income,49,85,112,208,48,-330,84,112,-247,176,-16,-321,40,-413,122,152,"-1,125",-308,151,150,17,-37,-248,137,-740,-397,59,316,122,-106,267,334,111,-37,75,128,82,7,67,250
Income Tax,1,72,47,65,25,48,-91,49,-98,86,-1,-32,45,16,54,235,3,63,50,55,7,14,-21,52,-10,0,25,85,43,-92,71,99,29,-147,35,61,32,15,37,94
