,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"18,746","18,406","17,295","19,226","19,239","16,977","16,010","18,329","19,941","19,374","20,106","20,076","20,219","19,294","17,092","16,790","16,734","17,335","15,262","16,413","16,327","18,043","17,032","17,641","11,906","11,700","10,636","13,408","15,943","17,204","15,536","15,574","17,739","13,087","12,924","16,633","19,124","18,984","14,715","17,123","17,326"
Market Cap Growth,21.75%,13.22%,6.00%,0.45%,2.63%,-7.76%,-7.43%,-4.67%,3.65%,14.12%,25.58%,9.53%,1.39%,-0.41%,-14.99%,-16.37%,-17.24%,-10.15%,-10.71%,-2.24%,-2.43%,4.08%,11.60%,7.48%,-27.08%,-35.15%,-37.55%,-23.99%,33.91%,47.05%,46.07%,16.16%,11.26%,-23.93%,-16.82%,6.80%,7.81%,45.06%,13.86%,2.94%,-
Enterprise Value,"20,696","20,925","20,255","21,386","22,311","20,182","19,196","20,280","22,843","22,871","23,169","22,002","22,676","22,369","20,207","17,918","19,057","20,304","18,025","17,647","19,587","21,991","20,982","19,750","15,545","15,315","14,292","14,733","17,869","19,157","17,378","16,905","20,330","16,261","16,008","18,785","22,294","22,658","18,360","19,195","19,398"
PE Ratio,18.91,17.92,16.09,17.42,17.37,15.49,14.66,16.76,18.08,17.37,17.79,17.48,17.25,16.43,14.43,15.43,15.07,15.12,12.92,12.37,12.32,13.55,12.87,13.17,8.93,12.46,11.05,14.18,16.35,12.77,11.18,11.06,13.71,10.11,9.92,12.64,13.96,13.68,10.55,12.31,12.66
PS Ratio,1.28,1.23,1.14,1.25,1.26,1.12,1.06,1.21,1.32,1.27,1.31,1.30,1.30,1.25,1.11,1.10,1.09,1.13,0.99,1.07,1.08,1.20,1.14,1.18,0.80,0.84,0.79,1.02,1.21,1.23,1.10,1.09,1.24,0.92,0.91,1.16,1.34,1.32,1.01,1.17,1.18
PB Ratio,5.04,5.33,5.69,6.75,8.05,6.41,6.46,7.47,8.39,8.49,8.65,9.29,9.47,8.55,6.78,6.42,6.37,7.47,6.41,6.44,6.77,7.49,6.91,6.18,4.86,4.85,4.03,4.35,4.97,5.14,4.74,4.76,5.91,4.62,4.71,5.12,6.14,6.02,4.56,4.74,4.79
P/FCF Ratio,13.66,13.94,13.78,15.22,13.18,12.27,9.62,9.18,11.22,11.40,10.38,11.23,9.84,10.47,13.28,8.99,11.63,10.81,8.59,10.75,9.27,10.95,10.83,10.06,10.24,8.36,7.87,8.13,7.28,7.73,6.08,12.17,14.97,16.04,16.84,19.61,21.96,23.55,20.40,12.75,12.90
P/OCF Ratio,11.80,11.84,11.67,13.02,11.53,10.53,8.50,8.33,10.05,10.34,9.60,10.28,9.14,9.65,11.70,8.30,10.47,9.73,7.86,9.53,8.38,10.01,9.85,9.50,9.42,7.87,7.46,7.77,7.08,7.51,5.92,8.01,9.53,8.72,8.87,17.95,20.15,21.53,18.44,12.04,12.19
Debt / Equity Ratio,1.09,1.18,1.25,1.60,1.93,1.73,1.86,1.86,1.96,2.21,2.17,2.29,2.32,2.19,1.97,1.88,1.86,2.11,2.04,1.92,2.78,2.84,2.60,2.25,2.59,2.86,2.63,2.25,2.12,1.89,1.91,2.03,2.20,2.29,2.32,2.00,2.09,2.06,1.99,1.80,1.80
Quick Ratio,0.71,0.68,0.63,0.74,0.67,0.63,0.63,0.69,0.62,0.69,0.71,0.75,0.71,0.70,0.70,0.79,0.72,0.69,0.67,0.74,0.70,0.67,0.68,0.76,0.73,0.76,0.79,0.86,0.86,0.85,0.84,0.85,0.78,0.78,0.77,0.83,0.77,0.77,0.77,0.81,0.81
