,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"3,502","3,871","3,750","4,195","3,469","3,805","3,707","4,153","3,499","3,885","3,791","4,242","3,587","3,790","3,720","4,177","3,630","3,860","3,714","4,087","3,469","3,720","3,624","4,141","3,407","2,801","3,207","3,757","3,427","3,572","3,435","3,856","3,410","3,567","3,443","3,868","3,443","3,610","3,578","4,061"
Revenue Growth (YoY),3.04%,6.43%,7.42%,3.38%,-0.94%,-1.69%,-1.15%,-1.00%,0.86%,2.09%,2.28%,2.13%,2.52%,-2.44%,-1.89%,-1.54%,1.18%,1.83%,-0.14%,-2.15%,-4.43%,-3.62%,-2.44%,1.33%,-1.79%,-24.71%,-11.52%,-9.28%,0.59%,27.53%,7.13%,2.63%,-0.48%,-0.12%,0.24%,0.32%,0.97%,1.20%,3.91%,4.98%
Cost of Revenue,0,0,0,"12,602","2,915","3,084","3,103","3,390","2,925","3,139","3,161","3,425","2,990","3,037","3,081","3,359","3,033","3,093","3,211","3,279","2,877","2,981","2,995","3,341","2,843","2,321","2,560","2,987","2,837","2,847","2,747","3,069","2,905","2,859","2,757","3,086","2,954","2,909","2,875","3,245"
Gross Profit,"3,502","3,871","3,750","-8,407",554,721.4,603.8,763.7,574.4,745.7,630.3,816.9,597,752.7,638.3,817.6,596.5,767.1,503.3,807.6,592.1,739.2,628.4,800.1,564,479.6,646.3,769.8,590.3,725.1,687.7,786.5,504.9,708.2,686.3,781.8,489.6,700.9,703,816
"Selling, General & Admin","3,120","3,323","3,316","-9,280.8",102.1,110.1,103.7,115.8,108.1,110.9,104.1,120.8,108.6,110.1,99.5,121.5,105.4,117.4,113.5,119.1,103.6,107.7,97.2,97.5,86.8,82.1,90.2,101.3,71.6,103.2,95,109.8,96.7,110.9,86.4,84.5,89.2,99.1,89.8,115.6
Other Operating Expenses,0,0,0,294.4,74.2,72.7,71.8,72.4,74.2,73,73.1,72.6,72.7,71.1,68.6,69.7,69.4,67.4,65.9,61.3,59.6,57.8,57.9,56.2,57,335,54.7,53.8,53.3,53.5,51.1,54.2,55.2,55.7,53.9,54.6,53.9,51.1,52.4,53.7
Operating Expenses,"3,120","3,323","3,316","-8,986.4",176.3,182.8,175.5,188.2,182.3,183.9,177.2,193.4,181.3,181.2,168.1,191.2,174.8,184.8,179.4,180.4,163.2,165.5,155.1,153.7,143.8,417.1,144.9,155.1,124.9,156.7,146.1,164,151.9,166.6,140.3,139.1,143.1,150.2,142.2,169.3
Operating Income,382.7,548.4,433.6,579.4,377.7,538.6,428.3,575.5,392.1,561.8,453.1,623.5,415.7,571.5,470.2,626.4,421.7,582.3,323.9,627.2,428.9,573.7,473.3,646.4,420.2,62.5,501.4,614.7,465.4,568.4,541.6,622.5,353,541.6,546,642.7,346.5,550.7,560.8,646.7
Interest Expense / Income,47.7,45.5,42.2,41.8,43.6,44.7,45.6,47.1,50.3,54.3,52.9,73.7,59.3,62.8,65,61.6,62.3,66.4,69.4,68.3,63,66.6,62.8,51.9,58.5,53.7,54.4,55.2,53.8,80.3,50.7,51.6,51,51.2,52,54.4,54.9,57.5,53.5,52.6
Other Expense / Income,13.2,17.4,13.2,25.9,12.3,14.7,14.5,20.1,7.9,13.5,12.1,16.7,6.6,13.4,9.6,20.9,4.4,15,-159.7,10,-,5.8,8,20.6,6.2,11.1,12.8,19.9,11.9,16.7,15.3,21.1,12.7,8.9,-5.2,-5,-19.3,-14.3,-0.7,4.2
Pretax Income,321.8,485.5,378.2,511.7,321.8,479.2,368.2,508.3,333.9,494,388.1,533.1,349.8,495.3,395.6,543.9,355,500.9,414.2,548.9,365.9,501.3,402.5,573.9,355.5,-2.3,434.2,539.6,399.7,471.4,475.6,549.8,289.3,481.5,499.2,593.3,310.9,507.5,508,589.9
Income Tax,116.3,160.3,134.4,182.2,112.7,165.3,128.9,176.7,115.5,167.9,134.3,182.8,108,166.7,132,289.5,90.9,136.7,115.3,149.7,102.7,130.6,112.3,158.9,97.4,21.9,120.9,141.5,111.9,123.2,120,133.6,115.5,133.1,134.7,163.5,83.4,141.2,136.1,164.2
Net Income,205.5,325.2,243.8,329.5,209.1,313.9,239.3,331.6,218.4,326.1,253.8,350.3,241.8,328.6,263.6,254.4,264.1,364.2,298.9,399.2,263.2,370.7,290.2,415,258.1,-24.2,313.3,398.1,287.8,348.2,355.6,416.2,173.8,348.4,364.5,429.8,227.5,366.3,371.9,425.7
