,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"65,639","61,576","50,100","46,644","43,950","41,984","30,279","34,893","41,070","34,562","45,730","42,450","45,313","50,618","50,771","54,930","56,721","60,262","46,752","40,784","47,247","45,665","44,463","53,025","32,434","34,780","35,639","45,524","46,411","40,253","27,962","28,757","29,696","25,666","28,671","36,733","43,908","44,328","35,042","37,621","41,638"
Market Cap Growth,41.29%,41.04%,-8.47%,-27.84%,-33.04%,-31.82%,-39.56%,-25.19%,-6.55%,-17.68%,51.03%,21.66%,10.33%,46.45%,11.02%,29.40%,25.17%,19.05%,-7.92%,-25.75%,-16.70%,-24.22%,-4.90%,30.01%,-31.35%,-23.84%,-19.85%,-14.15%,43.10%,15.74%,-21.54%,-36.83%,-36.01%,-36.24%,2.54%,27.74%,47.86%,72.71%,22.22%,2.42%,-
Enterprise Value,"72,604","68,656","56,885","53,124","50,778","48,977","37,545","42,050","48,744","42,602","53,688","49,907","53,137","58,441","58,376","62,140","63,733","67,223","53,947","48,108","55,098","53,659","52,574","61,275","42,138","45,586","47,153","57,430","58,767","52,630","40,837","41,682","38,227","34,577","37,839","46,275","53,241","53,356","43,738","46,421","50,438"
PE Ratio,26.15,23.22,18.58,16.42,17.06,17.68,13.63,17.75,23.15,21.17,28.12,25.28,24.63,24.60,24.02,19.56,14.99,15.89,12.32,16.90,30.70,23.58,23.41,19.65,15.34,102.00,-47.08,-27.02,-23.65,-30.17,-24.59,-29.92,16.08,14.68,15.27,20.05,-79.69,869.17,52.30,30.81,34.53
PS Ratio,4.53,4.14,3.38,3.20,3.24,3.26,2.47,2.99,3.61,3.11,4.08,3.77,3.90,4.19,4.14,4.32,4.28,4.49,3.43,2.97,3.43,3.30,3.24,4.37,3.28,5.25,9.32,15.48,17.07,10.51,6.59,6.79,7.46,6.66,7.17,8.94,8.31,6.53,4.09,3.63,4.01
PB Ratio,9.01,8.46,6.95,6.47,6.15,5.94,4.39,5.12,6.19,5.38,7.21,6.87,7.56,8.55,8.61,8.47,7.70,8.42,6.81,7.18,8.55,8.21,8.30,10.22,7.23,9.35,11.14,15.31,17.36,16.16,13.30,14.41,6.56,6.12,7.35,9.47,10.83,10.24,7.70,9.14,10.11
P/FCF Ratio,17.43,16.18,13.06,12.76,13.99,15.82,14.03,18.06,20.31,16.05,19.58,16.01,15.34,15.36,14.30,14.76,13.76,14.74,12.05,10.82,14.82,21.57,21.99,26.19,41.26,-424.15,-26.82,-17.94,-19.67,-29.95,-26.78,-35.68,-36.26,-21.26,-24.44,-25.56,-65.73,97.85,27.36,17.00,18.81
P/OCF Ratio,14.01,12.81,10.23,9.65,9.91,10.43,8.28,10.09,11.66,9.43,11.88,10.50,10.77,11.59,11.45,12.09,11.40,12.20,9.90,8.68,11.46,14.76,14.36,17.45,17.55,31.05,-481.61,-34.70,-40.89,-126.98,-153.64,1917.10,-195.37,-51.44,-58.51,-46.21,7317.92,39.30,16.55,11.66,12.90
Debt / Equity Ratio,1.41,1.43,1.38,1.39,1.29,1.39,1.32,1.37,1.41,1.60,1.54,1.55,1.63,1.71,1.63,1.49,1.31,1.58,1.75,2.11,2.17,2.16,2.23,2.41,2.74,3.72,4.35,4.71,5.40,5.80,6.91,7.41,3.31,3.67,3.92,4.12,3.94,3.45,3.16,3.41,3.41
Quick Ratio,1.72,1.69,1.78,1.86,1.57,1.55,1.34,1.40,1.17,1.21,0.96,1.04,1.05,1.15,1.00,1.03,1.12,1.64,1.87,1.71,1.67,1.58,1.53,1.58,1.35,1.52,1.23,0.83,0.93,0.88,0.73,0.81,3.08,3.28,1.87,1.72,1.78,2.74,1.48,1.29,1.29
Current Ratio,1.77,1.74,1.84,1.92,1.64,1.61,1.41,1.47,1.23,1.26,1.02,1.10,1.12,1.21,1.07,1.08,1.18,1.70,1.93,1.76,1.73,1.64,1.60,1.65,1.44,1.59,1.31,2.03,2.28,2.19,2.10,2.15,3.14,3.35,1.83,1.73,1.79,2.77,1.51,1.31,1.31
Interest Coverage,12.74,11.32,11.78,13.22,9.57,8.83,9.84,9.00,6.55,6.98,9.95,8.50,8.05,8.90,8.73,10.00,10.94,7.85,6.19,5.43,5.73,9.32,5.49,24.50,1.16,-6.46,-3.18,-0.84,-0.71,-0.25,-1.52,0.28,17.23,-0.11,0.02,0.07,1.90,2.72,3.51,3.66,2.91
Return on Capital (ROIC),Upgrade,19.71%,20.63%,21.56%,21.95%,20.47%,18.26%,17.64%,15.70%,14.89%,13.18%,13.58%,13.85%,14.97%,16.40%,17.77%,23.14%,29.20%,26.78%,26.52%,17.90%,12.01%,12.09%,12.14%,16.50%,12.31%,3.40%,-4.12%,-8.24%,-8.73%,-5.18%,-4.03%,-4.10%,-4.57%,-4.58%,-3.95%,-3.96%,-1.05%,2.09%,5.81%,9.94%
Dividend Yield,1.90%,2.20%,3.00%,3.40%,3.90%,4.40%,6.50%,5.90%,5.20%,6.30%,4.90%,5.40%,5.10%,4.50%,4.50%,4.20%,4.10%,3.90%,5.00%,5.80%,5.00%,5.10%,5.30%,4.50%,7.30%,5.10%,3.30%,1.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,0.80%,1.45%
Payout Ratio,52.60%,60.20%,59.50%,55.60%,101.60%,110.20%,100.00%,110.20%,180.00%,175.60%,110.80%,110.80%,119.70%,105.80%,101.40%,47.70%,40.50%,107.10%,102.70%,-357.10%,102.70%,62.10%,111.60%,93.90%,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,40.00%,50.00%
Buyback Yield / Dilution,1.20%,2.26%,2.68%,2.61%,2.28%,1.32%,0.93%,0.49%,0.49%,0.44%,0.29%,0.28%,-,0.38%,0.38%,0.75%,0.63%,0.25%,0.63%,1.52%,1.90%,2.28%,2.29%,1.16%,1.42%,1.04%,0.65%,0.52%,-,-,-,-,-,-,-,-,-0.26%,-0.39%,-0.26%,0.65%,-0.13%
Total Shareholder Return,3.10%,4.46%,5.68%,6.01%,6.18%,5.72%,7.43%,6.39%,5.69%,6.74%,5.19%,5.68%,5.10%,4.88%,4.88%,4.95%,4.73%,4.15%,5.63%,7.32%,6.90%,7.38%,7.59%,5.66%,8.72%,6.14%,3.95%,1.82%,-,-,-,-,-,-,-,-,-0.26%,-0.39%,0.14%,1.45%,1.32%
