,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,99.98,202.5,230.06,199.89,168.57,183.5,129.27,76.22,205.91,248.38,160.77,237.73,202.43,289.3,344.2,298.4,219.6,275.8,306.7,366.9,277.6,397.4,429.1,498.6,562.7,415,446.1,464.4,365.1,645,746.3,723,453.4,711.7,898.2,839.7,-683.8,335.8,475.7,586.9
Depreciation & Amortization,244.81,245.76,245.43,249.07,263.55,263.52,328.36,341.1,352.33,341.63,397.77,398,388.2,421.1,396.4,432.3,466.1,446.3,449.7,448.9,765.9,436.9,448.9,442.8,449.8,472.3,454.9,473.9,481.2,522.5,554.8,611.4,643.9,815.8,826.5,898.1,814.7,794.1,764.6,762.9
Share-Based Compensation,14.98,24.6,18.84,18.27,18.45,29.86,24.05,18.35,18.25,28.08,21.91,20.23,19.69,36.2,25.8,24.4,22.1,42.7,24.8,43.8,26.2,42.5,21.9,23.5,23.5,47.7,27.2,24.1,21.8,38,31.9,28.1,21.5,56.7,42.2,39.2,31.2,65.5,49.4,43.1
Other Operating Activities,94.83,3.72,97.11,22.3,102.61,23.23,18.07,44.72,19.98,-81.36,140.58,-15.62,86.2,-95.2,5.4,-110.2,62.3,17.6,158.8,-106.3,193.5,-91.7,136.7,-27.7,-42.3,-135,60.6,-2.1,264.2,-112.8,-381.1,733.9,-439.9,-920.6,-851.6,-844.7,"1,023",-124.9,-80.3,-92.3
Operating Cash Flow,454.6,476.58,595.8,497.22,564.98,509.93,526.53,507.16,623.29,563.51,747.8,667.12,723.27,678.2,794.6,663.8,789,791.8,940,753.3,"1,263",785.1,"1,037",937.2,993.7,800,988.8,960.3,"1,132","1,093",951.9,"2,096",678.9,663.6,915.3,932.3,"1,185","1,071","1,209","1,301"
Operating Cash Flow Growth,52.63%,20.95%,52.58%,38.15%,24.28%,7.00%,-11.63%,2.00%,10.32%,10.51%,42.02%,31.54%,16.04%,20.35%,6.26%,-0.50%,9.09%,16.75%,18.30%,13.48%,60.10%,-0.85%,10.28%,24.41%,-21.33%,1.90%,-4.61%,2.46%,13.95%,36.59%,-3.73%,118.31%,-40.04%,-39.27%,-3.84%,-55.53%,74.55%,61.32%,32.13%,39.50%
Capital Expenditures,-276.28,-213.89,-252.36,-257.11,-251.05,-159.18,-151.94,-206.9,-210.78,-154.22,-165.21,-155.75,-207.33,-168.1,-203.4,-183.5,-248.6,-198.5,-226.4,-185.5,-302.8,-220.8,-243.5,-260.3,-266.7,-214.4,-210.5,-243.9,-362.9,-324.8,-277.9,-314,-460,-386.1,-370.1,-459.2,-658.2,-461.9,-420.9,-390.7
Acquisitions,"-4,096.11",-62.76,-252.77,6.06,-685.7,"-5,078.97",-651.7,-944.44,-345.5,-5.53,"-1,215.69",-93.45,-101.34,-777.8,-79.4,-99.7,"-1,050.1",-673.4,-663.1,-101.3,-443.6,-91.1,-43.4,-553.1,"-2,272",-49.3,-183.4,-100.9,"-3,465.5",-114.8,"-8,767.8",-712.7,"-9,708.6",-128.6,-89.7,-140.8,-189.9,-60.9,-30.3,-60.7
Change in Investments,139.18,-13.04,19.14,-13.39,46.81,-11.27,-26.39,26.5,20.66,-25.77,23.01,6.39,8.67,3.8,3.4,2.9,4.6,-394.1,335.8,83.1,73.1,-6.6,19.4,9.7,5.1,5.8,3.5,5.4,4.9,4.4,-21.5,5.9,0.5,3.2,6,6.8,3.6,3.1,3.8,6.1
Other Investing Activities,18.51,-1.37,-59.77,-2.16,43.81,-,-,-,-1.8,-,-,-,-16.1,21.8,-14.8,-15.7,3.7,-14.6,-8.7,-8.4,-21.1,-4.8,0.1,-6.4,-53.1,4.5,5,7.6,9.5,-3.5,0.3,1.9,0.4,-1.6,63.4,-9.5,-4.5,242.9,7.7,-3.8
