,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28,2017-07-28,2017-10-27,2018-01-26,2018-04-27,2018-07-27,2018-10-26,2019-01-25,2019-04-26,2019-07-26,2019-10-25,2020-01-24,2020-04-24,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-01-27,2023-04-28,2023-07-28,2023-10-27,Current
Market Capitalization,"14,982","11,595","12,335","13,000","12,306","11,261","9,500","10,027","6,411","6,834","7,380","9,408","10,398","10,797","11,818","11,872","16,899","18,058","20,934","18,621","16,053","17,757","14,188","13,325","13,650","9,524","9,826","9,744","14,842","16,626","17,766","19,970","19,198","16,301","15,778","15,085","14,129","13,452","16,408","14,993","17,659"
Market Cap Growth,15.68%,-7.74%,-17.39%,-2.96%,-17.87%,-2.88%,-22.98%,-22.87%,-47.90%,-39.31%,-22.32%,-6.17%,62.19%,58.00%,60.13%,26.19%,62.51%,67.24%,77.13%,56.84%,-5.01%,-1.66%,-32.22%,-28.44%,-14.97%,-46.37%,-30.74%,-26.88%,8.73%,74.57%,80.80%,104.95%,29.35%,-1.96%,-11.19%,-24.46%,-26.41%,-17.47%,4.00%,-0.61%,-
Enterprise Value,"10,908","7,581","8,265","9,225","8,548","7,422","6,038","6,702","2,878","3,870","4,450","6,543","7,643","7,869","8,885","8,915","13,452","14,593","17,865","16,114","13,710","15,651","12,231","11,981","12,481","8,310","8,833","8,729","13,580","14,662","15,852","18,056","17,632","14,803","14,976","14,439","13,376","12,771","15,823","14,764","17,430"
PE Ratio,24.39,18.17,19.14,20.39,19.77,20.11,21.49,25.32,17.23,29.84,22.85,29.58,33.44,22.45,21.57,19.37,-1408.22,155.67,78.11,55.58,15.10,15.19,14.35,13.45,13.40,11.63,12.39,14.18,25.07,22.78,20.78,21.20,18.97,17.40,16.63,10.23,10.97,10.56,13.57,21.67,26.62
PS Ratio,2.34,1.83,1.96,2.07,1.98,1.84,1.59,1.71,1.12,1.23,1.34,1.74,1.92,1.97,2.14,2.12,2.95,3.05,3.45,3.02,2.59,2.89,2.40,2.31,2.44,1.76,1.79,1.76,2.66,2.90,3.01,3.30,3.10,2.58,2.44,2.30,2.19,2.12,2.65,2.46,2.89
PB Ratio,3.83,3.06,3.22,3.76,3.51,3.30,3.17,3.36,2.06,2.37,2.64,3.37,3.86,3.88,4.27,4.28,7.77,7.93,10.89,12.17,13.05,16.29,16.44,24.86,48.41,39.35,34.60,26.34,31.05,24.27,24.68,26.31,21.77,19.45,24.01,12.55,12.82,11.61,18.80,19.47,22.93
P/FCF Ratio,12.42,10.27,11.57,12.08,11.74,10.30,9.26,12.61,7.43,7.46,7.26,9.22,11.61,13.31,14.19,11.69,11.87,11.70,13.16,13.04,12.84,15.20,11.98,12.47,13.16,9.23,10.37,9.17,14.62,10.78,11.54,11.96,12.56,16.55,15.62,16.85,13.92,15.50,15.33,14.56,17.14
P/OCF Ratio,10.44,8.59,9.64,10.01,9.91,8.88,8.04,10.61,6.25,7.02,6.88,8.66,10.76,10.95,11.72,10.20,12.53,12.22,13.47,13.25,11.18,13.24,10.71,12.04,12.69,8.98,9.93,8.09,12.83,12.47,13.31,13.57,14.13,13.46,12.62,12.94,11.01,12.15,12.83,12.49,14.72
Debt / Equity Ratio,0.25,0.26,0.39,0.43,0.43,0.44,0.50,0.50,0.48,0.81,0.53,0.53,0.70,0.72,0.86,1.08,1.00,0.85,0.91,1.17,1.39,1.64,1.83,3.07,6.52,6.89,9.79,7.11,5.51,3.84,3.66,3.47,2.99,3.15,4.01,1.99,2.17,2.06,2.74,3.11,3.11
Quick Ratio,2.33,2.17,2.56,2.37,2.38,2.25,2.16,2.20,2.26,1.67,1.95,1.94,1.36,1.37,1.36,1.55,1.80,1.82,1.91,1.53,1.43,1.32,1.28,1.18,1.09,1.07,1.47,1.52,1.54,1.61,1.68,1.63,1.41,1.36,1.20,1.16,1.17,1.17,1.12,0.91,0.91
Current Ratio,2.57,2.40,2.81,2.61,2.63,2.50,2.47,2.48,2.45,1.76,2.07,2.07,1.47,1.50,1.47,1.67,1.91,1.97,2.06,1.65,1.56,1.45,1.42,1.31,1.20,1.18,1.62,1.65,1.68,1.74,1.82,1.77,1.55,1.50,1.38,1.36,1.34,1.35,1.28,1.07,1.07
Interest Coverage,35.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Return on Capital (ROIC),Upgrade,12.74%,13.23%,11.90%,12.83%,12.49%,11.48%,10.00%,8.94%,8.18%,4.50%,7.61%,7.48%,6.80%,10.08%,10.53%,10.42%,-0.20%,2.52%,6.65%,9.32%,34.68%,38.98%,38.95%,43.82%,46.26%,42.76%,27.00%,24.30%,20.91%,23.57%,26.64%,29.06%,30.15%,28.52%,29.77%,40.09%,35.46%,33.82%,34.95%,21.25%
Dividend Yield,1.00%,1.70%,1.60%,1.50%,1.60%,1.80%,2.20%,2.00%,3.20%,3.00%,2.80%,2.20%,2.00%,1.90%,1.80%,1.80%,1.20%,1.20%,1.30%,1.70%,2.20%,2.20%,2.80%,3.10%,3.10%,4.50%,4.30%,4.40%,2.90%,2.60%,2.40%,2.20%,2.30%,2.70%,2.80%,2.90%,3.10%,3.20%,2.60%,2.80%,2.33%
Payout Ratio,26.30%,25.40%,61.10%,33.00%,28.90%,38.40%,-180.00%,46.20%,34.60%,-900.00%,82.60%,48.70%,35.80%,31.70%,40.80%,30.80%,-11.20%,18.50%,37.00%,43.00%,40.00%,25.20%,111.60%,46.60%,39.00%,53.90%,137.10%,77.40%,58.50%,31.80%,54.90%,50.00%,44.20%,43.10%,51.50%,14.50%,166.70%,43.50%,71.40%,44.60%,62.11%
Buyback Yield / Dilution,5.07%,8.38%,8.59%,7.48%,8.43%,6.50%,7.60%,8.36%,6.62%,8.57%,7.24%,4.05%,5.07%,3.47%,1.42%,3.17%,4.63%,-6.83%,3.24%,4.00%,4.85%,16.84%,9.67%,10.61%,10.20%,9.31%,8.64%,5.08%,0.87%,-2.23%,-3.15%,-2.23%,-0.88%,-0.45%,2.18%,3.93%,4.37%,5.24%,3.57%,4.09%,4.09%
Total Shareholder Return,6.07%,10.08%,10.19%,8.98%,10.03%,8.30%,9.80%,10.36%,9.82%,11.57%,10.04%,6.25%,7.07%,5.37%,3.22%,4.97%,5.83%,-5.63%,4.54%,5.70%,7.05%,19.04%,12.47%,13.71%,13.30%,13.81%,12.94%,9.48%,3.77%,0.37%,-0.75%,-0.03%,1.42%,2.25%,4.98%,6.83%,7.47%,8.44%,6.17%,6.89%,6.42%
