,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"39,016","40,425","39,097","44,190","40,289","38,056","40,607","42,529","47,222","49,246","48,304","48,206","49,335","47,621","49,114","48,264","45,024","46,848","44,216","45,189","53,466","57,508","64,564","66,804","57,076","54,751","57,263","64,885","65,679","64,058","65,615","72,681","76,877","75,769","72,284","77,742","75,766","76,601","70,580","76,474","72,504"
Market Cap Growth,-4.31%,5.25%,8.64%,21.91%,3.26%,-5.86%,3.86%,-3.76%,17.21%,29.40%,18.96%,13.35%,4.47%,-3.30%,1.68%,0.12%,-8.74%,-1.62%,-9.97%,-6.37%,18.75%,22.75%,46.02%,47.83%,6.75%,-4.79%,-11.31%,-2.87%,15.07%,17.00%,14.59%,12.02%,17.05%,18.28%,10.16%,6.96%,-1.44%,1.10%,-2.36%,-1.63%,-
Enterprise Value,"62,080","64,365","62,141","68,256","65,255","64,617","66,627","69,863","76,146","78,850","91,109","93,688","97,114","96,378","97,399","96,927","94,692","94,569","89,371","90,642","98,074","102,283","109,416","113,515","104,506","102,637","105,819","114,861","117,159","116,384","118,114","126,353","131,137","130,507","126,925","134,960","135,263","136,873","131,210","139,216","135,246"
PE Ratio,20.39,18.14,18.67,22.51,19.00,17.80,17.07,17.97,20.11,21.03,19.15,19.69,18.85,77.69,90.45,57.32,40.16,19.95,18.10,20.30,15.86,13.00,14.11,14.10,16.20,16.91,18.05,20.80,19.40,20.37,21.91,30.37,33.57,25.05,21.29,22.06,22.59,24.83,23.26,19.23,18.36
PS Ratio,2.19,2.24,2.13,2.39,2.24,2.13,2.26,2.43,2.73,2.83,2.64,2.42,2.28,2.10,2.17,2.10,1.91,1.97,1.86,1.92,2.37,2.61,2.96,3.12,2.72,2.67,2.84,3.19,3.09,2.93,2.92,3.15,3.22,2.93,2.58,2.66,2.60,2.77,2.69,3.03,2.87
PB Ratio,2.05,2.08,1.97,2.11,2.01,1.89,1.97,1.94,2.27,2.24,1.97,1.81,1.97,2.04,2.04,1.89,1.83,1.98,1.78,1.56,1.74,1.85,2.03,2.43,1.79,1.71,1.76,2.32,1.99,1.96,1.98,2.61,2.36,2.30,2.04,2.56,2.19,2.21,2.00,2.43,2.31
P/FCF Ratio,41.68,79.11,44.99,95.65,109.19,41.41,31.58,42.44,1430.96,-93.27,-26.38,-19.00,-22.31,-27.93,-41.17,-62.68,-114.86,-90.62,-43.48,-44.92,-31.41,-36.79,-41.49,-34.38,-34.18,-41.38,-40.33,-78.55,-115.02,-75.54,-79.82,-47.17,-96.94,-108.55,-38.65,-54.83,-27.45,-26.24,-46.19,-50.18,-50.18
P/OCF Ratio,6.04,6.50,6.13,7.60,7.16,6.50,6.53,6.78,7.57,7.81,8.81,9.85,10.04,8.67,8.40,7.55,6.43,6.78,6.57,6.51,8.65,9.28,10.34,11.56,9.62,8.95,9.36,9.69,9.32,9.49,10.01,11.78,11.79,11.07,11.84,12.34,13.64,13.62,10.05,10.13,9.60
Debt / Equity Ratio,1.24,1.26,1.23,1.18,1.30,1.36,1.31,1.31,1.43,1.79,1.85,1.78,1.95,2.15,2.08,1.99,2.11,2.10,1.89,1.61,1.50,1.48,1.50,1.77,1.55,1.56,1.60,1.82,1.61,1.65,1.64,1.99,1.71,1.71,1.60,1.94,1.75,1.80,1.76,2.02,2.02
Quick Ratio,0.50,0.45,0.53,0.30,0.32,0.35,0.35,0.36,0.30,1.41,0.56,0.40,0.34,0.36,0.41,0.44,0.43,0.38,0.42,0.37,0.50,0.43,0.60,0.43,0.53,0.51,0.54,0.36,0.46,0.41,0.48,0.46,0.48,0.49,0.44,0.36,0.29,0.39,0.37,0.30,0.30
Current Ratio,1.06,0.90,0.91,0.65,0.69,0.76,0.65,0.72,0.70,1.78,0.91,0.75,0.69,0.69,0.73,0.74,0.70,0.81,0.72,0.67,0.88,0.76,0.94,0.78,0.99,0.97,0.90,0.71,0.82,0.82,0.86,0.82,0.89,0.85,0.81,0.66,0.69,0.83,0.84,0.78,0.78
Interest Coverage,3.64,5.52,6.44,2.83,4.75,6.25,7.74,2.76,3.91,4.06,5.25,1.60,3.37,-3.62,5.10,1.73,3.30,0.39,4.91,1.29,9.02,3.44,4.89,1.84,3.23,2.40,4.49,1.71,3.95,1.81,4.27,-0.02,3.62,3.90,4.70,0.68,2.65,2.53,3.77,2.35,2.83
Return on Capital (ROIC),Upgrade,7.26%,7.07%,7.10%,6.68%,6.42%,6.29%,6.43%,6.15%,6.30%,5.39%,5.11%,4.36%,4.68%,1.25%,1.02%,2.18%,2.57%,5.07%,5.03%,5.00%,4.29%,5.62%,5.94%,5.52%,5.56%,5.42%,5.15%,5.56%,5.42%,5.01%,4.62%,3.71%,3.31%,3.92%,4.37%,4.82%,4.42%,4.19%,4.20%,5.43%
Dividend Yield,4.60%,4.50%,4.70%,4.20%,4.70%,5.10%,4.80%,4.60%,4.20%,4.10%,4.30%,4.50%,4.50%,4.70%,4.60%,4.80%,5.20%,5.10%,5.40%,5.40%,4.60%,4.40%,4.00%,3.90%,4.60%,4.80%,4.60%,4.10%,4.10%,4.30%,4.20%,3.80%,3.60%,3.70%,3.90%,3.80%,3.90%,3.90%,4.30%,4.00%,4.21%
Payout Ratio,130.00%,77.20%,65.60%,169.40%,93.80%,78.60%,51.70%,180.70%,102.30%,83.60%,47.50%,329.40%,84.80%,-42.00%,54.20%,118.40%,62.40%,-400.00%,52.60%,230.80%,29.90%,72.10%,49.20%,151.20%,75.60%,110.30%,54.20%,173.00%,59.80%,188.60%,63.50%,-330.00%,68.00%,65.40%,50.00%,-680.00%,86.10%,90.90%,53.80%,89.70%,77.35%
Buyback Yield / Dilution,-2.06%,-2.28%,-2.38%,-2.59%,-2.46%,-1.45%,-1.11%,-0.77%,-0.77%,-3.07%,-6.91%,-8.72%,-8.46%,-6.91%,-3.59%,-2.01%,-1.60%,-0.90%,-1.88%,-1.97%,-2.85%,-3.75%,-2.72%,-2.51%,-2.11%,-1.05%,-0.66%,-0.47%,0.09%,-0.38%,-0.38%,-0.28%,-0.28%,-0.47%,-1.87%,-2.33%,-2.71%,-2.43%,-1.01%,-0.18%,-1.57%
