,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"259,758","263,530","257,069","253,766","249,710","267,717","254,632","314,903","296,620","289,479","265,432","279,546","259,999","234,554","209,349","151,328","117,041","118,207","98,122","65,845","86,964","91,568","78,020","97,466","69,397","59,743","54,533","94,607","115,123","118,161","113,092","103,741","100,588","70,079","67,888","91,555","104,136","119,622","120,320","138,911","162,335"
Market Cap Growth,8.05%,9.90%,5.66%,-10.52%,-3.87%,1.59%,-0.95%,24.09%,18.79%,8.13%,4.24%,-11.23%,-12.35%,-18.97%,-21.13%,-45.87%,-54.98%,-49.60%,-53.13%,-56.49%,-25.70%,-22.54%,-20.49%,48.02%,-20.20%,-34.76%,-30.10%,-2.93%,65.89%,97.78%,107.38%,9.66%,-12.63%,-40.69%,-39.97%,-11.75%,3.53%,70.70%,77.23%,51.72%,-
Enterprise Value,"498,616","497,537","479,956","445,165","451,321","446,215","398,277","442,022","407,594","393,792","362,334","367,628","347,101","324,907","305,887","241,952","210,752","206,106","186,155","138,321","163,765","169,452","146,624","138,937","107,265","100,190","94,834","125,660","146,312","151,412","144,268","110,859","110,601","82,662","79,401","92,195","101,742","117,753","120,961","137,202","160,626"
PE Ratio,20.73,20.36,19.35,16.66,-186.49,-42.88,-35.00,-51.24,40.26,25.21,24.07,40.84,37.98,47.25,49.40,-16.96,-10.17,-10.04,-2.73,-2.89,-4.81,-4.88,-14.44,-17.92,-24.50,-12.07,16.40,18.09,-30.30,-42.06,-273.17,-15.78,-20.58,-15.08,-11.78,1795.19,12.11,12.56,12.41,15.12,17.84
PS Ratio,2.33,2.42,2.44,2.17,2.27,2.51,2.48,2.68,2.49,2.35,2.13,2.34,2.19,2.06,1.81,1.52,1.22,1.23,1.10,0.68,0.95,1.07,0.91,1.08,0.79,0.74,0.72,1.25,1.57,1.58,1.51,1.84,1.93,1.46,1.55,1.58,1.74,1.91,1.84,2.04,2.39
PB Ratio,1.97,1.97,1.90,1.98,2.30,2.44,2.29,3.20,3.26,3.41,3.24,3.69,3.49,3.16,2.75,2.70,2.09,2.15,3.12,2.13,2.47,2.56,2.79,3.44,1.97,1.77,1.64,2.66,3.43,3.53,3.02,2.57,2.58,2.02,2.16,2.72,3.29,3.84,4.20,5.07,5.93
P/FCF Ratio,10.17,10.46,9.51,10.80,9.76,10.32,12.39,21.24,32.01,-1019.29,530.86,-118.25,-98.56,79.89,87.74,30.34,23.85,58.96,-51.43,31.00,31.05,26.24,9.41,14.73,11.34,11.47,11.32,46.35,217.62,48.29,32.79,41.18,25.08,17.45,20.97,18.50,20.08,23.70,23.03,37.82,44.20
P/OCF Ratio,9.00,9.84,9.32,9.16,8.66,8.96,10.35,15.83,20.53,61.97,54.48,240.99,599.07,38.90,35.33,23.09,16.85,30.75,1344.14,13.23,18.16,15.67,7.36,11.16,8.28,8.36,8.21,26.52,62.50,33.55,24.98,29.80,20.60,14.26,16.98,15.48,16.76,19.49,18.41,26.82,31.34
Debt / Equity Ratio,2.47,2.39,2.32,2.04,2.66,2.47,2.18,2.01,2.04,1.84,1.82,1.80,1.73,1.81,1.79,2.40,2.25,2.10,3.66,3.34,3.18,3.07,3.45,3.21,2.41,2.43,2.39,2.11,2.12,1.90,1.68,0.87,0.86,0.94,0.97,0.71,0.71,0.70,0.73,0.77,0.77
Quick Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.84,-,-,-,1.11,0.96,0.80,0.81,0.84,0.74,0.67,0.66,0.77,0.81,0.80,0.72,0.75,0.75
Current Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.31,-,-,-,1.55,1.96,1.81,1.80,1.28,1.19,1.13,1.10,1.18,1.25,1.25,1.17,1.18,1.18
Interest Coverage,2.69,3.88,3.97,-,-10.78,0.21,3.94,5.50,1.03,3.54,3.13,1.90,0.83,1.87,1.66,-12.37,0.07,2.01,-18.67,1.34,4.50,0.94,-6.34,-,12.15,-2.83,-2.09,7.52,-4.32,-2.27,3.73,-11.05,-1.86,-0.96,1.47,6.73,29.91,2.38,2.70,7.80,10.52
Return on Capital (ROIC),Upgrade,1.90%,1.56%,1.27%,2.88%,2.25%,2.14%,1.94%,4.03%,6.68%,8.13%,8.61%,7.87%,4.62%,3.63%,2.45%,-4.63%,-4.58%,-5.58%,-21.55%,-11.38%,-10.56%,-10.92%,4.70%,2.83%,1.78%,-0.78%,-1.16%,-0.60%,-0.74%,1.95%,2.97%,1.40%,-0.53%,-0.76%,-2.83%,-0.71%,1.51%,0.65%,2.19%,3.41%
