,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"85,730","80,390","84,852","97,918","107,207","110,920","98,716","114,761","106,645","122,778","90,093","97,667","90,962","91,795","104,529","100,297","103,261","90,455","101,307","84,842","77,895","74,179","82,950","104,584","125,834","133,046","135,890","140,172","141,441","149,199","131,482","138,395","159,184","163,938","151,795","152,977","145,466","134,349","121,252","104,403","101,453"
Market Cap Growth,27.11%,9.51%,11.37%,11.89%,25.05%,37.98%,16.34%,17.20%,-0.52%,10.69%,-8.74%,-14.90%,-14.71%,-25.23%,16.02%,2.69%,13.52%,-1.46%,-3.08%,-15.41%,-24.56%,-17.99%,-18.12%,23.27%,61.54%,79.36%,63.82%,34.03%,12.40%,12.14%,-3.24%,-1.27%,12.54%,9.88%,15.45%,10.54%,-8.62%,-18.05%,-20.12%,-31.75%,-
Enterprise Value,"86,319","80,952","85,299","98,315","107,057","112,814","100,577","117,180","109,037","124,863","91,359","98,025","93,287","93,507","105,850","101,447","104,191","91,767","101,784","83,432","75,147","69,800","75,367","135,924","154,218","158,060","159,684","175,017","174,793","181,387","160,561","165,982","189,188","192,770","181,866","183,044","174,027","163,295","151,171","131,895","128,945"
PE Ratio,29.65,29.91,31.23,48.86,47.58,61.97,55.62,73.33,67.75,42.78,26.77,21.91,18.81,20.02,24.72,99.60,112.36,240.57,70.75,17.24,15.14,11.96,14.67,30.41,131.90,-236.32,-3088.40,-15.55,-22.74,-29.38,-24.33,19.79,25.47,24.78,22.73,24.18,19.90,16.87,14.64,13.01,12.92
PS Ratio,5.24,4.96,5.28,6.17,6.66,6.77,5.97,6.93,6.31,6.97,4.88,5.03,4.56,4.54,5.08,4.83,4.91,4.19,4.60,3.76,3.35,3.11,3.43,4.00,4.06,3.82,3.45,3.30,3.30,3.36,2.89,2.98,3.39,3.48,3.25,3.31,3.17,2.97,2.70,2.32,2.25
PB Ratio,5.54,5.25,5.60,6.59,6.90,7.34,6.55,8.04,7.41,8.23,5.77,6.04,6.31,6.25,7.07,8.54,8.07,7.34,7.43,6.05,5.12,4.62,4.70,2.03,2.52,2.71,2.71,3.71,3.76,4.05,3.53,3.85,5.04,5.03,4.65,4.93,4.57,4.20,4.18,3.55,3.45
P/FCF Ratio,21.17,22.43,24.59,37.34,41.03,70.52,92.52,89.31,328.14,205.66,65.76,52.99,31.55,22.72,23.60,23.77,22.52,22.01,27.28,13.87,12.24,10.03,9.52,14.18,12.66,10.72,11.18,10.54,10.72,12.77,9.02,9.08,10.51,11.48,11.93,12.80,13.13,12.53,10.37,8.25,8.02
P/OCF Ratio,18.68,19.44,21.29,31.10,33.96,51.07,55.06,54.52,85.25,75.84,36.05,31.94,21.93,17.35,18.66,19.01,18.48,17.87,21.89,12.01,10.70,8.93,8.66,12.74,11.70,10.10,10.55,9.98,10.15,11.93,8.48,8.54,9.83,10.65,10.99,11.71,11.90,11.34,9.39,7.53,7.32
Debt / Equity Ratio,0.49,0.50,0.51,0.53,0.48,0.49,0.48,0.47,0.47,0.45,0.44,0.41,0.59,0.56,0.57,0.68,0.60,0.60,0.54,0.52,0.40,1.56,1.41,0.91,0.94,0.95,0.90,1.34,1.23,1.23,1.20,1.24,1.42,1.29,1.20,1.27,1.19,1.18,1.30,1.35,1.35
Quick Ratio,1.38,1.35,1.30,1.28,1.44,1.23,1.30,1.07,1.22,1.30,1.24,1.35,1.37,1.36,1.38,1.37,1.29,1.18,1.31,1.36,1.64,3.61,3.63,1.26,1.38,1.26,1.43,1.28,1.25,1.16,1.16,1.20,1.03,1.07,0.98,0.87,1.01,0.94,0.77,1.04,1.04
Current Ratio,1.86,1.80,1.75,1.73,1.94,1.76,1.81,1.30,1.48,1.56,1.47,1.55,1.60,1.59,1.59,1.55,1.52,1.41,1.53,1.66,1.93,3.88,3.83,1.60,1.66,1.47,1.68,1.58,1.56,1.54,1.47,1.52,1.32,1.44,1.42,1.25,1.42,1.39,1.18,1.43,1.43
Return on Capital (ROIC),Upgrade,12.51%,11.69%,11.98%,8.55%,9.56%,7.36%,7.38%,6.20%,6.19%,12.46%,14.20%,19.64%,21.13%,19.92%,18.11%,5.00%,4.60%,2.04%,6.97%,23.12%,24.32%,15.16%,13.32%,4.46%,2.45%,0.89%,1.43%,-10.13%,-7.91%,-6.69%,-7.09%,8.71%,8.18%,8.88%,9.32%,9.01%,10.52%,11.45%,12.47%,11.62%
Dividend Yield,2.70%,2.90%,2.80%,2.50%,2.20%,2.20%,3.10%,2.20%,2.30%,2.10%,2.10%,2.00%,2.10%,2.10%,2.40%,2.50%,2.50%,2.90%,2.60%,3.10%,3.40%,3.60%,3.20%,2.60%,3.00%,2.90%,2.90%,3.70%,3.70%,2.80%,4.10%,2.40%,2.80%,3.40%,2.30%,3.00%,2.40%,2.60%,3.90%,4.40%,4.81%
Payout Ratio,0.00%,180.00%,83.70%,7300.00%,0.00%,-462.50%,176.20%,-316.70%,52.80%,54.30%,0.00%,70.40%,41.10%,69.60%,75.00%,-27.70%,44.00%,173.90%,34.50%,56.30%,39.00%,46.60%,49.40%,-56.20%,-132.40%,-1125.00%,54.20%,-21.20%,54.40%,0.00%,140.00%,0.00%,180.00%,80.60%,0.00%,56.20%,52.80%,57.60%,60.60%,65.50%,62.18%
Buyback Yield / Dilution,-0.79%,-0.89%,-0.70%,-0.74%,-0.72%,-0.59%,-0.58%,-0.57%,-0.44%,-0.14%,-0.20%,-0.18%,-0.20%,1.31%,1.85%,2.07%,2.40%,0.78%,0.49%,0.27%,-0.01%,-0.07%,-0.24%,0.18%,-38.27%,-38.33%,-37.79%,-38.70%,0.75%,1.32%,1.41%,1.77%,2.71%,4.65%,3.91%,4.21%,3.71%,1.33%,2.16%,4.30%,4.30%
Total Shareholder Return,1.91%,2.01%,2.10%,1.76%,1.48%,1.61%,2.52%,1.63%,1.86%,1.96%,1.90%,1.82%,1.90%,3.41%,4.25%,4.57%,4.90%,3.68%,3.09%,3.37%,3.39%,3.53%,2.96%,2.78%,-35.27%,-35.43%,-34.89%,-35.00%,4.45%,4.12%,5.51%,4.17%,5.51%,8.05%,6.21%,7.21%,6.11%,3.93%,6.06%,8.70%,9.11%
