,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,617,409,604,651,653,506,693,470,607,474,496,749,677,549,601,562,671,643,784,319,678,611,607,636,732,865,"1,059",956,"1,091",938,792,763,913,684,678,717,887,784,758,766
Cash & Cash Equivalents,617,409,604,651,653,506,693,470,607,474,496,749,677,549,601,562,671,643,784,319,678,611,607,636,732,865,"1,059",956,"1,091",938,792,763,913,684,678,717,887,784,758,766
Cash Growth,5.65%,-34.14%,-13.22%,-12.97%,5.83%,23.72%,14.74%,-27.80%,-7.04%,-6.32%,-28.43%,59.36%,11.53%,15.82%,21.17%,-24.97%,-0.89%,17.12%,30.45%,-43.24%,1.04%,-4.98%,-22.58%,99.37%,7.96%,41.57%,74.46%,50.31%,49.04%,8.44%,-25.21%,-20.19%,-16.32%,-27.08%,-14.39%,-6.03%,-2.85%,14.62%,11.80%,6.83%
"Property, Plant & Equipment","1,190","1,156","1,150","1,136","1,171","1,112","1,084","1,086","1,119","1,112","1,141","1,453","1,518","1,498","1,610","1,652","1,751","1,754","1,795","1,821",882,849,829,815,814,791,776,765,753,737,785,678,681,647,638,629,636,628,652,649
Goodwill and Intangibles,"1,106","1,096","1,087","1,177","1,158","1,149","1,140","1,134","1,125","1,117","1,110","2,906","2,830","2,789","2,899","2,899","2,954","2,925","2,877","2,854","2,832","2,816","2,962","2,936","2,917","2,900","2,882","2,867","2,852","2,846","2,832","2,817","2,823","2,812","2,870","2,858","2,846","2,837","2,827","2,817"
Total Assets,"92,934","90,802","91,798","89,784","93,821","94,204","94,604","95,420","95,131","98,402","101,150","135,805","136,453","134,476","135,824","136,733","137,698","137,049","137,792","138,805","139,613","141,515","144,545","146,691","144,988","156,197","171,192","170,540","170,336","176,203","181,115","187,035","186,346","181,221","187,008","190,051","189,813","197,519","195,037","187,851"
Total Liabilities,"82,614","80,383","81,277","79,281","83,279","83,591","84,003","84,703","84,372","87,331","89,832","120,807","121,213","119,498","120,569","121,483","122,673","122,103","122,690","123,595","124,017","125,589","127,574","129,575","127,950","138,786","153,650","152,818","152,355","158,569","163,174","169,525","168,923","165,913","172,581","176,761","176,359","183,197","181,193","174,495"
Total Debt,"9,527","9,593","9,947","8,825","8,873","9,836","11,237","11,392","11,089","11,749","12,435","14,033","14,694","13,709","15,965","16,088","15,344","15,498","16,159","15,771","14,595","15,113","15,193","15,352","13,540","20,782","15,717","13,716","14,688","13,524","14,145","14,160","12,803","13,635","22,660","27,057","28,770","34,188","30,722","24,816"
Debt Growth,8.97%,-5.14%,15.52%,9.29%,-6.86%,2.53%,12.97%,29.09%,24.97%,19.45%,10.66%,23.18%,32.51%,16.68%,28.39%,14.64%,4.42%,13.05%,1.22%,-1.97%,-4.88%,-2.48%,-5.98%,-2.66%,-7.23%,37.51%,3.45%,-10.66%,8.48%,-34.92%,-10.00%,3.24%,-12.83%,0.82%,60.20%,91.08%,124.71%,150.74%,35.58%,-8.28%
Common Stock,"3,049","2,934","2,843","2,729","2,613","2,437","2,321","2,213","2,229","2,237","2,261","5,918","6,403","5,946","5,881","5,630","5,467","5,311","5,215","5,112","4,857","4,683","4,966","4,748","4,543","4,423","4,452","4,480","4,492","4,365","4,102","3,422","3,456","3,444","3,475","4,097","4,133","4,096","4,129","4,160"
