,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,799.19,"1,084","1,185","1,307",941.54,"1,221","1,374","1,528","1,122","1,362","1,507","1,719","1,248","1,513","1,634","1,781","1,490","1,750","1,809","1,954","1,643","1,757","1,873","1,947","1,556","1,589","1,921","2,264","1,964","2,225","2,337","2,177","2,309","2,610","2,739","2,668","2,131","2,284","2,512","2,387"
Revenue Growth (YoY),6.44%,9.26%,1.50%,6.77%,17.81%,12.64%,15.97%,16.95%,19.11%,11.52%,9.68%,12.46%,11.24%,11.09%,8.38%,3.66%,19.44%,15.72%,10.75%,9.71%,10.28%,0.40%,3.54%,-0.39%,-5.32%,-9.60%,2.53%,16.27%,26.23%,40.02%,21.65%,-3.84%,17.60%,17.33%,17.24%,22.57%,-7.70%,-12.50%,-8.29%,-10.53%
Cost of Revenue,655.15,882.78,960.06,"1,071",781.67,986.85,"1,112","1,239",925.76,"1,126","1,242","1,413","1,026","1,218","1,308","1,438","1,212","1,417","1,473","1,591","1,339","1,425","1,518","1,567","1,295","1,284","1,536","1,822","1,577","1,722","1,818","1,646","1,651","1,925","2,092","1,994","1,608","1,728","1,902","1,813"
Gross Profit,144.04,201.3,225.11,236.03,159.87,234.26,262.8,289.5,195.74,235.37,265.16,305.09,221.57,294.63,325.76,343.19,278.15,333.67,336.7,363.67,304.4,332.06,355.06,379.47,260.96,304.27,384.71,441.55,386.26,502.89,518.68,530.76,657.86,685.34,646.99,674.31,523.42,555.62,610.24,574.13
"Selling, General & Admin",102.9,106.2,96.06,102.71,109.71,104.81,102.58,106.91,112.57,114.88,107.83,108.05,116.15,115.03,113.62,116,124.78,128.31,130.71,128.91,132.49,133.04,130.38,131.49,128.38,121.46,125.92,133.98,143.08,136.02,135.19,149.15,152.42,155.92,153.67,163.3,166.25,171.4,166.77,175.62
Other Operating Expenses,-13.18,-18.62,-19.15,-22.19,-17.04,-23.89,-28.89,-28.06,-23.55,-27.6,-31.29,-35.35,-30.92,-33.73,-36.49,-37.76,-41.82,-39.65,-46.56,-45.73,-50.08,-49.26,-45.45,-50.67,-32.81,-34.7,-72.14,-88.58,-80.19,-61.66,-61.54,-56.26,-71.59,-54.08,-48.96,-67.03,-80.88,-89.92,-97.7,-87.56
Operating Expenses,89.72,87.58,76.91,80.52,92.67,80.92,73.69,78.86,89.02,87.28,76.53,72.7,85.23,81.3,77.12,78.24,82.96,88.67,84.15,83.18,82.41,83.78,84.93,80.83,95.57,86.76,53.79,45.39,62.89,74.36,73.64,92.89,80.83,101.84,104.71,96.26,85.37,81.48,69.07,88.07
Operating Income,54.32,113.72,148.19,155.51,67.2,153.34,189.11,210.64,106.73,148.1,188.63,232.39,136.34,213.33,248.63,264.95,195.19,245,252.55,280.49,221.99,248.28,270.13,298.64,165.39,217.5,330.92,396.16,323.37,428.53,445.03,437.86,577.04,583.5,542.28,578.05,438.05,474.15,541.17,486.06
Interest Expense / Income,5.79,5.72,5.78,5.85,5.92,5.96,6.08,5.6,5.09,4.81,5.62,6.18,5.84,5.91,6.12,6.32,6.28,6.33,6.2,6.27,6.22,6.3,6.29,6.57,6.49,9.53,11.69,13.17,13.4,13.27,13.24,13.21,13.17,12.26,7.2,6.9,7.26,6.8,6.9,6.79
Other Expense / Income,-1.18,-0.83,-1.37,-1.56,-1.08,-1.3,-1.97,-2.13,-1.67,-1.44,-2,-2.46,-1.66,-1.55,-1.95,-2.68,-2.09,-2.92,-3.36,-3.22,-2.83,-2.74,-3.34,-3.23,-2.47,-1.85,-2.22,-2.39,-2.03,-2.21,-2.34,-2.15,-2.07,-2.77,-3.44,-3.57,-3.02,-3.82,-5.07,-4.78
