,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"149,451","138,661","165,225","187,185","154,911","204,580","239,747","229,954","151,190","176,500","163,410"
Market Cap Growth,10.36%,-7.22%,19.16%,13.29%,-17.24%,32.06%,17.19%,-4.08%,-34.25%,16.74%,-
Enterprise Value,"193,020","188,966","221,198","248,313","262,840","306,463","336,935","321,263","246,424","267,375","254,285"
PE Ratio,17.83,16.99,19.04,8.23,13.21,15.67,22.76,16.24,28.15,11.47,11.12
PS Ratio,2.17,1.86,2.05,2.20,1.64,1.88,2.32,1.98,1.25,1.45,1.34
PB Ratio,2.84,2.65,3.06,2.73,2.16,2.47,2.65,2.39,1.87,2.13,1.98
P/FCF Ratio,17.88,14.69,19.32,19.46,12.77,16.83,21.51,14.27,12.28,13.76,12.74
P/OCF Ratio,8.82,7.12,8.39,8.80,6.38,7.96,9.69,7.89,5.72,6.19,5.73
EV/Sales Ratio,2.81,2.54,2.74,2.92,2.78,2.81,3.25,2.76,2.03,2.20,2.09
EV/EBITDA Ratio,8.43,7.71,8.40,8.89,8.96,8.95,10.67,8.57,8.98,6.82,6.49
EV/EBIT Ratio,12.98,11.94,13.07,13.60,14.09,14.39,18.23,13.56,18.09,10.76,10.23
EV/FCF Ratio,23.09,20.02,25.86,25.82,21.67,25.22,30.23,19.94,20.01,20.85,19.83
Debt / Equity Ratio,0.91,1.01,1.13,0.94,1.56,1.30,1.21,1.04,1.24,1.17,1.17
Debt / EBITDA Ratio,2.10,2.15,2.32,2.31,3.81,3.14,3.45,2.67,3.64,2.48,2.48
Debt / FCF Ratio,5.75,5.58,7.14,6.71,9.21,8.84,9.77,6.21,8.12,7.57,7.57
Quick Ratio,0.62,0.51,0.60,0.56,0.54,0.55,0.81,0.71,0.62,0.50,0.50
Current Ratio,0.78,0.68,0.76,0.74,0.79,0.84,0.93,0.85,0.78,0.60,0.60
Asset Turnover,0.43,0.46,0.46,0.46,0.45,0.42,0.39,0.42,0.46,0.46,0.46
Interest Coverage,5.68,5.86,5.75,5.91,5.27,4.66,4.03,5.54,3.50,6.08,6.08
Return on Equity (ROE),16.00%,15.70%,16.30%,38.80%,16.60%,16.70%,12.30%,14.90%,6.20%,18.50%,18.50%
Return on Assets (ROA),5.30%,5.10%,5.00%,12.30%,5.60%,5.10%,3.90%,5.10%,2.00%,5.90%,5.90%
Return on Capital (ROIC),10.11%,9.49%,9.09%,20.28%,8.05%,8.67%,6.65%,7.74%,4.28%,9.61%,9.61%
Earnings Yield,5.61%,5.89%,5.25%,12.15%,7.57%,6.38%,4.39%,6.16%,3.55%,8.72%,9.42%
FCF Yield,5.59%,6.81%,5.18%,5.14%,7.83%,5.94%,4.65%,7.01%,8.15%,7.27%,7.85%
Dividend Yield,1.20%,1.70%,2.00%,1.20%,2.70%,1.40%,1.70%,1.90%,3.00%,2.60%,3.01%
Payout Ratio,20.90%,29.70%,37.50%,9.80%,35.80%,22.00%,39.10%,31.70%,86.90%,30.60%,33.42%
Buyback Yield / Dilution,1.14%,4.62%,2.62%,2.34%,2.66%,0.01%,-0.57%,0.14%,5.37%,6.90%,6.90%
Total Shareholder Return,2.34%,6.32%,4.62%,3.54%,5.36%,1.41%,1.13%,2.04%,8.37%,9.50%,9.91%
