,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"104,841","85,216","90,262","101,874","85,289","129,283","108,603","128,813","148,359","120,985","120,755"
Market Cap Growth,0.40%,-18.72%,5.92%,12.86%,-16.28%,51.58%,-16.00%,18.61%,15.17%,-18.45%,-
Enterprise Value,"119,313","98,566","107,006","120,374","124,674","168,691","133,140","154,123","175,639","159,637","159,407"
PE Ratio,16.86,11.20,17.86,22.38,16.19,23.35,-30.86,33.34,28.55,37.87,40.81
PS Ratio,1.81,1.52,1.58,1.70,2.46,2.85,1.92,2.00,2.21,1.76,1.75
PB Ratio,3.36,3.12,3.27,3.44,2.22,3.10,1.51,1.76,2.04,2.02,2.02
P/FCF Ratio,18.31,18.01,41.39,28.17,17.57,18.43,59.97,26.09,30.40,22.13,22.08
P/OCF Ratio,14.32,13.35,23.26,18.09,13.49,14.55,30.12,18.22,20.70,15.35,15.32
EV/Sales Ratio,2.06,1.76,1.87,2.01,3.59,3.72,2.35,2.39,2.62,2.32,2.31
EV/EBITDA Ratio,10.69,7.95,10.97,11.53,13.41,16.45,51.64,14.39,15.45,17.04,17.02
EV/EBIT Ratio,12.77,9.35,13.73,14.50,16.85,22.35,-84.37,25.06,24.18,30.96,30.92
EV/FCF Ratio,20.83,20.83,49.06,33.28,25.68,24.05,73.52,31.22,35.99,29.19,29.15
Debt / Equity Ratio,0.63,0.75,0.87,0.93,1.18,1.06,0.46,0.45,0.46,0.76,0.76
Debt / EBITDA Ratio,1.76,1.65,2.45,2.63,4.90,4.32,12.93,3.10,2.95,4.83,4.83
Debt / FCF Ratio,3.44,4.32,10.96,7.60,9.38,6.32,18.41,6.71,6.86,8.27,8.27
Quick Ratio,0.67,0.78,0.85,0.88,0.65,0.29,0.50,0.49,0.39,0.37,0.37
Current Ratio,1.34,1.18,1.30,1.35,1.13,1.32,1.21,1.19,1.09,1.03,1.03
Asset Turnover,0.63,0.62,0.64,0.63,0.31,0.33,0.36,0.40,0.42,0.43,0.43
Interest Coverage,10.61,12.79,7.50,9.14,7.17,4.74,-1.16,4.65,5.69,3.43,3.43
Return on Equity (ROE),18.90%,26.00%,17.70%,15.80%,15.90%,13.60%,-5.70%,5.40%,7.30%,4.70%,4.70%
Return on Assets (ROA),6.80%,8.40%,5.70%,4.80%,4.70%,4.00%,-2.20%,2.40%,3.30%,2.00%,2.00%
Return on Capital (ROIC),12.06%,12.29%,10.82%,7.31%,2.46%,4.95%,-2.63%,3.55%,4.40%,2.90%,2.90%
Earnings Yield,5.93%,8.93%,5.60%,4.47%,6.18%,4.28%,-3.24%,3.00%,3.50%,2.64%,2.65%
FCF Yield,5.46%,5.55%,2.42%,3.55%,5.69%,5.43%,1.67%,3.83%,3.29%,4.52%,4.53%
Dividend Yield,2.10%,2.70%,2.40%,2.10%,2.70%,2.00%,3.00%,2.30%,2.10%,2.80%,2.59%
Payout Ratio,34.10%,29.40%,42.40%,47.20%,43.10%,45.40%,-83.40%,78.00%,61.40%,103.60%,105.83%
Buyback Yield / Dilution,0.38%,3.12%,6.47%,3.27%,-1.38%,-6.64%,-57.17%,-11.10%,1.50%,3.40%,3.40%
Total Shareholder Return,2.48%,5.82%,8.87%,5.37%,1.32%,-4.64%,-54.17%,-8.80%,3.60%,6.20%,5.99%
