,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"3,066","4,056","7,690","9,768","7,847","14,083","14,961","12,476","14,378","14,884","17,027"
Market Cap Growth,-21.02%,32.27%,89.59%,27.03%,-19.66%,79.46%,6.23%,-16.61%,15.25%,3.51%,-
Enterprise Value,"3,789","4,481","10,601","12,489","10,644","16,727","19,745","17,414","19,352","19,305","21,448"
PE Ratio,-9.49,16.76,31.52,26.69,13.51,21.11,23.82,16.57,20.99,74.79,85.99
PS Ratio,0.61,0.86,1.09,0.96,0.77,1.27,1.22,0.91,1.00,0.96,1.10
PB Ratio,3.07,3.80,2.45,2.90,2.37,4.13,3.87,2.91,3.35,3.54,4.05
P/FCF Ratio,8.03,9.50,18.18,21.56,11.29,14.56,12.86,13.43,16.55,15.54,17.77
P/OCF Ratio,7.46,10.82,17.13,18.57,10.22,14.20,11.21,12.08,14.49,12.78,14.62
EV/Sales Ratio,0.75,0.95,1.51,1.23,1.04,1.51,1.61,1.27,1.34,1.25,1.39
EV/EBITDA Ratio,-27.26,10.00,20.23,14.34,10.60,13.60,15.91,11.85,13.73,20.60,22.89
EV/EBIT Ratio,-18.85,11.01,26.37,23.34,14.25,16.79,20.59,15.21,17.97,31.86,35.39
EV/FCF Ratio,9.92,10.49,25.06,27.57,15.32,17.30,16.98,18.75,22.27,20.15,22.39
Debt / Equity Ratio,1.17,1.01,1.05,0.92,0.94,0.97,1.37,1.32,1.28,1.24,1.24
Debt / EBITDA Ratio,-8.39,2.41,6.27,3.57,3.11,2.69,4.28,3.85,3.89,5.55,5.55
Debt / FCF Ratio,3.05,2.53,7.77,6.87,4.49,3.43,4.56,6.10,6.32,5.43,5.43
Quick Ratio,1.41,1.52,1.01,1.01,1.07,1.03,0.92,0.90,0.73,1.07,1.07
Current Ratio,1.70,1.72,1.18,1.21,1.38,1.21,1.15,1.12,0.92,1.34,1.34
Asset Turnover,1.43,1.43,1.11,1.13,1.15,1.18,1.03,1.05,1.11,1.20,1.20
Interest Coverage,-2.68,7.68,4.67,3.82,5.41,7.49,5.36,6.22,5.41,2.86,2.86
Return on Equity (ROE),-29.80%,24.60%,11.50%,11.20%,17.10%,20.00%,17.40%,18.30%,16.80%,4.60%,4.60%
Return on Assets (ROA),-9.10%,7.30%,3.80%,4.10%,6.60%,7.10%,5.20%,5.80%,5.30%,1.50%,1.50%
Return on Capital (ROIC),-9.89%,10.18%,4.89%,7.81%,10.84%,10.27%,8.64%,8.91%,8.58%,3.18%,3.18%
Earnings Yield,-10.53%,5.97%,3.17%,3.75%,7.40%,4.74%,4.20%,6.04%,4.76%,1.34%,1.17%
FCF Yield,12.46%,10.53%,5.50%,4.64%,8.86%,6.87%,7.77%,7.45%,6.04%,6.44%,5.63%
Dividend Yield,3.10%,2.80%,29.20%,2.00%,2.40%,1.30%,1.30%,1.60%,1.40%,1.30%,1.23%
Payout Ratio,-29.40%,48.20%,624.30%,53.10%,33.20%,28.30%,30.80%,26.20%,28.80%,100.70%,105.56%
Buyback Yield / Dilution,13.50%,2.66%,-108.57%,-0.61%,1.01%,5.47%,-0.53%,1.39%,2.60%,-0.60%,-0.60%
Total Shareholder Return,16.60%,5.46%,-79.37%,1.39%,3.41%,6.77%,0.77%,2.99%,4.00%,0.70%,0.63%
