,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"8,774","9,997","9,919","9,300","11,193","10,239","9,142","10,256","10,489","12,156","13,000","11,933","12,729","13,245","13,265","14,034","14,313","13,740","14,826","15,428","15,935","17,993","18,447","19,677","18,895","17,933","17,371","19,539","19,297","20,613","20,454","20,829","22,930","24,164","23,333","20,812","22,988","22,637","21,447","19,662","18,277"
Market Cap Growth,17.71%,17.65%,18.70%,10.02%,27.57%,2.43%,-7.83%,10.28%,-6.29%,18.72%,42.20%,16.35%,21.35%,8.96%,2.03%,17.61%,12.45%,3.74%,11.77%,9.93%,11.34%,30.95%,24.42%,27.54%,18.57%,-0.33%,-5.83%,-0.70%,2.13%,14.94%,17.75%,6.60%,18.82%,17.23%,14.07%,-0.08%,0.25%,-6.32%,-8.08%,-5.53%,-
Enterprise Value,"15,150","16,545","16,610","15,984","18,107","17,428","16,402","17,343","17,773","19,740","20,801","19,561","20,554","21,429","21,546","22,170","22,722","22,606","23,763","24,201","24,955","27,341","27,998","29,188","28,676","28,241","28,011","30,334","30,734","32,897","33,155","33,876","36,526","38,189","37,780","35,758","37,833","38,156","37,447","35,672","34,287"
PE Ratio,30.36,18.86,16.98,16.17,19.10,17.12,15.26,15.80,16.65,19.39,20.83,18.36,19.49,20.38,19.06,22.82,27.37,24.02,23.99,22.46,19.55,21.05,23.20,24.53,22.82,22.90,20.51,22.99,22.16,21.52,22.19,21.25,23.16,23.95,23.13,20.09,21.40,20.84,19.22,16.99,15.73
PS Ratio,1.50,1.68,1.66,1.55,1.85,1.70,1.53,1.67,1.72,2.03,2.17,1.98,2.10,2.15,2.12,2.29,2.32,2.20,2.37,2.46,2.53,2.87,3.04,3.27,3.20,3.10,2.99,3.38,3.33,3.48,3.41,3.37,3.59,3.60,3.35,2.79,2.89,2.78,2.62,2.48,2.31
PB Ratio,1.34,1.54,1.51,1.37,1.67,1.53,1.35,1.46,1.51,1.77,1.88,1.66,1.79,1.88,1.85,1.91,1.99,1.90,2.01,2.02,2.09,2.34,2.37,2.44,2.35,2.22,2.11,2.30,2.16,2.25,2.19,2.15,2.36,2.46,2.36,2.04,2.19,2.13,2.01,1.78,1.66
P/FCF Ratio,32.62,-270.18,-64.41,-45.81,-38.07,-50.44,-69.26,488.39,169.18,759.75,-122.65,-124.30,-909.19,-287.94,213.95,389.83,-185.88,-65.43,-74.13,-84.77,-94.85,-1384.09,-140.82,-77.47,-69.47,-37.75,-29.39,-25.41,-12.28,-9.75,-8.84,-8.69,-12.31,-18.02,-19.14,-16.23,-20.58,-19.35,-18.02,-22.86,-22.86
P/OCF Ratio,5.18,6.44,6.28,5.88,7.15,6.25,5.40,5.39,5.16,5.88,6.46,5.83,6.01,6.31,5.98,6.36,6.76,6.72,7.15,7.15,7.34,7.83,8.28,9.14,8.71,8.65,8.75,10.67,11.17,14.70,13.92,13.10,13.80,11.60,11.13,10.06,10.16,9.55,8.57,7.30,6.78
Debt / Equity Ratio,0.98,1.01,1.03,0.99,1.03,1.07,1.07,1.02,1.09,1.11,1.13,1.06,1.10,1.16,1.16,1.11,1.17,1.23,1.21,1.15,1.18,1.21,1.23,1.18,1.22,1.28,1.29,1.27,1.30,1.36,1.38,1.35,1.40,1.44,1.48,1.47,1.44,1.46,1.50,1.45,1.45
Quick Ratio,0.38,0.37,0.44,0.38,0.34,0.33,0.34,0.37,0.49,0.37,0.35,0.37,0.30,0.28,0.31,0.33,0.29,0.27,0.38,0.37,0.32,0.35,0.32,0.36,0.30,0.33,0.45,0.39,0.41,0.38,0.49,0.41,0.30,0.34,0.32,0.35,0.40,0.36,0.29,0.26,0.26
Current Ratio,0.80,0.68,0.85,0.92,0.75,0.79,0.78,0.80,0.92,0.79,0.66,0.70,0.60,0.53,0.57,0.61,0.55,0.47,0.62,0.64,0.57,0.59,0.55,0.65,0.57,0.62,0.81,0.76,0.76,0.79,0.97,0.94,0.70,0.65,0.67,0.79,0.79,0.75,0.62,0.52,0.52
Interest Coverage,1.55,2.74,3.79,6.73,1.91,2.98,3.35,7.33,1.65,2.43,3.52,7.21,1.61,2.61,4.10,6.08,2.46,2.91,4.13,5.57,1.85,3.25,3.25,5.75,2.30,2.80,3.71,4.91,2.26,3.60,3.48,6.27,2.66,3.75,2.93,5.21,2.47,3.37,3.05,4.70,3.45
Return on Capital (ROIC),Upgrade,6.14%,5.79%,5.99%,5.82%,5.63%,5.60%,5.38%,5.69%,5.42%,5.52%,5.62%,5.81%,5.63%,5.42%,5.63%,5.03%,4.10%,4.33%,4.58%,5.04%,6.32%,6.40%,5.93%,5.86%,5.82%,5.42%,5.63%,5.54%,5.38%,5.46%,5.08%,5.14%,4.93%,4.83%,4.79%,4.87%,5.08%,5.04%,5.01%,5.05%
Dividend Yield,4.40%,3.90%,3.90%,4.20%,3.50%,3.80%,4.30%,3.90%,3.80%,3.30%,3.90%,4.30%,4.10%,3.90%,3.20%,3.00%,3.00%,3.20%,3.00%,2.90%,2.80%,2.50%,2.50%,2.40%,2.50%,2.70%,2.80%,2.50%,2.60%,2.50%,2.60%,2.70%,2.50%,2.40%,2.50%,2.90%,2.70%,2.80%,3.00%,3.30%,3.62%
Payout Ratio,266.70%,100.00%,65.60%,33.10%,205.00%,91.10%,67.20%,28.90%,354.20%,98.80%,139.30%,28.00%,338.50%,104.80%,55.70%,37.00%,-190.80%,73.90%,46.70%,31.40%,169.60%,60.90%,65.10%,32.10%,130.30%,83.90%,50.00%,33.40%,109.60%,59.80%,67.90%,33.10%,114.60%,60.20%,73.80%,33.70%,93.70%,62.40%,70.00%,33.50%,57.01%
Buyback Yield / Dilution,-0.62%,-,-,0.33%,0.04%,-,-,0.16%,0.69%,-,-,0.41%,-0.66%,-,-0.37%,-0.74%,-0.08%,-0.74%,-0.94%,-0.65%,-0.78%,-0.82%,-0.57%,-0.49%,-0.28%,-0.69%,-0.28%,-0.69%,-0.89%,-3.14%,-3.75%,-3.77%,-3.69%,-1.21%,-0.86%,-0.35%,-0.50%,-1.58%,-1.46%,-1.50%,-1.50%
Total Shareholder Return,3.78%,3.90%,3.90%,4.53%,3.54%,3.80%,4.30%,4.06%,4.49%,3.30%,3.90%,4.71%,3.44%,3.90%,2.83%,2.26%,2.92%,2.46%,2.06%,2.25%,2.02%,1.68%,1.93%,1.91%,2.22%,2.01%,2.52%,1.81%,1.71%,-0.64%,-1.15%,-1.07%,-1.19%,1.19%,1.64%,2.55%,2.20%,1.22%,1.54%,1.80%,2.12%
