,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"5,118","5,479","4,937","5,620","5,818","5,486","6,171","6,845","7,710","8,034","7,099","7,397","11,552","11,969","12,142","11,426","10,373","11,455","11,401","10,894","12,451","13,424","14,827","15,041","11,773","13,113","13,261","14,490","16,513","19,282","21,461","26,417","24,158","20,162","17,901","18,129","17,611","17,716","15,010","15,690","15,076"
Market Cap Growth,74.99%,89.25%,84.82%,23.74%,13.68%,0.12%,25.01%,21.80%,32.51%,46.45%,15.05%,8.06%,49.83%,48.97%,71.03%,54.47%,-10.21%,-4.29%,-6.10%,-4.66%,20.04%,17.19%,30.04%,38.06%,-5.45%,-2.32%,-10.56%,-3.66%,40.26%,47.05%,61.84%,82.32%,46.30%,4.56%,-16.59%,-31.38%,-27.10%,-12.13%,-16.15%,-13.45%,-
Enterprise Value,"8,421","8,864","8,219","9,078","9,252","8,845","9,462","10,209","11,104","11,472","10,475","11,775","16,051","16,474","16,507","15,840","14,790","15,943","15,826","15,371","16,940","17,906","19,260","19,425","16,208","17,550","17,659","19,017","21,127","23,792","25,961","30,803","28,623","24,458","22,367","22,483","21,851","21,949","19,229","20,175","19,561"
PE Ratio,46.97,67.24,47.38,37.98,29.93,18.34,19.06,20.60,24.52,35.98,32.90,34.91,55.15,56.53,50.33,35.19,31.26,33.37,40.52,49.70,53.25,56.89,56.63,42.96,36.44,39.00,41.76,57.66,63.07,47.82,50.17,49.83,40.69,34.29,28.61,28.61,26.73,29.83,25.78,28.57,27.42
PS Ratio,6.82,6.34,5.04,5.66,5.78,5.38,5.98,6.56,7.32,7.53,6.57,6.57,9.35,8.89,8.35,7.47,6.75,7.42,7.33,6.93,7.85,8.37,9.14,9.16,7.10,7.88,7.94,8.64,9.80,11.28,12.35,14.86,13.21,10.68,9.15,8.98,8.50,8.39,7.03,7.30,7.02
PB Ratio,1.76,1.89,1.70,1.94,2.01,1.84,2.05,2.29,2.60,2.72,2.38,1.16,1.82,1.90,1.92,1.80,1.65,1.83,1.84,1.77,2.04,2.22,2.46,2.48,1.96,2.20,2.25,2.47,2.85,3.26,3.64,4.43,4.08,3.37,3.00,3.02,2.85,2.88,2.45,2.58,2.47
P/FCF Ratio,172.37,-182.92,-287.06,-49.35,-54.11,-78.57,-52.86,-224.48,-152.48,-2720.70,-209.50,-193.85,-196.43,574.42,59.75,63.18,34.79,48.53,45.34,31.12,36.94,30.62,34.23,40.30,33.04,37.42,38.45,42.29,53.76,46.83,54.38,41.88,35.08,26.42,29.58,28.36,28.12,34.67,21.06,41.58,39.96
P/OCF Ratio,16.39,16.24,12.76,14.58,14.84,12.95,13.73,14.76,16.58,16.90,14.45,15.25,22.49,21.07,18.59,17.29,15.24,16.28,16.19,14.84,16.91,18.17,19.64,19.25,14.95,16.34,16.50,17.59,20.35,23.19,25.00,29.52,26.08,20.97,17.48,17.13,16.05,15.42,13.36,13.80,13.26
Debt / Equity Ratio,1.19,1.20,1.18,1.22,1.20,1.16,1.14,1.15,1.16,1.18,1.15,0.70,0.72,0.73,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.74,0.73,0.75,0.75,0.75,0.78,0.80,0.77,0.77,0.76,0.77,0.76,0.76,0.74,0.71,0.71,0.72,0.75,0.75
Interest Coverage,1.49,2.07,3.39,2.01,3.00,5.49,4.05,2.40,2.36,2.42,3.63,2.19,2.16,2.27,3.89,4.12,2.21,2.39,2.20,2.40,2.41,2.36,2.80,4.44,1.86,2.81,2.48,3.05,2.21,6.62,3.22,5.95,3.80,6.34,4.13,6.07,4.67,5.05,4.02,5.19,4.74
Return on Capital (ROIC),Upgrade,1.86%,2.26%,2.76%,3.53%,4.03%,4.18%,4.31%,4.51%,4.62%,4.73%,4.76%,2.48%,2.48%,2.56%,2.77%,3.24%,3.41%,3.49%,3.55%,3.62%,3.80%,3.92%,4.03%,4.15%,4.15%,4.17%,4.16%,4.04%,3.98%,4.01%,4.16%,4.32%,4.70%,5.08%,5.57%,6.09%,6.29%,6.48%,6.52%,6.43%
Dividend Yield,4.10%,3.90%,4.40%,3.90%,3.80%,4.10%,3.70%,3.40%,3.10%,3.00%,3.40%,3.30%,3.30%,3.20%,3.20%,3.50%,3.90%,3.60%,3.60%,3.90%,3.40%,3.20%,2.90%,2.90%,3.80%,3.40%,3.40%,3.20%,2.80%,2.40%,2.20%,1.80%,2.00%,2.40%,2.90%,3.00%,3.30%,3.50%,4.20%,4.20%,4.55%
Payout Ratio,365.00%,173.80%,82.00%,158.70%,95.10%,42.50%,63.10%,135.10%,141.40%,136.70%,73.20%,205.00%,241.70%,207.10%,87.00%,80.60%,219.80%,177.30%,200.40%,174.00%,174.50%,181.10%,141.20%,73.80%,322.60%,153.80%,192.30%,138.90%,256.20%,54.50%,140.40%,63.70%,114.40%,59.70%,119.00%,74.90%,120.70%,112.90%,148.90%,102.20%,124.84%
Buyback Yield / Dilution,-77.02%,-75.57%,-75.95%,-0.64%,-0.44%,-0.45%,-0.24%,-0.17%,-0.18%,-0.22%,-0.21%,-0.22%,-50.53%,-50.41%,-50.41%,-50.42%,-0.13%,-0.19%,-0.18%,-0.19%,-0.18%,-0.18%,-0.21%,-0.20%,-0.34%,-0.31%,-0.28%,-0.27%,-0.10%,-0.12%,-0.49%,-0.67%,-0.83%,-0.82%,-0.45%,-0.29%,-1.09%,-1.07%,-1.07%,-1.05%,-1.05%
Total Shareholder Return,-72.92%,-71.67%,-71.55%,3.26%,3.36%,3.65%,3.46%,3.23%,2.92%,2.78%,3.19%,3.08%,-47.23%,-47.21%,-47.21%,-46.92%,3.77%,3.41%,3.42%,3.71%,3.22%,3.02%,2.69%,2.70%,3.46%,3.09%,3.12%,2.93%,2.70%,2.28%,1.71%,1.13%,1.17%,1.58%,2.45%,2.71%,2.21%,2.43%,3.13%,3.15%,3.50%
