,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,243.49,245.31,249.57,253.22,258.55,258.89,262,263.34,269.02,272.24,276.9,307.2,378.91,382.79,384.55,382.74,386.02,390.07,397.11,398.15,401.18,407.39,415.63,416.82,418.1,413.03,423.2,423.66,425.01,436.93,452.58,463.58,476.08,495.04,520.78,527.97,529.03,535.15,542.04,542.25
Revenue Growth (YoY),90.34%,86.12%,84.32%,5.35%,6.19%,5.54%,4.98%,4.00%,4.05%,5.15%,5.69%,16.66%,40.85%,40.61%,38.88%,24.59%,1.88%,1.90%,3.27%,4.03%,3.93%,4.44%,4.66%,4.69%,4.22%,1.38%,1.82%,1.64%,1.65%,5.79%,6.94%,9.42%,12.02%,13.30%,15.07%,13.89%,11.12%,8.10%,4.08%,2.71%
Cost of Revenue,187.38,167.53,171.1,168.89,173.76,175.25,174.7,171.46,176.01,178.7,183.61,208,271.27,272.33,267.11,259.73,265.15,271.66,279.29,268.26,272.17,278.09,284.22,275.21,279.56,284.66,297.49,289.6,293.97,300.59,307.45,302.59,303.16,315.82,328.3,319.41,321.3,333.31,345.93,332.67
Gross Profit,56.11,77.78,78.47,84.33,84.79,83.64,87.3,91.88,93.01,93.54,93.29,99.2,107.64,110.46,117.44,123.01,120.87,118.42,117.82,129.89,129.01,129.3,131.41,141.6,138.54,128.37,125.71,134.06,131.03,136.34,145.13,160.98,172.92,179.22,192.48,208.55,207.73,201.84,196.12,209.58
"Selling, General & Admin",11.35,14.79,13.94,12.92,15.06,13.64,13.51,14.5,15.59,15.32,14.57,17.66,23.82,20.28,18.64,21.04,23.01,20.61,17.68,25.19,26.18,23.85,24.12,24.7,27.91,22.29,24.05,24.91,25.92,26.87,26.5,29.33,32.86,31.21,28.45,31.78,33.85,29.97,29.82,32.72
Other Operating Expenses,5.93,4.89,0.49,2.62,0.34,1.16,0.66,-2.16,0.71,0.42,4.93,36.93,6.16,4.21,4.13,5.49,3.8,2.83,1.88,0.61,-8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Expenses,17.28,19.68,14.43,15.54,15.4,14.8,14.16,12.34,16.3,15.75,19.5,54.58,29.98,24.49,22.77,26.53,26.81,23.43,19.56,25.8,17.22,23.85,24.12,24.7,27.91,22.29,24.05,24.91,25.92,26.87,26.5,29.33,32.86,31.21,28.45,31.78,33.85,29.97,29.82,32.72
Operating Income,38.83,58.09,64.04,68.79,69.39,68.84,73.14,79.54,76.71,77.79,73.79,44.62,77.66,85.98,94.67,96.47,94.06,94.99,98.26,104.1,111.8,105.45,107.29,116.9,110.63,106.08,101.66,109.15,105.12,109.48,118.63,131.65,140.06,148.01,164.03,176.78,173.88,171.87,166.3,176.86
Interest Expense / Income,30.68,30.16,28.25,34.86,30.85,30.43,30.23,30.83,32.21,32.04,32.17,33.53,36.58,38.48,39.94,39.75,40.91,43.59,44.65,44.45,45.7,45.94,44.51,43.7,43.48,42.12,41.01,40.95,39.67,38.87,39.23,39.11,39.12,38.91,38.64,38.08,37.28,36.72,36.65,38.58
Other Expense / Income,-6.98,-4.21,-31.63,-1.41,-23.23,-98.29,-49.34,5.47,0.8,0.15,-43.11,-28.8,-1.48,-1.44,-60.62,-67.43,3.49,-8.98,0.2,-2.42,1.8,-3.08,-17.36,-77.27,29.83,-12.3,0.07,-15.94,17.25,-147.91,-7.89,-100.89,-8.42,-98.55,4.34,-54.47,-0.26,-13.4,19.12,-23.34
