,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,378.55,378.79,400.5,423.1,411.37,415.88,433.76,441.08,447.86,453.02,446.22,468.98,476.91,479,485.4,501.72,517.31,518.39,532.47,569.85,576.74,580.42,579.6,599.56,617.96,638.42,666.61,759.91,736.03,728.29,750.9,773.04,901.77,857.52,902.55,899.88,"1,022",976.58,"1,023","1,069"
Revenue Growth (YoY),6.85%,4.50%,9.23%,12.31%,8.67%,9.79%,8.31%,4.25%,8.87%,8.93%,2.87%,6.33%,6.49%,5.73%,8.78%,6.98%,8.47%,8.22%,9.70%,13.58%,11.49%,11.97%,8.85%,5.21%,7.15%,9.99%,15.01%,26.75%,19.11%,14.08%,12.64%,1.73%,22.52%,17.75%,20.20%,16.41%,13.30%,13.88%,13.36%,18.75%
Cost of Revenue,57.1,54.41,54.08,58.12,60.59,51.76,65.21,60.9,62.05,61.78,56.61,76.05,61.79,60.83,54.48,60.28,63.21,58.96,60.45,76.12,70.59,61.47,60.98,73.33,74.46,75.22,82.28,73.54,83.97,76.76,76.59,69.69,97.84,92.67,87.6,93.52,124.47,96.86,109.58,104.13
Gross Profit,321.45,324.38,346.42,364.98,350.78,364.13,368.55,380.18,385.81,391.24,389.61,392.93,415.12,418.17,430.92,441.44,454.1,459.43,472.01,493.73,506.16,518.95,518.63,526.23,543.49,563.2,584.32,686.37,652.06,651.53,674.31,703.34,803.92,764.86,814.95,806.36,897.22,879.72,913.51,964.49
"Selling, General & Admin",127.07,130.65,126.28,129.31,127.91,124.13,130.03,130.34,127.5,137.5,127.23,128.07,135.16,136.67,140.57,140.94,142.45,144.18,141.86,144.6,146.93,150.62,154.57,169.36,159.34,156.12,159.67,195.77,172.78,176.3,186.39,213.81,189.12,190.72,226.61,239.88,220.19,221.68,234.77,256.11
Research & Development,146.47,152.67,148.74,155.12,163,157.97,154.63,161.97,179.91,182.37,191.55,181.52,198.29,195.9,206.57,203.47,224.19,219.13,223.23,218.27,228.21,231.81,240.54,235.37,241.67,250.82,250.93,290.31,270.99,285.23,289.11,288.95,290.9,286.6,323.63,350.42,350.3,354.42,369.64,367.44
Other Operating Expenses,5.61,5.55,17.34,5.77,10.59,5.62,5.99,6.03,20.37,4.46,3.99,30.23,2.07,2.91,3.4,15.75,1.64,3.07,3.3,17.17,2.62,2.85,2.69,12.6,3.14,4.32,4.45,15.32,4.35,4.56,4.78,4.9,4.98,4.65,3.96,4.94,4.27,4.3,16.19,4.41
Operating Expenses,279.14,288.88,292.37,290.2,301.5,287.72,290.65,298.34,327.77,324.33,322.77,339.82,335.52,335.48,350.53,360.16,368.27,366.38,368.38,380.04,377.76,385.28,397.8,417.33,404.14,411.25,415.05,501.39,448.12,466.09,480.27,507.66,484.99,481.97,554.2,595.25,574.76,580.39,620.61,627.97
Operating Income,42.31,35.5,54.05,74.79,49.29,76.4,77.9,81.84,58.04,66.91,66.84,53.12,79.6,82.69,80.39,81.28,85.83,93.06,103.63,113.69,128.4,133.68,120.83,108.9,139.35,151.95,169.27,184.98,203.94,185.44,194.03,195.68,318.93,282.89,260.75,211.12,322.46,299.33,292.91,336.53
Interest Expense / Income,7.27,7.37,7.52,11.96,11.75,8.18,4.18,4.2,5.36,5.9,6.05,6.36,6.48,6.25,6.23,6.71,6.98,6.67,5.18,4.32,5.39,4.98,4.24,4.22,4.64,5.91,5.33,4.87,4.22,4.32,4.2,4.25,4.11,4.28,5.46,9.08,9.26,8.88,9.06,8.99
