,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,610","4,630","6,280","7,011","10,856","12,288","12,271","17,548","13,844","17,188","18,539"
Market Cap Growth,-12.99%,-29.96%,35.64%,11.63%,54.84%,13.20%,-0.14%,43.01%,-21.11%,24.15%,-
Enterprise Value,"6,678","4,767","6,012","6,475","12,368","12,607","13,637","20,358","16,869","19,831","20,962"
PE Ratio,20.15,15.28,29.84,23.87,66.42,14.49,24.95,36.79,21.50,25.82,26.35
PS Ratio,0.52,0.38,0.57,1.11,1.03,0.97,0.90,1.25,0.93,1.05,1.11
PB Ratio,1.48,1.08,1.47,1.58,1.85,2.15,2.11,2.95,2.28,2.63,2.78
P/FCF Ratio,11.02,11.68,10.25,15.27,27.87,-24.81,17.82,27.68,38.83,20.49,19.12
P/OCF Ratio,9.16,9.55,9.23,12.20,22.56,-33.53,15.21,24.16,29.16,17.63,16.99
EV/Sales Ratio,0.53,0.39,0.55,1.02,1.17,0.99,1.01,1.44,1.13,1.21,1.25
EV/EBITDA Ratio,9.89,8.32,14.05,12.91,16.18,11.08,17.24,18.93,13.98,14.83,16.02
EV/EBIT Ratio,12.61,11.25,20.18,17.09,21.86,13.01,22.38,24.69,18.64,19.25,20.90
EV/FCF Ratio,11.13,12.02,9.81,14.10,31.75,-25.46,19.80,32.11,47.32,23.64,21.61
Debt / Equity Ratio,0.18,0.14,0.09,0.05,0.37,0.25,0.44,0.64,0.69,0.55,0.53
Debt / EBITDA Ratio,1.19,1.04,0.91,0.47,2.81,1.23,3.26,3.56,3.45,2.67,2.72
Debt / FCF Ratio,1.33,1.51,0.63,0.52,5.51,-2.83,3.74,6.03,11.68,4.26,3.68
Quick Ratio,1.53,1.52,1.55,1.49,1.00,1.28,1.49,1.28,1.40,1.31,1.32
Current Ratio,1.66,1.58,1.61,1.56,1.45,1.34,1.54,1.34,1.45,1.37,1.37
Asset Turnover,1.52,1.52,1.46,0.88,0.84,1.04,1.08,0.97,1.00,1.10,1.12
Interest Coverage,46.31,21.73,19.52,31.48,7.37,11.55,9.80,11.34,9.03,6.13,5.85
Return on Equity (ROE),7.40%,6.90%,4.80%,7.00%,2.80%,14.80%,8.50%,7.90%,10.70%,10.40%,10.70%
Return on Assets (ROA),3.90%,3.80%,2.80%,4.10%,1.30%,6.90%,3.90%,3.30%,4.30%,4.50%,4.70%
Return on Capital (ROIC),6.34%,6.83%,5.42%,4.19%,1.62%,5.45%,5.74%,4.47%,7.18%,8.21%,8.58%
Earnings Yield,4.96%,6.54%,3.35%,4.19%,1.51%,6.90%,4.01%,2.72%,4.65%,3.87%,3.79%
FCF Yield,9.08%,8.56%,9.76%,6.55%,3.59%,-4.03%,5.61%,3.61%,2.58%,4.88%,5.23%
Dividend Yield,0.00%,0.00%,0.00%,0.80%,1.00%,0.60%,0.80%,0.50%,1.00%,0.60%,0.79%
Payout Ratio,0.00%,0.00%,0.00%,18.50%,63.60%,8.30%,20.30%,19.60%,22.60%,14.70%,20.71%
Buyback Yield / Dilution,-1.21%,6.96%,1.91%,0.92%,-17.94%,4.51%,3.90%,-0.08%,2.08%,1.32%,0.24%
Total Shareholder Return,-1.21%,6.96%,1.91%,1.72%,-16.94%,5.11%,4.70%,0.42%,3.08%,1.92%,1.03%
