,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,108","1,421","1,527",965.24,"1,011",933.74,"1,047","1,499","1,041","1,283",913.5,674.78,"1,472",712,846.11,518.92,447.62,480.15,540.16,415.42,561.43,"3,682","1,357","1,209","1,488","3,036",817.34,501.79,"1,061","1,206","1,139",554.96,420.58,355.74,462.21,338.99,411.4,422.17,545.13,464.63
Short-Term Investments,8.08,63.84,142.12,337.4,422.37,942.14,922.85,408.08,396.47,394.17,659.48,306.98,313.27,211.44,137.36,32.83,4.6,4.53,4.73,2.94,4.04,5.21,100.71,11.57,9.38,154.12,19.36,20.1,11.06,36.7,26.69,22.31,19.41,100.49,74.31,77.69,49.97,12.48,11.71,11.61
Cash & Cash Equivalents,"1,116","1,485","1,669","1,303","1,434","1,876","1,970","1,907","1,438","1,678","1,573",981.76,"1,785",923.43,983.47,551.75,452.22,484.68,544.89,418.36,565.47,"3,688","1,458","1,220","1,498","3,190",836.7,521.89,"1,072","1,243","1,165",577.27,439.99,456.23,536.52,416.68,461.36,434.65,556.84,476.24
Cash Growth,57.91%,137.68%,70.76%,36.68%,28.44%,26.34%,18.04%,46.41%,0.30%,-10.57%,-20.16%,-48.52%,24.17%,-44.95%,-37.48%,-43.80%,-74.67%,-47.51%,-44.60%,-24.18%,25.04%,660.84%,167.55%,191.69%,164.89%,-13.50%,-42.61%,-57.23%,-28.42%,-61.03%,39.27%,10.61%,-58.96%,-63.30%,-53.96%,-27.82%,4.86%,-4.73%,3.79%,14.29%
Receivables,"1,914","2,006","1,815","1,927","2,099","2,123","2,117","2,160","2,381","2,433","2,302","1,792","2,440","2,699","2,690","2,114","2,247","2,314","2,231","2,328","2,443","2,536","2,375","2,285","2,339","2,387","2,353","2,369","2,576","2,489","2,438","2,385","2,486","2,597","2,482","2,546","2,382","2,365","2,378","2,410"
Inventory,101.17,99.65,114.68,136.08,145.74,159.35,173.05,185.58,192.69,197.39,200.56,160.42,174.16,199.3,154.42,181.8,125.56,112.73,91.1,107.38,104.24,96.82,98.64,97.95,95.69,97.9,106.25,111.63,116.32,115.37,114.1,107.43,107.72,109.52,106.85,109.12,106.77,110.3,109.62,143.11
Other Current Assets,576.17,570.92,579.33,270.68,622.52,622.22,477.75,250.39,188.14,187.76,185.44,"1,060",204.03,202.46,205.21,"5,923","5,849","6,174","6,063","5,570","6,112",70.38,66.85,86.64,91.18,105.23,133.95,146.55,101.93,131.14,121.75,98.12,95.3,101.61,77.21,83.44,89.39,92.4,91.11,109.03
Total Current Assets,"3,707","4,161","4,178","3,636","4,301","4,781","4,738","4,503","4,200","4,496","4,261","3,995","4,604","4,024","4,034","8,771","8,674","9,085","8,930","8,424","9,225","6,391","3,999","3,690","4,024","5,780","3,430","3,149","3,867","3,979","3,840","3,168","3,129","3,264","3,202","3,155","3,040","3,002","3,135","3,138"
"Property, Plant & Equipment","2,224","2,291","2,359","2,469","2,501","2,565","2,622","2,789","2,911","2,972","3,045","2,864","3,171","3,248","3,386","3,149","3,185","3,229","3,276","3,394","6,129","6,196","6,201","6,303","6,293","6,245","6,252","6,385","6,359","6,351","6,323","6,305","6,223","6,076","5,962","5,923","5,833","5,706","5,607","5,575"
Long-Term Investments,121.76,130.46,154.04,155.03,161.46,160.04,158.28,167.49,172.83,166.79,617.17,522.04,630.22,657.16,665.18,283.23,279.91,283.22,275.87,260.04,260.72,260.73,254.43,278.5,289.16,283.83,282.35,289.68,289.4,279.17,276.76,288.4,285.65,298.02,287.09,275.44,286.27,639.27,610.71,593.74
