,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,655","2,083","1,633","1,682","1,463","1,766","1,719","1,893","1,729","1,842","1,929","1,938","1,822","2,069","2,181","2,305","2,109","2,345","2,261","2,237","2,541","2,547","2,607","2,624","2,633","3,003","3,475","3,574","3,361","6,375","6,012","4,466","4,639","4,790","5,277",738.4,"1,550",952.3,"1,028",971.5
Cash & Cash Equivalents,"1,655","2,083","1,633","1,682","1,463","1,766","1,719","1,893","1,729","1,842","1,929","1,938","1,822","2,069","2,181","2,305","2,109","2,345","2,261","2,237","2,541","2,547","2,607","2,624","2,633","3,003","3,475","3,574","3,361","6,375","6,012","4,466","4,639","4,790","5,277",738.4,"1,550",952.3,"1,028",971.5
Cash Growth,61.77%,80.54%,34.80%,26.90%,-11.58%,-15.22%,5.31%,12.51%,18.14%,4.33%,12.19%,2.38%,5.38%,12.32%,13.04%,18.96%,15.74%,13.33%,3.67%,-2.96%,20.49%,8.61%,15.34%,17.31%,3.64%,17.91%,33.27%,36.22%,27.64%,112.31%,73.03%,24.96%,38.02%,-24.87%,-12.23%,-83.47%,-66.59%,-80.12%,-80.53%,31.57%
Receivables,"1,253","1,998","1,669","1,463","1,544","1,765","1,601","1,734","1,707","2,038","1,684","1,845","2,067","2,374","2,227","4,083","5,675","5,142","4,872","4,858","6,253","6,008","5,685","5,419","7,094","6,874","6,703","6,436","8,309","8,395","7,757","11,753","21,608","18,452","16,956","2,911","3,527","3,716","3,769","3,787"
Other Current Assets,289.5,360.2,670.8,666.7,587.8,731.4,700,587.2,503.8,605.2,601.1,633.7,594.4,664.1,679.6,881.6,749.2,878.1,951.5,"1,024",875.5,993.2,"1,037","1,074",799.7,884.2,"1,023","1,114",997.3,"1,170","1,370","1,451","1,273","1,503","1,564","18,636","23,702","32,177","31,141","27,358"
Total Current Assets,"3,198","4,440","3,972","3,811","3,595","4,261","4,020","4,214","3,940","4,486","4,214","4,416","4,483","5,107","5,087","7,269","8,533","8,365","8,084","8,119","9,670","9,547","9,329","9,118","10,527","10,760","11,200","11,124","12,668","15,939","15,138","17,670","27,519","24,744","23,797","22,285","28,778","36,846","35,938","32,116"
"Property, Plant & Equipment",165.9,193.7,196.6,195.4,190.6,198.2,200.7,249,218.2,213.9,213.9,377.6,375.5,387.6,413.4,412.2,424.2,427.6,429.3,436.9,819,826.4,843.3,860.9,829.1,823.6,805.1,824.6,819.4,813.2,784.8,859.4,887.3,932.8,909.2,922.9,936.4,"1,018","1,016","1,127"
Goodwill and Intangibles,"3,236","4,659","5,067","5,226","5,142","5,331","5,321","5,362","5,366","5,376","5,393","5,395","5,579","5,652","5,832","5,809","5,876","6,135","6,273","6,399","6,642","7,251","7,388","7,937","7,802","7,982","8,027","8,527","8,990","9,078","8,967","12,620","12,605","12,227","11,890","12,862","13,107","14,234","14,054","16,109"
Other Long-Term Assets,675.9,726.2,751.7,777.8,803.9,925.6,968.2,"1,086","1,189","1,309","1,380","1,301","1,343","1,423","1,478","1,419","1,294","1,303","1,328","1,380","1,501","1,576","1,614","1,719","1,678","1,740","1,782","1,856","1,938","1,987","2,026","2,195","2,150","2,086","2,072","2,289","2,273","2,268","2,196","2,264"
Total Long-Term Assets,"4,078","5,579","6,016","6,199","6,136","6,455","6,490","6,697","6,773","6,899","6,987","7,074","7,297","7,462","7,723","7,640","7,594","7,866","8,031","8,215","8,962","9,653","9,845","10,517","10,309","10,546","10,615","11,207","11,747","11,878","11,778","15,675","15,642","15,246","14,871","16,073","16,316","17,520","17,266","19,500"
Total Assets,"7,276","10,019","9,988","10,010","9,731","10,716","10,510","10,911","10,713","11,384","11,200","11,490","11,781","12,570","12,810","14,910","16,128","16,231","16,115","16,334","18,631","19,200","19,174","19,635","20,837","21,306","21,815","22,331","24,415","27,817","26,916","33,345","43,162","39,990","38,668","38,358","45,094","54,365","53,204","51,616"
Accounts Payable,"1,975","2,819","2,755","2,623","2,447","2,901","2,707","2,877","2,723","3,217","2,867","2,996","3,028","3,546","3,509","4,986","6,071","5,983","5,694","5,740","6,741","6,874","6,574","6,349","7,779","7,951","7,953","7,785","9,205","9,717","9,162","13,846","23,175","20,381","19,273",0,0,0,0,0
Deferred Revenue,86.6,94.3,98.7,66.1,76.3,63.8,51.7,61.3,70.5,72.8,83.7,69,75.3,74,85.4,430.6,465.2,471.8,472.7,457.7,480.1,504.3,493.9,503.8,491.5,519.6,531.4,541.3,590.7,592.1,588.2,579.6,642.3,622.2,587.8,609.3,688.2,718.5,695.6,706.2
Current Debt,467.4,392,296.2,267.9,210.8,246.6,267.6,382,451.2,386.2,741.1,703.6,799.4,468,281.4,441.1,481,346.1,389.3,519,494.8,562.3,660.1,790.6,577.6,328.6,318,278.6,151.3,366.1,434.1,473.4,423.4,887.2,685.4,551.9,834.8,"1,111",704,959
Other Current Liabilities,504.9,569.3,619.5,685.4,704.6,693.9,702.8,866.7,777.8,708.2,707.2,843,881.8,769.6,829.9,872.5,724.9,768,867,976.7,921.6,992.1,"1,183","1,278",990,"1,065","1,315","1,531","1,569","1,346","1,476","1,836","1,904","1,614","1,910","20,177","25,573","33,759","33,074","29,400"
Total Current Liabilities,"3,034","3,875","3,770","3,643","3,439","3,905","3,729","4,187","4,022","4,384","4,399","4,612","4,785","4,858","4,705","6,730","7,742","7,569","7,423","7,694","8,638","8,933","8,911","8,921","9,838","9,864","10,117","10,135","11,516","12,021","11,660","16,735","26,145","23,505","22,457","21,339","27,096","35,589","34,474","31,065"
Long-Term Debt,"1,425","2,125","2,125","2,125","2,125","2,125","2,125","2,072","2,072","2,344","2,045","2,145","2,145","2,645","2,742","2,692","2,792","3,141","3,141","3,091","4,020","4,143","4,151","4,157","4,635","4,623","4,558","4,587","4,681","6,015","5,354","6,120","6,094","5,875","5,864","5,863","6,334","6,355","6,345","7,358"
Other Long-Term Liabilities,672.8,769.7,837.2,937.2,947.6,974.2,948.3,963.5,966.1,"1,000","1,016","1,078","1,124","1,157","1,191","1,188","1,009","1,008",938.2,979.3,"1,015","1,177","1,200","1,341","1,294","1,284","1,321","1,377","1,438","1,427","1,432","1,930","1,879","1,749","1,718","1,966","1,807","1,982","1,875","2,378"
Total Long-Term Liabilities,"2,098","2,895","2,962","3,062","3,073","3,099","3,073","3,035","3,038","3,345","3,060","3,222","3,269","3,802","3,933","3,880","3,801","4,149","4,079","4,071","5,035","5,320","5,351","5,498","5,929","5,908","5,880","5,964","6,119","7,442","6,786","8,050","7,974","7,624","7,582","7,830","8,140","8,336","8,220","9,736"
Total Liabilities,"5,131","6,770","6,732","6,705","6,511","7,005","6,803","7,222","7,060","7,729","7,459","7,834","8,053","8,660","8,638","10,610","11,543","11,717","11,502","11,764","13,673","14,253","14,262","14,419","15,766","15,772","15,997","16,099","17,635","19,463","18,446","24,785","34,118","31,129","30,039","29,168","35,236","43,925","42,694","40,801"
Total Debt,"1,892","2,517","2,421","2,393","2,336","2,372","2,393","2,454","2,523","2,731","2,786","2,848","2,944","3,113","3,023","3,133","3,273","3,487","3,531","3,610","4,515","4,705","4,811","4,948","5,212","4,952","4,876","4,866","4,833","6,381","5,788","6,593","6,518","6,762","6,550","6,415","7,168","7,466","7,049","8,317"
Debt Growth,144.18%,172.11%,128.31%,64.40%,23.43%,-5.78%,-1.18%,2.54%,8.01%,15.14%,16.43%,16.08%,16.69%,14.00%,8.52%,10.00%,11.17%,12.02%,16.78%,15.24%,37.94%,34.93%,36.28%,37.04%,15.44%,5.24%,1.35%,-1.66%,-7.28%,28.86%,18.70%,35.50%,34.87%,5.97%,13.16%,-2.70%,9.98%,10.41%,7.63%,29.65%
Common Stock,"1,540","2,547","2,656","2,814","2,889","3,266","3,370","3,386","3,379","3,368","3,417","3,444","3,460","3,504","3,547","3,569","3,587","3,629","3,700","3,726","3,792","3,843","3,884","4,014","4,099","4,243","4,325","4,458","4,600","6,094","6,170","6,352","6,442","6,477","6,516","6,722","6,989","7,234","7,322","7,515"
Retained Earnings,596.9,648.4,683.7,676,636,710.8,778.4,774.5,753.4,835.2,889.8,916.4,901.8,"1,003","1,062","1,222","1,427","1,466","1,518","1,559","1,810","1,839","1,884","1,901","2,161","2,228","2,317","2,372","2,659","2,749","2,874","2,882","3,213","3,389","3,536","3,562","3,930","4,045","4,206","4,053"
Comprehensive Income,6.9,54.2,-83.7,-260.6,-380.2,-338.7,-496.3,-522.5,-535.4,-603.5,-620.5,-763.6,-699.1,-661.9,-498.9,-555.4,-499.5,-651.4,-673.4,-785.6,-721.5,-802.5,-925.1,-759.6,"-1,231.1",-982.2,-870.4,-643.6,-527.8,-530.5,-623.2,-726.1,-665.7,"-1,057.3","-1,478.7","-1,140.4","-1,101.4",-882.9,"-1,064.5",-792.1
Shareholders' Equity,"2,144","3,250","3,256","3,229","3,145","3,639","3,652","3,638","3,597","3,600","3,687","3,597","3,663","3,845","4,110","4,236","4,515","4,444","4,545","4,499","4,880","4,879","4,843","5,156","5,030","5,489","5,772","6,186","6,731","8,313","8,420","8,508","8,989","8,809","8,574","9,144","9,818","10,396","10,464","10,775"
Net Cash / Debt,-237.3,-434.5,-788.6,-710.9,-872.4,-606.1,-673.3,-561.2,-794.1,-888.6,-856.8,-910.6,"-1,122.1","-1,043.9",-842.6,-828,"-1,164.4","-1,142.4","-1,270","-1,373.6","-1,974.2","-2,158.7","-2,203.9","-2,323.7","-2,578.9","-1,949.2","-1,401.4","-1,291.2","-1,471.7",-5.9,224.4,"-2,126.6","-1,878.9","-1,972.3","-1,272.7","-5,676.7","-5,618.4","-6,513.8","-6,021.8","-7,345.7"
Working Capital,164.4,565.3,202.6,168.5,156.1,356,290.9,26.6,-82.9,101.9,-185.2,-195.6,-301.5,249.2,382.2,539.2,790.9,796.4,661.4,425.1,"1,032",614.9,417.7,196.5,689.4,896.4,"1,083",989.2,"1,152","3,918","3,479",935.4,"1,375","1,240","1,340",946.6,"1,682","1,257","1,464","1,051"
Book Value Per Share,16.02,20.68,20.48,20.01,19.09,21.83,20.93,20.59,20.32,20.32,20.82,20.21,20.50,21.42,22.81,23.43,24.88,24.38,24.89,24.50,26.52,26.34,26.03,27.64,26.72,28.95,30.14,32.17,34.74,42.44,40.73,41.05,43.11,41.93,40.76,43.37,46.29,48.52,48.55,49.91
