,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"6,368","7,321","7,212","7,597","7,702","7,883","7,205","7,234","7,874","8,431","9,006","9,246","10,099","10,277","11,089","11,441","12,469","11,899","13,594","13,535","14,375","16,226","16,666","17,763","15,344","18,486","20,215","23,792","24,173","27,440","30,733","35,169","36,411","34,249","36,014","39,752","40,576","47,042","49,120","48,552","51,863"
Market Cap Growth,22.47%,32.19%,29.38%,23.07%,20.94%,7.68%,-0.09%,-4.79%,2.24%,6.96%,24.99%,27.81%,28.26%,21.89%,23.14%,23.74%,23.47%,15.78%,22.59%,18.30%,15.28%,36.37%,22.60%,31.23%,6.74%,13.93%,21.29%,33.95%,57.54%,48.43%,52.03%,47.82%,50.63%,24.82%,17.18%,13.03%,11.44%,37.35%,36.39%,22.14%,-
Enterprise Value,"6,605","7,755","8,001","8,308","8,574","8,489","7,879","7,795","8,668","9,320","9,862","10,156","11,221","11,321","11,932","12,269","13,634","13,041","14,864","14,909","16,349","18,385","18,870","20,086","17,923","20,435","21,617","25,083","25,645","27,446","30,509","37,295","38,290","36,222","37,286","45,428","46,194","53,556","55,142","55,897","59,209"
PE Ratio,22.96,24.99,23.12,25.04,27.91,25.74,20.82,20.27,20.65,21.50,23.60,23.30,17.44,20.59,22.76,23.77,23.70,20.84,23.13,21.37,20.72,23.55,24.24,26.56,22.53,25.51,26.08,29.06,28.29,30.79,32.71,38.78,37.80,32.39,33.10,35.68,34.92,42.29,43.19,50.08,54.12
PS Ratio,1.86,1.92,1.69,1.64,1.56,1.54,1.36,1.34,1.44,1.53,1.62,1.63,1.68,1.69,1.79,1.83,1.94,1.80,2.00,1.95,2.03,2.29,2.34,2.47,2.17,2.64,2.88,3.40,3.31,3.59,3.87,4.28,4.29,3.99,4.24,4.65,4.60,5.10,5.08,4.82,5.15
PB Ratio,2.97,2.25,2.22,2.35,2.45,2.17,1.97,1.99,2.19,2.34,2.44,2.57,2.76,2.67,2.70,2.70,2.76,2.68,2.99,3.01,2.95,3.33,3.44,3.45,3.05,3.37,3.50,3.85,3.59,3.30,3.65,4.13,4.05,3.89,4.20,4.35,4.13,4.53,4.69,4.51,4.81
P/FCF Ratio,21.14,17.36,26.85,21.40,19.94,36.26,17.52,12.32,14.87,14.78,16.01,21.41,26.58,17.11,15.82,15.78,25.44,15.25,21.26,21.13,19.07,22.09,18.76,16.88,12.11,12.74,11.90,13.93,13.28,17.21,20.40,27.83,29.10,50.12,45.10,32.93,28.43,31.15,27.97,26.41,28.22
P/OCF Ratio,15.71,14.04,20.48,17.40,16.53,26.08,14.27,10.54,11.70,11.60,12.36,14.23,17.87,13.16,12.69,13.39,20.08,13.12,17.76,17.69,16.22,18.62,16.19,14.91,10.99,11.75,11.17,13.17,12.61,16.20,18.86,25.26,26.19,40.58,37.35,28.60,25.33,27.83,25.24,23.90,25.53
Debt / Equity Ratio,0.88,0.77,0.74,0.74,0.74,0.65,0.66,0.67,0.70,0.76,0.76,0.79,0.80,0.81,0.74,0.74,0.73,0.78,0.78,0.80,0.93,0.96,0.99,0.96,1.04,0.90,0.84,0.79,0.72,0.77,0.69,0.77,0.73,0.77,0.76,0.70,0.73,0.72,0.67,0.77,0.77
Quick Ratio,0.96,1.05,0.88,0.86,0.87,0.90,0.89,0.87,0.85,0.89,0.82,0.82,0.81,0.91,0.94,0.95,1.01,0.99,0.96,0.92,1.02,0.96,0.93,0.90,0.99,1.00,1.01,0.99,1.01,1.23,1.18,0.97,1.00,0.99,0.99,0.17,0.19,0.13,0.14,0.15,0.15
Current Ratio,1.05,1.15,1.05,1.05,1.05,1.09,1.08,1.01,0.98,1.02,0.96,0.96,0.94,1.05,1.08,1.08,1.10,1.11,1.09,1.06,1.12,1.07,1.05,1.02,1.07,1.09,1.11,1.10,1.10,1.33,1.30,1.06,1.05,1.05,1.06,1.04,1.06,1.03,1.04,1.03,1.03
Interest Coverage,3.85,6.06,4.39,2.02,1.80,5.62,4.83,1.87,2.72,5.85,4.06,2.30,7.23,2.45,3.22,1.71,8.35,3.80,3.17,1.90,8.57,3.10,3.23,2.60,7.87,4.27,5.12,3.57,9.25,4.75,4.61,2.65,9.41,6.44,5.88,2.91,9.92,4.81,5.97,0.04,5.01
Return on Capital (ROIC),Upgrade,9.06%,7.03%,8.00%,8.32%,8.37%,8.35%,9.25%,10.50%,10.74%,10.65%,10.23%,14.42%,17.81%,16.77%,17.24%,14.75%,14.46%,14.32%,14.44%,15.64%,14.15%,14.04%,13.65%,11.11%,10.15%,10.30%,10.46%,10.61%,11.27%,9.16%,10.20%,9.62%,9.68%,9.90%,9.76%,10.03%,9.59%,9.09%,9.53%,8.72%
Dividend Yield,3.00%,3.00%,3.20%,3.10%,3.10%,3.10%,3.60%,3.60%,3.30%,3.20%,3.00%,2.90%,2.70%,2.70%,2.50%,2.50%,2.30%,2.50%,2.20%,2.20%,2.10%,1.90%,1.90%,1.80%,2.10%,1.80%,1.70%,1.50%,1.50%,1.30%,1.30%,1.10%,1.10%,1.20%,1.20%,1.10%,1.10%,1.00%,0.90%,1.00%,1.00%
Payout Ratio,97.30%,50.70%,62.10%,120.00%,284.60%,45.10%,48.70%,108.80%,146.20%,44.70%,55.10%,88.40%,30.50%,100.00%,63.90%,100.00%,27.20%,65.10%,58.60%,64.10%,23.80%,72.90%,63.20%,81.10%,24.60%,55.60%,48.90%,60.80%,24.50%,51.10%,44.00%,96.00%,24.30%,37.80%,42.10%,79.70%,24.00%,50.50%,42.30%,-343.80%,54.30%
Buyback Yield / Dilution,-6.33%,-23.94%,-24.51%,-22.68%,-23.09%,-6.09%,-9.78%,-9.49%,-7.46%,-6.28%,-1.42%,-0.71%,-0.90%,-1.35%,-1.77%,-1.61%,-1.57%,-1.54%,-1.36%,-1.58%,-1.45%,-1.63%,-1.89%,-1.56%,-2.27%,-2.36%,-2.90%,-3.11%,-2.92%,-3.30%,-7.98%,-7.78%,-7.64%,-7.24%,-1.73%,-1.72%,-1.70%,-1.99%,-2.46%,-2.40%,-2.40%
Total Shareholder Return,-3.33%,-20.94%,-21.31%,-19.58%,-19.99%,-2.99%,-6.18%,-5.89%,-4.16%,-3.08%,1.58%,2.19%,1.80%,1.35%,0.73%,0.89%,0.73%,0.96%,0.84%,0.62%,0.65%,0.27%,0.01%,0.24%,-0.17%,-0.56%,-1.20%,-1.61%,-1.42%,-2.00%,-6.68%,-6.68%,-6.54%,-6.04%,-0.53%,-0.62%,-0.60%,-0.99%,-1.56%,-1.40%,-1.40%
