,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"24,591","19,093","8,527","14,665","14,385","11,920","10,863","5,265","12,784","17,191","13,683"
Market Cap Growth,13.54%,-22.36%,-55.34%,71.99%,-1.91%,-17.13%,-8.87%,-51.53%,142.79%,34.48%,-
Enterprise Value,"30,924","23,058","14,583","19,444","18,568","15,957","15,506","9,927","16,218","22,780","19,235"
PE Ratio,14.03,6.27,-3.87,-6.85,-2.51,10.88,22.63,-3.63,13.51,4.76,8.50
PS Ratio,2.09,1.70,1.72,3.87,3.02,1.81,2.09,1.71,2.34,2.14,2.03
PB Ratio,1.27,0.91,0.46,0.84,1.23,0.98,0.89,0.50,1.20,1.51,1.22
P/FCF Ratio,29.74,58.39,-4.47,-48.40,1027.49,24.78,54.59,40.50,5.83,4.32,6.39
P/OCF Ratio,4.67,3.48,5.41,16.28,7.24,3.69,3.95,3.57,3.95,3.17,3.31
EV/Sales Ratio,2.62,2.05,2.94,5.13,3.90,2.42,2.99,3.22,2.97,2.83,2.85
EV/EBITDA Ratio,5.16,3.53,224.35,15.30,-6.86,3.90,5.11,8.97,4.98,3.98,4.20
EV/EBIT Ratio,8.85,6.27,-5.49,-21.97,-3.66,9.65,24.38,-8.21,13.61,5.74,7.73
EV/FCF Ratio,37.39,70.51,-7.64,-64.17,1326.27,33.18,77.92,76.36,7.40,5.73,8.98
Debt / Equity Ratio,0.34,0.30,0.39,0.41,0.47,0.45,0.45,0.51,0.38,0.52,0.51
Debt / EBITDA Ratio,1.10,0.97,111.95,5.72,-2.03,1.34,1.81,4.88,1.23,1.04,1.25
Debt / FCF Ratio,7.98,19.46,-3.81,-23.98,392.43,11.43,27.64,41.57,1.83,1.49,2.67
Quick Ratio,0.55,0.94,1.23,1.44,1.22,1.39,1.13,1.23,1.05,0.64,0.55
Current Ratio,0.69,1.05,1.50,1.64,1.30,1.59,1.22,1.33,1.11,0.73,0.64
Asset Turnover,0.33,0.31,0.14,0.12,0.20,0.30,0.25,0.17,0.31,0.43,0.34
Interest Coverage,12.56,15.45,-9.29,-2.67,-18.80,7.31,2.61,-4.72,6.34,21.10,7.59
Return on Equity (ROE),9.20%,15.10%,-11.20%,-11.40%,-47.20%,9.10%,3.90%,-13.00%,8.80%,31.80%,14.90%
Return on Assets (ROA),5.00%,8.40%,-6.40%,-6.60%,-24.40%,5.10%,2.30%,-7.70%,5.40%,19.50%,8.40%
Return on Capital (ROIC),5.61%,5.17%,-8.34%,-2.94%,-0.66%,7.26%,4.41%,-7.39%,8.38%,21.80%,11.37%
Earnings Yield,7.13%,15.95%,-25.85%,-14.59%,-39.79%,9.19%,4.42%,-27.56%,7.40%,21.01%,12.29%
FCF Yield,3.36%,1.71%,-22.39%,-2.07%,0.10%,4.04%,1.83%,2.47%,17.15%,23.14%,15.65%
Dividend Yield,2.00%,2.80%,5.40%,1.20%,1.20%,1.40%,1.50%,1.20%,1.10%,1.20%,1.88%
Payout Ratio,28.90%,17.90%,-20.90%,-7.70%,-3.00%,15.40%,33.90%,-4.40%,15.00%,6.10%,16.00%
Buyback Yield / Dilution,0.14%,3.67%,0.88%,-20.97%,-3.79%,0.35%,4.37%,2.22%,0.51%,12.82%,10.12%
Total Shareholder Return,2.14%,6.47%,6.28%,-19.77%,-2.59%,1.75%,5.87%,3.42%,1.61%,14.02%,12.00%
