,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,58.94,64.87,109.86,163.95,147.46,146.53,194.82,161.46,164.24,165.92
Depreciation & Amortization,14.61,19.57,50.3,53.93,61.76,76.67,81.66,135.62,159.07,154.08
Share-Based Compensation,14.82,20.18,29.75,37.35,52.74,59.97,67.37,104.73,102.99,108.34
Other Operating Activities,35.07,-15.61,1.95,-59.46,-11.76,-28.45,11.25,-30.06,-44.84,-47.9
Operating Cash Flow,123.44,89.01,191.86,195.76,250.2,254.72,355.09,371.75,381.46,380.44
Operating Cash Flow Growth,86.77%,-27.89%,115.54%,2.03%,27.81%,1.81%,39.40%,4.69%,2.61%,-0.27%
Capital Expenditures,-9.34,-12.5,-37.73,-43.06,-27.42,-42.04,-28.47,-55.61,-50.15,-20.52
Acquisitions,-3.24,-339.96,-9.39,-11.34,-178.09,-218.73,-1.29,"-2,089.71",-163.92,-62.76
Change in Investments,-0.81,-47.81,-37.15,-88.57,-196.83,-125.54,-264.36,-208.9,-100.97,-60.03
Other Investing Activities,1.84,1.81,33.55,57.57,164.09,141.3,195.8,263.28,142.51,66.35
Investing Cash Flow,-11.56,-398.46,-50.72,-85.4,-238.26,-245.02,-98.32,"-2,090.94",-172.53,-76.96
Share Repurchases,-22.82,-0.65,-111.84,-7.47,-146.55,-17.79,-15.48,-12.98,0,0
Other Financing Activities,-7.41,135.72,-249.91,31.94,-210.15,70.91,98.69,"1,412",-344.24,-311.84
Financing Cash Flow,15.41,136.37,-138.08,39.42,-63.6,88.7,114.17,"1,425",-344.24,-311.84
Net Cash Flow,127.29,-173.08,3.06,149.78,-51.65,98.4,370.94,-294.45,-135.31,-8.36
Free Cash Flow,114.09,76.51,154.13,152.7,222.78,212.68,326.62,316.14,331.3,359.92
Free Cash Flow Growth,190.82%,-32.94%,101.45%,-0.93%,45.90%,-4.53%,53.57%,-3.21%,4.80%,8.64%
Free Cash Flow Margin,23.14%,12.95%,20.39%,18.16%,23.82%,19.58%,29.25%,19.85%,17.91%,18.44%
Free Cash Flow Per Share,3.22,2.09,3.96,3.89,5.55,5.30,7.87,7.48,7.81,8.42
